run_id,run_kind,series_id,sensor,edz_band_cm,row_count,compared_rows,diagnostic_statuses,date_min,date_max,compared_date_min,compared_date_max,mean_abs_time_delta_days,model_taupe_standardized_pearson,delta_sign_agreement_fraction,standardized_residual_mean,standardized_residual_mae,standardized_residual_rmse,taupe_standardized_min,taupe_standardized_max,model_standardized_min,model_standardized_max,model_theta_min,model_theta_max,model_theta_baseline,model_theta_robust_scale
adaptive_combined_001_length_0p050m,adaptive_combined,A4_30-40cm,A4,30-40,212,155,outside_time_tolerance=57; trend_compared=155,2019-12-01,2025-10-10,2019-12-01,2024-03-10,5.0613201911589005,0.7540449239922904,0.9483870967741936,1.3104025846596503,1.4091496885419434,1.6423968636599051,-6.504903791978946,0.7909779151789939,-3.3769939833420177,0.1427065474081473,0.0874312777904377,0.1010171965668577,0.1004663543730369,0.0038599644082573
adaptive_combined_001_length_0p050m,adaptive_combined,A4_40-50cm,A4,40-50,212,155,outside_time_tolerance=57; trend_compared=155,2019-12-01,2025-10-10,2019-12-01,2024-03-10,5.0613201911589005,0.7916144697298576,1.0,1.830991936216951,1.839281547630641,1.9709490697211256,-6.139245072765298,0.7586566206866975,-3.278036263640485,0.1162117361257276,0.0902103679102336,0.1024088064517747,0.1019911582065571,0.0035938560006167
adaptive_combined_001_length_0p050m,adaptive_combined,A7_0-10cm,A7,0-10,212,0,operator_not_mapped_for_current_mesh=212,2019-12-01,2025-10-10,,,,,,,,,,,,,,,,
adaptive_combined_001_length_0p050m,adaptive_combined,A7_0-50cm,A7,0-50,212,0,operator_not_mapped_for_current_mesh=212,2019-12-01,2025-10-10,,,,,,,,,,,,,,,,
adaptive_combined_001_length_0p050m,adaptive_combined,A7_10-20cm,A7,10-20,212,0,operator_not_mapped_for_current_mesh=212,2019-12-01,2025-10-10,,,,,,,,,,,,,,,,
adaptive_combined_001_length_0p050m,adaptive_combined,A7_20-30cm,A7,20-30,212,0,operator_not_mapped_for_current_mesh=212,2019-12-01,2025-10-10,,,,,,,,,,,,,,,,
adaptive_combined_001_length_0p050m,adaptive_combined,A7_30-40cm,A7,30-40,212,0,operator_not_mapped_for_current_mesh=212,2019-12-01,2025-10-10,,,,,,,,,,,,,,,,
adaptive_combined_001_length_0p050m,adaptive_combined,A7_40-50cm,A7,40-50,212,0,operator_not_mapped_for_current_mesh=212,2019-12-01,2025-10-10,,,,,,,,,,,,,,,,
adaptive_combined_001_length_0p050m,adaptive_combined,A8_0-10cm,A8,0-10,212,0,operator_not_mapped_for_current_mesh=212,2019-12-01,2025-10-10,,,,,,,,,,,,,,,,
adaptive_combined_001_length_0p050m,adaptive_combined,A8_0-50cm,A8,0-50,212,0,operator_not_mapped_for_current_mesh=212,2019-12-01,2025-10-10,,,,,,,,,,,,,,,,
adaptive_combined_001_length_0p050m,adaptive_combined,A8_10-20cm,A8,10-20,212,0,operator_not_mapped_for_current_mesh=212,2019-12-01,2025-10-10,,,,,,,,,,,,,,,,
adaptive_combined_001_length_0p050m,adaptive_combined,A8_20-30cm,A8,20-30,212,0,operator_not_mapped_for_current_mesh=212,2019-12-01,2025-10-10,,,,,,,,,,,,,,,,
adaptive_combined_001_length_0p050m,adaptive_combined,A8_30-40cm,A8,30-40,212,0,operator_not_mapped_for_current_mesh=212,2019-12-01,2025-10-10,,,,,,,,,,,,,,,,
adaptive_combined_001_length_0p050m,adaptive_combined,A8_40-50cm,A8,40-50,212,0,operator_not_mapped_for_current_mesh=212,2019-12-01,2025-10-10,,,,,,,,,,,,,,,,
