observation_id,source_sheet,campaign_year,normalized_segment_label,borehole_depth_m,primary_cell_id,centroid_x_m,centroid_y_m,centroid_z_m,observed_log10_permeability_m2,predicted_log10_permeability_m2,log10_residual_pred_minus_obs,abs_log10_residual,objective_weight,configured_scalar_feasibility_status,residual_band,residual_sign,conflict_class,recommended_next_action
perm_0030,2024_CT,2024,BCD-A34,0.65,5828,,,,-19.30102999566398,-19.1568252199496,0.1442047757143854,0.1442047757143854,0.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,overpredicts_observation,,locally_consistent_under_current_log10_sigma
perm_0027,2024_CT,2024,BCD-A34,0.35,5828,,,,-19.045757490560675,-19.1568252199496,-0.111067729388921,0.111067729388921,0.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,underpredicts_observation,,locally_consistent_under_current_log10_sigma
perm_0032,2024_CT,2024,BCD-A34,0.85,5828,,,,-19.045757490560675,-19.1568252199496,-0.111067729388921,0.111067729388921,0.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,underpredicts_observation,,locally_consistent_under_current_log10_sigma
perm_0010,2024_OT,2024,BCD-A32,2.5,5948,-3.4871865932411854,-1.0700495393173082,0.0,-20.30102999566398,-20.41195437047216,-0.110924374808178,0.110924374808178,0.5,observed_inside_configured_scalar_range,abs_lt_0p5_log10,underpredicts_observation,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0160,2024,2024,BCD-A32,2.5,5948,-3.4871865932411854,-1.0700495393173082,0.0,-20.30102999566398,-20.41195437047216,-0.110924374808178,0.110924374808178,0.5,observed_inside_configured_scalar_range,abs_lt_0p5_log10,underpredicts_observation,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0161,2024,2024,BCD-A32,3.3,3671,-4.116146966983098,-1.2168005571574667,0.0,-20.30102999566398,-20.41195437047216,-0.110924374808178,0.110924374808178,1.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,underpredicts_observation,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0175,2024,2024,BCD-A32,2.5,5948,-3.4871865932411854,-1.0700495393173082,0.0,-20.522878745280337,-20.41195437047216,0.110924374808178,0.110924374808178,1.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,overpredicts_observation,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0176,2024,2024,BCD-A32,3.3,3671,-4.116146966983098,-1.2168005571574667,0.0,-20.522878745280337,-20.41195437047216,0.110924374808178,0.110924374808178,1.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,overpredicts_observation,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0028,2024_CT,2024,BCD-A34,0.45,5828,,,,-19.096910013008056,-19.1568252199496,-0.0599152069415396,0.0599152069415396,0.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,underpredicts_observation,,locally_consistent_under_current_log10_sigma
perm_0031,2024_CT,2024,BCD-A34,0.75,5828,,,,-19.096910013008056,-19.1568252199496,-0.0599152069415396,0.0599152069415396,0.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,underpredicts_observation,,locally_consistent_under_current_log10_sigma
perm_0033,2024_CT,2024,BCD-A34,0.95,5828,,,,-19.096910013008056,-19.1568252199496,-0.0599152069415396,0.0599152069415396,0.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,underpredicts_observation,,locally_consistent_under_current_log10_sigma
perm_0203,2024,2024,BCD-A33,3.3,3864,1.5409832815946867,-4.189004496574493,0.0,-20.39794000867204,-20.39794000867204,3.552713678800501e-15,3.552713678800501e-15,1.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,overpredicts_observation,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0020,2024_OT,2024,BCD-A33,1.05,5034,0.7099489458366689,-2.0591819088471235,0.0,-14.69897000433602,-14.69897000433602,1.7763568394002505e-15,1.7763568394002505e-15,0.5,observed_inside_configured_scalar_range,abs_lt_0p5_log10,overpredicts_observation,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0186,2024,2024,BCD-A33,1.05,5034,0.7099489458366689,-2.0591819088471235,0.0,-14.69897000433602,-14.69897000433602,1.7763568394002505e-15,1.7763568394002505e-15,0.5,observed_inside_configured_scalar_range,abs_lt_0p5_log10,overpredicts_observation,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0013,2024_OT,2024,BCD-A33,0.35,9359,0.473258921433698,-1.3951766104389716,0.0,-16.096910013008056,-16.096910013008056,0.0,0.0,0.5,observed_inside_configured_scalar_range,abs_lt_0p5_log10,zero_residual,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0017,2024_OT,2024,BCD-A33,0.75,6194,0.5891764432815987,-1.7874055330397034,0.0,-14.154901959985745,-14.154901959985745,0.0,0.0,0.5,observed_inside_configured_scalar_range,abs_lt_0p5_log10,zero_residual,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0164,2024,2024,BCD-A32,0.35,6995,-1.4419931457674517,-0.4736923057718038,0.0,-19.045757490560675,-19.045757490560675,0.0,0.0,1.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,zero_residual,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0168,2024,2024,BCD-A32,0.75,5292,-1.8546712254264284,-0.5965663446879527,0.0,-19.096910013008056,-19.096910013008056,0.0,0.0,1.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,zero_residual,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0171,2024,2024,BCD-A32,1.05,5046,-2.1092467088000864,-0.7440328998228877,0.0,-19.69897000433602,-19.69897000433602,0.0,0.0,1.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,zero_residual,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0179,2024,2024,BCD-A33,0.35,9359,0.473258921433698,-1.3951766104389716,0.0,-16.096910013008056,-16.096910013008056,0.0,0.0,0.5,observed_inside_configured_scalar_range,abs_lt_0p5_log10,zero_residual,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0183,2024,2024,BCD-A33,0.75,6194,0.5891764432815987,-1.7874055330397034,0.0,-14.154901959985745,-14.154901959985745,0.0,0.0,0.5,observed_inside_configured_scalar_range,abs_lt_0p5_log10,zero_residual,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0192,2024,2024,BCD-A33,0.17,1781,0.41519261353567,-1.2112173740936534,0.0,-19.39794000867204,-19.39794000867204,0.0,0.0,1.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,zero_residual,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0196,2024,2024,BCD-A33,0.73,3539,0.5661357213989401,-1.681274977802352,0.0,-19.096910013008056,-19.096910013008056,0.0,0.0,1.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,zero_residual,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
perm_0202,2024,2024,BCD-A33,2.5,4497,1.1817757561177185,-3.3794410268263686,0.0,-20.39794000867204,-20.39794000867204,0.0,0.0,1.0,observed_inside_configured_scalar_range,abs_lt_0p5_log10,zero_residual,low_conflict_or_singleton,locally_consistent_under_current_log10_sigma
