run_id,run_kind,offset_fraction,active_nmr_rows,nmr_offset_objective,nmr_offset_rmse_normalized_residual,direct_permeability_objective,combined_offset_objective,corrected_rows_above_fixed_phi,corrected_negative_free_water_rows,corrected_nonphysical_rows,combined_offset_rank
broad_continuous_loop_001_003_length_0p010m,broad_continuous,0.03,192,835.901047789215,2.950813884530445,269.8180571059851,1105.7191048952,12,1,13,27.0
broad_continuous_loop_001_003_length_0p010m,broad_continuous,0.04,192,523.4011862918103,2.334972310443893,269.8180571059851,793.2192433977954,10,1,11,24.0
broad_continuous_loop_001_003_length_0p010m,broad_continuous,0.05,192,396.6485646654627,2.0326721038898286,269.8180571059851,666.4666217714478,2,1,3,10.0
broad_continuous_loop_001_003_length_0p010m,broad_continuous,0.075,192,892.4111850354659,3.048926014864814,269.8180571059851,1162.2292421414509,0,13,13,16.0
broad_continuous_loop_001_003_length_0p010m,broad_continuous,0.1,192,2549.0940545995736,5.152966433885006,269.8180571059851,2818.912111705559,0,47,47,21.0
continuous_proposed_001_length_0p006m_shift_0p992,continuous_proposed,0.0,192,2886.937672913347,5.483818690126498,269.84644842990474,3156.7841213432516,120,0,120,23.0
continuous_proposed_001_length_0p006m_shift_0p992,continuous_proposed,0.005,192,2428.9463893784873,5.030062115854957,269.84644842990474,2698.792837808392,84,0,84,22.0
continuous_proposed_001_length_0p006m_shift_0p992,continuous_proposed,0.01,192,2017.3919158113931,4.58415740600553,269.84644842990474,2287.238364241298,55,0,55,22.0
continuous_proposed_001_length_0p006m_shift_0p992,continuous_proposed,0.015,192,1652.2742522120625,4.148637140942672,269.84644842990474,1922.1207006419672,39,0,39,21.0
continuous_proposed_001_length_0p006m_shift_0p992,continuous_proposed,0.02,192,1333.5933985804957,3.72714339701066,269.84644842990474,1603.4398470104004,35,0,35,21.0
continuous_proposed_001_length_0p006m_shift_0p992,continuous_proposed,0.03,192,835.5421212206551,2.950180293255847,269.84644842990474,1105.38856965056,12,1,13,21.0
continuous_proposed_001_length_0p006m_shift_0p992,continuous_proposed,0.04,192,523.2380837318709,2.3346084694312923,269.84644842990474,793.0845321617757,10,1,11,20.0
continuous_proposed_001_length_0p006m_shift_0p992,continuous_proposed,0.05,192,396.68128611414363,2.0327559446120587,269.84644842990474,666.5277345440484,2,1,3,27.0
continuous_proposed_001_length_0p006m_shift_0p992,continuous_proposed,0.075,192,892.9334665056977,3.049818072623516,269.84644842990474,1162.7799149356024,0,13,13,18.0
continuous_proposed_001_length_0p006m_shift_0p992,continuous_proposed,0.1,192,2550.105896091356,5.153989045805681,269.84644842990474,2819.952344521261,0,47,47,23.0
continuous_proposed_002_length_0p007m,continuous_proposed,0.0,192,2887.923238885066,5.4847546652868715,269.8180571059851,3157.741295991051,120,0,120,33.0
continuous_proposed_002_length_0p007m,continuous_proposed,0.005,192,2429.8290592894236,5.03097598559148,269.8180571059851,2699.647116395409,84,0,84,32.0
continuous_proposed_002_length_0p007m,continuous_proposed,0.01,192,2018.1716896615462,4.58504326776834,269.8180571059851,2287.9897467675314,55,0,55,31.0
continuous_proposed_002_length_0p007m,continuous_proposed,0.015,192,1652.951130001432,4.149486828213209,269.8180571059851,1922.769187107417,39,0,39,30.0
continuous_proposed_002_length_0p007m,continuous_proposed,0.02,192,1334.1673803090819,3.727945396357034,269.8180571059851,1603.9854374150668,35,0,35,30.0
continuous_proposed_002_length_0p007m,continuous_proposed,0.03,192,835.9103108276751,2.950830234208945,269.8180571059851,1105.7283679336601,12,1,13,28.0
continuous_proposed_002_length_0p007m,continuous_proposed,0.04,192,523.4004812173243,2.334970737721095,269.8180571059851,793.2185383233094,10,1,11,23.0
continuous_proposed_002_length_0p007m,continuous_proposed,0.05,192,396.6378914780306,2.032644755705274,269.8180571059851,666.4559485840157,2,1,3,9.0
continuous_proposed_002_length_0p007m,continuous_proposed,0.075,192,892.3755915656684,3.0488652116499093,269.8180571059851,1162.1936486716536,0,13,13,15.0
continuous_proposed_002_length_0p007m,continuous_proposed,0.1,192,2549.033540847411,5.152905269569831,269.8180571059851,2818.8515979533963,0,47,47,20.0
continuous_proposed_003_length_0p007m_shift_0p972,continuous_proposed,0.0,192,2887.9453979458567,5.48477570753226,270.2111662517047,3158.1565641975612,120,0,120,35.0
continuous_proposed_003_length_0p007m_shift_0p972,continuous_proposed,0.005,192,2429.849173716398,5.0309968090706585,270.2111662517047,2700.0603399681027,84,0,84,35.0
continuous_proposed_003_length_0p007m_shift_0p972,continuous_proposed,0.01,192,2018.189759454705,4.585063793920412,270.2111662517047,2288.4009257064095,55,0,55,35.0
continuous_proposed_003_length_0p007m_shift_0p972,continuous_proposed,0.015,192,1652.967155160775,4.149506942548484,270.2111662517047,1923.1783214124798,39,0,39,34.0
continuous_proposed_003_length_0p007m_shift_0p972,continuous_proposed,0.02,192,1334.1813608346094,3.727964928576159,270.2111662517047,1604.3925270863142,35,0,35,33.0
continuous_proposed_003_length_0p007m_shift_0p972,continuous_proposed,0.03,192,835.9202020855712,2.950847692622924,270.2111662517047,1106.131368337276,12,1,13,32.0
continuous_proposed_003_length_0p007m_shift_0p972,continuous_proposed,0.04,192,523.4062832075892,2.334983679474524,270.2111662517047,793.617449459294,10,1,11,32.0
continuous_proposed_003_length_0p007m_shift_0p972,continuous_proposed,0.05,192,396.63960420066417,2.0326491442836163,270.2111662517047,666.8507704523688,2,1,3,36.0
continuous_proposed_003_length_0p007m_shift_0p972,continuous_proposed,0.075,192,892.3670811192238,3.0488506733399143,270.2111662517047,1162.5782473709285,0,13,13,17.0
continuous_proposed_003_length_0p007m_shift_0p972,continuous_proposed,0.1,192,2549.014807231888,5.152886334408335,270.2111662517047,2819.2259734835925,0,47,47,22.0
direct_fit_observation_run,direct_reference,0.0,192,2886.543412566939,5.483444223074789,269.8180571059851,3156.361469672924,120,0,120,11.0
direct_fit_observation_run,direct_reference,0.005,192,2428.590972236199,5.0296940888547494,269.8180571059851,2698.409029342184,84,0,84,11.0
direct_fit_observation_run,direct_reference,0.01,192,2017.0753418732245,4.5837977134518155,269.8180571059851,2286.8933989792095,55,0,55,11.0
direct_fit_observation_run,direct_reference,0.015,192,1651.996521478013,4.148288454137357,269.8180571059851,1921.814578583998,39,0,39,7.0
direct_fit_observation_run,direct_reference,0.02,192,1333.3545110505656,3.726809559141714,269.8180571059851,1603.1725681565508,35,0,35,7.0
direct_fit_observation_run,direct_reference,0.03,192,835.3809200989642,2.94989569042097,269.8180571059851,1105.1989772049492,12,1,13,8.0
direct_fit_observation_run,direct_reference,0.04,192,523.154569018419,2.3344221470437887,269.8180571059851,792.9726261244041,10,1,11,8.0
direct_fit_observation_run,direct_reference,0.05,192,396.6754578089308,2.032741011256237,269.8180571059851,666.4935149149159,2,1,3,15.0
direct_fit_observation_run,direct_reference,0.075,192,893.1218542210823,3.050139775180192,269.8180571059851,1162.9399113270674,0,13,13,21.0
direct_fit_observation_run,direct_reference,0.1,192,2550.4884998273387,5.154375669260838,269.8180571059851,2820.306556933324,0,47,47,30.0
local_basis_sampler_001_basis_004_det_l_0p0015_s_1p000,local_basis,0.0,192,2886.5434125669267,5.483444223074778,269.8180571059851,3156.361469672912,120,0,120,10.0
local_basis_sampler_001_basis_004_det_l_0p0015_s_1p000,local_basis,0.005,192,2428.5909722361866,5.029694088854736,269.8180571059851,2698.409029342172,84,0,84,10.0
local_basis_sampler_001_basis_004_det_l_0p0015_s_1p000,local_basis,0.01,192,2017.0753418732115,4.5837977134518,269.8180571059851,2286.8933989791967,55,0,55,10.0
local_basis_sampler_001_basis_004_det_l_0p0015_s_1p000,local_basis,0.015,192,1651.9965214779995,4.14828845413734,269.8180571059851,1921.8145785839847,39,0,39,6.0
local_basis_sampler_001_basis_004_det_l_0p0015_s_1p000,local_basis,0.02,192,1333.354511050552,3.7268095591416954,269.8180571059851,1603.1725681565372,35,0,35,6.0
local_basis_sampler_001_basis_004_det_l_0p0015_s_1p000,local_basis,0.03,192,835.3809200989499,2.9498956904209446,269.8180571059851,1105.198977204935,12,1,13,6.0
local_basis_sampler_001_basis_004_det_l_0p0015_s_1p000,local_basis,0.04,192,523.1545690184042,2.3344221470437554,269.8180571059851,792.9726261243893,10,1,11,7.0
local_basis_sampler_001_basis_004_det_l_0p0015_s_1p000,local_basis,0.05,192,396.6754578089152,2.032741011256197,269.8180571059851,666.4935149149003,2,1,3,13.0
local_basis_sampler_001_basis_004_det_l_0p0015_s_1p000,local_basis,0.075,192,893.1218542210654,3.0501397751801633,269.8180571059851,1162.9399113270506,0,13,13,20.0
local_basis_sampler_001_basis_004_det_l_0p0015_s_1p000,local_basis,0.1,192,2550.48849982732,5.154375669260819,269.8180571059851,2820.3065569333053,0,47,47,29.0
local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,local_basis,0.0,192,2886.5350098429944,5.483436241919646,269.8180571059851,3156.3530669489796,120,0,120,1.0
local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,local_basis,0.005,192,2428.5834187956684,5.029686267133191,269.8180571059851,2698.4014759016536,84,0,84,1.0
local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,local_basis,0.01,192,2017.0686377161078,4.583790095856934,269.8180571059851,2286.886694822093,55,0,55,1.0
local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,local_basis,0.015,192,1651.9906666043107,4.148281103115068,269.8180571059851,1921.808723710296,39,0,39,1.0
local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,local_basis,0.02,192,1333.3495054602774,3.726802563665609,269.8180571059851,1603.1675625662624,35,0,35,1.0
local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,local_basis,0.03,192,835.3776130755043,2.9498898515373706,269.8180571059851,1105.1956701814893,12,1,13,1.0
local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,local_basis,0.04,192,523.1529605617875,2.3344185584106274,269.8180571059851,792.9710176677726,10,1,11,1.0
local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,local_basis,0.05,192,396.6755479191273,2.032741242138534,269.8180571059851,666.4936050251124,2,1,3,17.0
local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,local_basis,0.075,192,893.1261907483498,3.0501471801038242,269.8180571059851,1162.944247854335,0,13,13,29.0
local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,local_basis,0.1,192,2550.497082771677,5.154384342046905,269.8180571059851,2820.315139877662,0,47,47,39.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,local_basis,0.0,192,2886.53620907205,5.4834373809835,269.8180571059851,3156.3542661780352,120,0,120,2.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,local_basis,0.005,192,2428.584479563041,5.029687365577342,269.8180571059851,2698.402536669026,84,0,84,2.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,local_basis,0.01,192,2017.0695600217973,4.583791143827024,269.8180571059851,2286.8876171277825,55,0,55,2.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,local_basis,0.015,192,1651.9914504483168,4.148282087262546,269.8180571059851,1921.809507554302,39,0,39,2.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,local_basis,0.02,192,1333.3501508426002,3.7268034656092457,269.8180571059851,1603.1682079485854,35,0,35,2.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,local_basis,0.03,192,835.3779815344603,2.9498905020894073,269.8180571059851,1105.1960386404453,12,1,13,2.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,local_basis,0.04,192,523.1530520973768,2.3344187626361457,269.8180571059851,792.9711092033618,10,1,11,2.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,local_basis,0.05,192,396.67536253135023,2.0327407671339284,269.8180571059851,666.4934196373354,2,1,3,11.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,local_basis,0.075,192,893.125313052156,3.050145681377633,269.8180571059851,1162.943370158141,0,13,13,28.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,local_basis,0.1,192,2550.4955127670664,5.154382755609405,269.8180571059851,2820.3135698730516,0,47,47,37.0
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,0.0,192,2889.9152242436876,5.486645932249661,277.42946417328494,3167.3446884169725,120,0,120,51.0
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,0.005,192,2431.6142741877156,5.032823795457381,277.42946417328494,2709.0437383610006,84,0,84,53.0
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,0.01,192,2019.7501340995082,4.5868359352466355,277.42946417328494,2297.179598272793,55,0,55,55.0
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,0.015,192,1654.3228039790647,4.151208162464905,277.42946417328494,1931.7522681523496,39,0,39,56.0
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,0.02,192,1335.3322838263853,3.7295725344680157,277.42946417328494,1612.7617479996702,35,0,35,56.0
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,0.03,192,836.6616734243187,2.9521561213520964,277.42946417328494,1114.0911375976036,12,1,13,57.0
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,0.04,192,523.7383028933087,2.335724153620307,277.42946417328494,801.1677670665937,10,1,11,57.0
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,0.05,192,396.5621722333556,2.032450727758024,277.42946417328494,673.9916364066405,2,1,3,61.0
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,0.075,192,891.2660200193453,3.0469691566978785,277.42946417328494,1168.6954841926304,0,13,13,62.0
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,0.1,192,2546.890116999439,5.150738334007157,277.42946417328494,2824.319581172724,0,47,47,63.0
local_bracketed_002_length_0p013m_shift_1p125,local_smooth,0.0,192,2889.7803730005257,5.486517919903492,277.42946417328494,3167.2098371738107,120,0,120,50.0
local_bracketed_002_length_0p013m_shift_1p125,local_smooth,0.005,192,2431.4909103126583,5.032696127897736,277.42946417328494,2708.9203744859433,84,0,84,52.0
local_bracketed_002_length_0p013m_shift_1p125,local_smooth,0.01,192,2019.638257592557,4.586708898174064,277.42946417328494,2297.067721765842,55,0,55,52.0
