run_id,run_kind,offset_fraction,active_nmr_rows,nmr_offset_objective,nmr_offset_rmse_normalized_residual,direct_permeability_objective,combined_offset_objective,corrected_rows_above_fixed_phi,corrected_negative_free_water_rows,corrected_nonphysical_rows,combined_offset_rank
broad_continuous_001_002_length_0p022m_shift_0p998,broad_continuous,0.01,192,2027.2595074788585,4.595354886865443,269.84272319037007,2297.1022306692284,55,0,55,53.0
broad_continuous_001_002_length_0p022m_shift_0p998,broad_continuous,0.015,192,1660.8155276646341,4.159346312403742,269.84272319037007,1930.658250855004,39,0,39,52.0
broad_continuous_001_002_length_0p022m_shift_0p998,broad_continuous,0.02,192,1340.8083578181736,3.737212025999146,269.84272319037007,1610.6510810085438,35,0,35,52.0
broad_continuous_001_002_length_0p022m_shift_0p998,broad_continuous,0.03,192,840.1044480285462,2.9582237914494156,269.84272319037007,1109.9471712189163,12,1,13,53.0
broad_continuous_001_002_length_0p022m_shift_0p998,broad_continuous,0.04,192,525.147778109975,2.338864971586055,269.84272319037007,794.990501300345,10,1,11,47.0
broad_continuous_001_002_length_0p022m_shift_0p998,broad_continuous,0.05,192,395.9383480624606,2.030851494402606,269.84272319037007,665.7810712528307,2,1,3,3.0
broad_continuous_001_002_length_0p022m_shift_0p998,broad_continuous,0.075,192,885.558947379547,3.03719811150622,269.84272319037007,1155.401670569917,0,13,13,4.0
broad_continuous_001_002_length_0p022m_shift_0p998,broad_continuous,0.1,192,2536.0997958907383,5.139815775608615,269.84272319037007,2805.9425190811085,0,47,47,6.0
broad_continuous_001_003_length_0p021m,broad_continuous,0.0,192,2899.479567405387,5.495717620154148,269.8300319778216,3169.3095993832085,120,0,120,56.0
broad_continuous_001_003_length_0p021m,broad_continuous,0.005,192,2440.1603159881342,5.0416601060440795,269.8300319778216,2709.990347965956,84,0,84,55.0
broad_continuous_001_003_length_0p021m,broad_continuous,0.01,192,2027.2778745386472,4.595375703876407,269.8300319778216,2297.1079065164686,55,0,55,54.0
broad_continuous_001_003_length_0p021m,broad_continuous,0.015,192,1660.832243056923,4.159367243364823,269.8300319778216,1930.6622750347447,39,0,39,53.0
broad_continuous_001_003_length_0p021m,broad_continuous,0.02,192,1340.8234215429632,3.737233019370418,269.8300319778216,1610.6534535207848,35,0,35,53.0
broad_continuous_001_003_length_0p021m,broad_continuous,0.03,192,840.1162084183364,2.9582444970552504,269.8300319778216,1109.946240396158,12,1,13,52.0
broad_continuous_001_003_length_0p021m,broad_continuous,0.04,192,525.156235164766,2.3388838042179394,269.8300319778216,794.9862671425876,10,1,11,46.0
broad_continuous_001_003_length_0p021m,broad_continuous,0.05,192,395.9435017822524,2.0308647116187877,269.8300319778216,665.773533760074,2,1,3,2.0
broad_continuous_001_003_length_0p021m,broad_continuous,0.075,192,885.555842761841,3.0371927875538582,269.8300319778216,1155.3858747396625,0,13,13,3.0
broad_continuous_001_003_length_0p021m,broad_continuous,0.1,192,2536.0884329355335,5.139804261163889,269.8300319778216,2805.918464913355,0,47,47,5.0
broad_continuous_loop_001_001_length_0p015m,broad_continuous,0.0,192,2891.5419845113424,5.488189957110311,269.8180571059851,3161.3600416173276,120,0,120,45.0
broad_continuous_loop_001_001_length_0p015m,broad_continuous,0.005,192,2433.0514398825417,5.034310859701634,269.8180571059851,2702.869496988527,84,0,84,45.0
broad_continuous_loop_001_001_length_0p015m,broad_continuous,0.01,192,2020.9977052215067,4.588252328435163,269.8180571059851,2290.815762327492,55,0,55,45.0
broad_continuous_loop_001_001_length_0p015m,broad_continuous,0.015,192,1655.3807805282347,4.152535345685707,269.8180571059851,1925.1988376342197,39,0,39,43.0
broad_continuous_loop_001_001_length_0p015m,broad_continuous,0.02,192,1336.200665802727,3.7307850293798857,269.8180571059851,1606.0187229087119,35,0,35,41.0
broad_continuous_loop_001_001_length_0p015m,broad_continuous,0.03,192,837.1508662550043,2.953019052341117,269.8180571059851,1106.9689233609893,12,1,13,40.0
broad_continuous_loop_001_001_length_0p015m,broad_continuous,0.04,192,523.8483065783381,2.3359694333454697,269.8180571059851,793.6663636843232,10,1,11,34.0
broad_continuous_loop_001_001_length_0p015m,broad_continuous,0.05,192,396.2929867727288,2.0317607992943603,269.8180571059851,666.1110438787139,2,1,3,7.0
broad_continuous_loop_001_001_length_0p015m,broad_continuous,0.075,192,890.0488616945777,3.0448878976603586,269.8180571059851,1159.8669188005629,0,13,13,11.0
broad_continuous_loop_001_001_length_0p015m,broad_continuous,0.1,192,2544.724985810531,5.148548527063367,269.8180571059851,2814.5430429165162,0,47,47,14.0
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous,0.0,192,2895.029384166286,5.491498528185679,270.3027163120499,3165.332100478336,120,0,120,48.0
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous,0.005,192,2436.183536114991,5.037550181837513,270.3027163120499,2706.486252427041,84,0,84,48.0
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous,0.01,192,2023.7744980314615,4.591403309936341,270.3027163120499,2294.0772143435115,55,0,55,48.0
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous,0.015,192,1657.8022699156948,4.155571398129883,270.3027163120499,1928.1049862277446,39,0,39,48.0
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous,0.02,192,1338.2668517676925,3.733668397958429,270.3027163120499,1608.5695680797423,35,0,35,48.0
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous,0.03,192,838.5064453749807,2.955408963125529,270.3027163120499,1108.8091616870306,12,1,13,47.0
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous,0.04,192,524.4932788533251,2.33740703659464,270.3027163120499,794.795995165375,10,1,11,44.0
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous,0.05,192,396.22735220272665,2.031592540868305,270.3027163120499,666.5300685147765,2,1,3,28.0
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous,0.075,192,888.2067100121027,3.0417352332661594,270.3027163120499,1158.5094263241526,0,13,13,10.0
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous,0.1,192,2541.106317015583,5.14488653605814,270.3027163120499,2811.409033327633,0,47,47,12.0
broad_continuous_loop_001_003_length_0p010m,broad_continuous,0.0,192,2887.8840715077677,5.484717471745704,269.8180571059851,3157.702128613753,120,0,120,32.0
broad_continuous_loop_001_003_length_0p010m,broad_continuous,0.005,192,2429.7948759685983,5.030940597079195,269.8180571059851,2699.6129330745835,84,0,84,31.0
broad_continuous_loop_001_003_length_0p010m,broad_continuous,0.01,192,2018.1424903971938,4.58501009904058,269.8180571059851,2287.960547503179,55,0,55,29.0
broad_continuous_loop_001_003_length_0p010m,broad_continuous,0.015,192,1652.9269147935527,4.1494564337713165,269.8180571059851,1922.7449718995376,39,0,39,29.0
broad_continuous_loop_001_003_length_0p010m,broad_continuous,0.02,192,1334.1481491576758,3.7279185283111795,269.8180571059851,1603.9662062636608,35,0,35,29.0
