run_id,run_kind,run_dir,ogs_output_count,support_cell_rows,diagnostic_rows,compared_rows,compared_output_times,outside_time_tolerance_output_times,mean_abs_time_delta_days,theta_inside_calibration_rows,ert_residual_mean_log10,ert_residual_mae_log10,ert_residual_rmse_log10,ert_residual_p50_abs_log10,ert_residual_p90_abs_log10,combined_active_objective,combined_active_component_count,direct_permeability_objective,nmr_state_objective,nmr_state_rmse,ert_mae_delta_from_reference,ert_mae_rank,combined_objective_rank
local_basis_sampler_001_basis_004_det_l_0p0015_s_1p000,local_basis,inversion_workflow/runs/local_basis_sampler_001_basis_004_det_l_0p0015_s_1p000,83,2035,162800,162800,80,3,1.350546630968318,162800,0.1573039668532944,0.254180195773908,0.2999658616045532,0.2453246570292515,0.4381918993439389,3156.361469672912,2,269.8180571059851,2886.5434125669267,5.483444223074778,-1.4210854715202004e-14,16.0,10.0
local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,local_basis,inversion_workflow/runs/local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,83,2035,162800,162800,80,3,1.350546630968318,162800,0.1573035717320095,0.2541796182834413,0.2999655432285216,0.2453245412034121,0.4381915737701618,3156.353066948979,2,269.8180571059851,2886.535009842994,5.483436241919646,-5.774904808797388e-07,8.0,1.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,local_basis,inversion_workflow/runs/local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,83,2035,162800,162800,80,3,1.350546630968318,162800,0.1573030870789704,0.2541793946766635,0.299965309911929,0.2453245140732318,0.4381913670314021,3156.3542661780352,2,269.8180571059851,2886.53620907205,5.4834373809835,-8.010972586958154e-07,6.0,2.0
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,inversion_workflow/runs/local_bracketed_001_length_0p013m_shift_0p875,83,2035,162800,162800,80,3,1.350546630968318,162800,0.1575285867191673,0.2544375319888806,0.3001069419750071,0.2456950972646949,0.4381037951342685,3167.3446884169725,2,277.42946417328494,2889.915224243688,5.486645932249661,0.0002573362149583813,47.0,51.0
local_bracketed_002_length_0p013m_shift_1p125,local_smooth,inversion_workflow/runs/local_bracketed_002_length_0p013m_shift_1p125,83,2035,162800,162800,80,3,1.350546630968318,162800,0.1574123344311089,0.254369623205581,0.3000416358504674,0.2456083825362309,0.4380694513218306,3167.2098371738107,2,277.42946417328494,2889.7803730005257,5.486517919903492,0.00018942743165878406,45.0,50.0
local_bracketed_003_length_0p031m,local_smooth,inversion_workflow/runs/local_bracketed_003_length_0p031m,83,2035,162800,162800,80,3,1.350546630968318,162800,0.1663776003885998,0.2634362231147517,0.3102634485950932,0.2517611371482275,0.4537966185424498,3219.345218679995,2,271.3861777595394,2947.959040920456,5.541471526251375,0.009256027340829476,63.0,62.0
local_refined_001_length_0p013m,local_smooth,inversion_workflow/runs/local_refined_001_length_0p013m,83,2035,162800,162800,80,3,1.350546630968318,162800,0.1574685246668358,0.2544020734693177,0.3000723422007426,0.2456637723591002,0.4380921698180833,3159.6643814648755,2,269.8180571059851,2889.8463243588903,5.486580526952871,0.0002218776953955004,46.0,40.0
local_refined_002_length_0p019m,local_smooth,inversion_workflow/runs/local_refined_002_length_0p019m,83,2035,162800,162800,80,3,1.350546630968318,162800,0.1577495996107673,0.254811621620289,0.3002758325621492,0.2461133531668038,0.4373651373520082,3164.958854077439,2,269.8180571059851,2895.1407969714537,5.4916041950526,0.0006314258463667732,55.0,47.0
lower_support_continuous_001_length_0p004m_shift_0p995,lower_support,inversion_workflow/runs/lower_support_continuous_001_length_0p004m_shift_0p995,83,2035,162800,162800,80,3,1.350546630968318,162800,0.1573057323718618,0.2541813825418108,0.2999669305323898,0.2453246288327599,0.4381917974091067,3156.3785563886977,2,269.8301710605088,2886.548385328189,5.483448946344685,1.1867678885724153e-06,18.0,14.0
lower_support_continuous_002_length_0p003m_shift_0p986,lower_support,inversion_workflow/runs/lower_support_continuous_002_length_0p003m_shift_0p986,83,2035,162800,162800,80,3,1.350546630968318,162800,0.1573088542309383,0.2541834851046106,0.2999688247868765,0.2453398536502753,0.4381916151445033,3156.4674083289515,2,269.9101487793646,2886.557259549587,5.483457375322148,3.2893306883829965e-06,21.0,18.0
