rank_by_direct_objective,candidate_id,family,shape_id,shape_description,amplitude_log10,shape_nonzero_cells,shape_mean_weight,shape_p95_weight,affected_cells,objective_support_cell_count,objective_support_cells_with_nonzero_shape,objective_support_cells_with_nonzero_applied,mean_abs_applied_log10_multiplier_objective_support,max_abs_applied_log10_multiplier_objective_support,requested_log10_multiplier_min,requested_log10_multiplier_max,applied_log10_multiplier_min,applied_log10_multiplier_max,mean_abs_applied_log10_multiplier_affected,objective_value,weighted_rmse_log10,weighted_mean_abs_log10_residual,max_abs_log10_residual,used_in_objective_rows,effective_objective_weight,direct_objective_delta_vs_active,mesh,evaluation_csv,summary_json,cap_radius_m,decay_length_m,shell_center_radius_m,shell_width_m,bedding_theta_deg,band_normal_offset_m,band_width_m,corridor_width_m,decay_along_borehole_m,execution_priority_score
1,struct_bedding_parallel_band_bed_om0p75_w0p25_a0p5,bedding_parallel_band,bed_om0p75_w0p25,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.25 m",0.5,6182,0.13365199190379945,0.8195861364876726,6182,30,1,1,1.0537861938290722e-08,1.0537861938290722e-08,5.005982481850167e-09,0.5,5.00598248189513e-09,0.5,0.1106812314059368,269.8180571059851,1.61071549171474,1.2295502506091056,3.4744237387763093,75,52.0,0.0,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_a0p5/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_a0p5/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_a0p5/permeability_fit_summary.json,,,,,144.0,-0.75,0.25,,,0.06137340615702969
2,struct_bedding_parallel_band_bed_om0p75_w0p25_a1,bedding_parallel_band,bed_om0p75_w0p25,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.25 m",1.0,6182,0.13365199190379945,0.8195861364876726,6182,30,1,1,2.107572381375284e-08,2.107572381375284e-08,1.0011964963700335e-08,1.0,1.0011965002520544e-08,1.0,0.2213624628118736,269.8180571059851,1.61071549171474,1.2295502508117566,3.4744237387763093,75,52.0,0.0,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_a1/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_a1/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_a1/permeability_fit_summary.json,,,,,144.0,-0.75,0.25,,,0.061926812314059373
3,struct_bedding_parallel_band_bed_om0p75_w0p25_a1p5,bedding_parallel_band,bed_om0p75_w0p25,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.25 m",1.5,6182,0.13365199190379945,0.8195861364876726,6182,30,1,1,3.16135857228191e-08,3.16135857228191e-08,1.5017947445550503e-08,1.5,1.5017947465443498e-08,1.5,0.3320436942178104,269.8180571059851,1.61071549171474,1.2295502510144078,3.4744237387763093,75,52.0,0.0,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_a1p5/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_a1p5/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_a1p5/permeability_fit_summary.json,,,,,144.0,-0.75,0.25,,,0.06248021847108906
4,struct_bedding_parallel_band_bed_om0p75_w0p25_a2,bedding_parallel_band,bed_om0p75_w0p25,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.25 m",2.0,6182,0.13365199190379945,0.8195861364876726,6182,30,1,1,4.215144766548947e-08,4.215144766548947e-08,2.002392992740067e-08,2.0,2.002392996709673e-08,2.0,0.4427249256237472,269.8180571059851,1.61071549171474,1.229550251217059,3.4744237387763093,75,52.0,0.0,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_a2/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_a2/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_a2/permeability_fit_summary.json,,,,,144.0,-0.75,0.25,,,0.06303362462811875
5,struct_bedding_parallel_band_bed_om0p75_w0p25_am0p5,bedding_parallel_band,bed_om0p75_w0p25,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.25 m",-0.5,6182,0.13365199190379945,0.8195861364876726,6182,30,1,1,1.0537861904686576e-08,1.0537861904686576e-08,-0.5,-5.005982481850167e-09,-0.5,-5.0059824913812186e-09,0.1106812314059368,269.8180571059851,1.61071549171474,1.2295502506091056,3.4744237387763093,75,52.0,0.0,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_am0p5/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_am0p5/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_am0p5/permeability_fit_summary.json,,,,,144.0,-0.75,0.25,,,0.06137340615702969
6,struct_bedding_parallel_band_bed_om0p75_w0p25_am1,bedding_parallel_band,bed_om0p75_w0p25,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.25 m",-1.0,6182,0.13365199190379945,0.8195861364876726,6182,30,1,1,2.1075723823985373e-08,2.1075723823985373e-08,-1.0,-1.0011964963700335e-08,-1.0,-1.001196494403215e-08,0.22136246281187363,269.8180571059851,1.61071549171474,1.2295502508117566,3.4744237387763093,75,52.0,0.0,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_am1/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_am1/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p25_am1/permeability_fit_summary.json,,,,,144.0,-0.75,0.25,,,0.061926812314059373
7,struct_bedding_parallel_band_bed_o0_w0p25_a0p5,bedding_parallel_band,bed_o0_w0p25,"bedding-parallel band using theta=144 deg, normal offset 0.00 m, width 0.25 m",0.5,7673,0.12525522176696077,0.8299746813951147,7673,30,17,17,0.0006558360493695418,0.006409052498758242,5.014958447177497e-09,0.5,5.014958441850252e-09,0.5,0.08357149847985869,269.81816625843857,1.6107158175148955,1.2297036813049107,3.4744237387763093,75,52.0,0.00010915245348996905,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_a0p5/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_a0p5/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_a0p5/permeability_fit_summary.json,,,,,144.0,0.0,0.25,,,0.06025700994588927
8,struct_bedding_parallel_band_bed_o0_w0p25_am0p5,bedding_parallel_band,bed_o0_w0p25,"bedding-parallel band using theta=144 deg, normal offset 0.00 m, width 0.25 m",-0.5,7673,0.12525522176696077,0.8299746813951147,7673,30,17,17,0.0006558360493695474,0.006409052498758179,-0.5,-5.014958447177497e-09,-0.5,-5.0149584515434526e-09,0.08357149847985869,269.8181662584386,1.610715817514896,1.2297036813049107,3.4744237387763093,75,52.0,0.00010915245354681247,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_am0p5/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_am0p5/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_am0p5/permeability_fit_summary.json,,,,,144.0,0.0,0.25,,,0.06025700994594611
9,struct_bedding_parallel_band_bed_om0p75_w0p5_a0p5,bedding_parallel_band,bed_om0p75_w0p5,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.50 m",0.5,9489,0.2676678398667738,0.9226018731876047,9489,30,26,26,0.0007211502623629256,0.005960104631881301,5.1086580114027755e-09,0.5,5.1086579940750374e-09,0.5,0.14441200402549778,269.81821841326087,1.6107159731874998,1.2297501228753553,3.4744266337861216,75,52.0,0.0001613072757891132,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_a0p5/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_a0p5/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_a0p5/permeability_fit_summary.json,,,,,144.0,-0.75,0.5,,,0.0697733672959166
10,struct_bedding_parallel_band_bed_om0p75_w0p5_am0p5,bedding_parallel_band,bed_om0p75_w0p5,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.50 m",-0.5,9489,0.2676678398667738,0.9226018731876047,9489,30,26,26,0.0007211502623629314,0.005960104631881319,-0.5,-5.1086580114027755e-09,-0.5,-5.1086580059524204e-09,0.1444120040254978,269.818218413261,1.6107159731875,1.2297501228753551,3.47442663378612,75,52.0,0.00016130727590280003,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_am0p5/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_am0p5/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_am0p5/permeability_fit_summary.json,,,,,144.0,-0.75,0.5,,,0.06977336729603029
11,struct_bedding_parallel_band_bed_o0_w0p25_am1,bedding_parallel_band,bed_o0_w0p25,"bedding-parallel band using theta=144 deg, normal offset 0.00 m, width 0.25 m",-1.0,7673,0.12525522176696077,0.8299746813951147,7673,30,17,17,0.001311672098739095,0.012818104997516393,-1.0,-1.0029916894354995e-08,-1.0,-1.0029916912780105e-08,0.16714299695971738,269.8184937157992,1.6107167949149677,1.229857112203367,3.4744237387763093,75,52.0,0.00043660981413040645,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_am1/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_am1/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_am1/permeability_fit_summary.json,,,,,144.0,0.0,0.25,,,0.061002324798929
12,struct_bedding_parallel_band_bed_o0_w0p25_a1,bedding_parallel_band,bed_o0_w0p25,"bedding-parallel band using theta=144 deg, normal offset 0.00 m, width 0.25 m",1.0,7673,0.12525522176696077,0.8299746813951147,7673,30,17,17,0.0013116720987390972,0.012818104997516363,1.0029916894354995e-08,1.0,1.0029916922223676e-08,1.0,0.16714299695971738,269.81849371579926,1.6107167949149679,1.229857112203367,3.4744237387763093,75,52.0,0.00043660981418724987,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_a1/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_a1/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_a1/permeability_fit_summary.json,,,,,144.0,0.0,0.25,,,0.061002324798985846
13,struct_bedding_parallel_band_bed_om0p75_w0p5_a1,bedding_parallel_band,bed_om0p75_w0p5,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.50 m",1.0,9489,0.2676678398667738,0.9226018731876047,9489,30,26,26,0.0014423005247258445,0.011920209263762617,1.0217316022805551e-08,1.0,1.0217316024489065e-08,1.0,0.28882400805099556,269.8187023350885,1.6107174176049166,1.229949995344256,3.474429528795932,75,52.0,0.0006452291034406699,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_a1/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_a1/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_a1/permeability_fit_summary.json,,,,,144.0,-0.75,0.5,,,0.07097934914369564
14,struct_bedding_parallel_band_bed_om0p75_w0p5_am1,bedding_parallel_band,bed_om0p75_w0p5,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.50 m",-1.0,9489,0.2676678398667738,0.9226018731876047,9489,30,26,26,0.0014423005247258531,0.011920209263762598,-1.0,-1.0217316022805551e-08,-1.0,-1.0217316023782223e-08,0.28882400805099556,269.8187023350886,1.6107174176049166,1.229949995344256,3.4744295287959304,75,52.0,0.0006452291034975133,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_am1/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_am1/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_am1/permeability_fit_summary.json,,,,,144.0,-0.75,0.5,,,0.07097934914375248
15,struct_bedding_parallel_band_bed_o0_w0p25_a1p5,bedding_parallel_band,bed_o0_w0p25,"bedding-parallel band using theta=144 deg, normal offset 0.00 m, width 0.25 m",1.5,7673,0.12525522176696077,0.8299746813951147,7673,30,17,17,0.0019675081481086566,0.01922715749627457,1.5044875341532492e-08,1.5,1.5044875344687528e-08,1.5,0.250714495439576,269.819039478067,1.6107184239137702,1.2300105431018233,3.4744237387763093,75,52.0,0.0009823720819213122,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_a1p5/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_a1p5/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_a1p5/permeability_fit_summary.json,,,,,144.0,0.0,0.25,,,0.061965944559119204
16,struct_bedding_parallel_band_bed_om0p75_w0p5_a1p5,bedding_parallel_band,bed_om0p75_w0p5,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.50 m",1.5,9489,0.2676678398667738,0.9226018731876047,9489,30,26,26,0.002163450787088789,0.017880313895643932,1.5325974034208325e-08,1.5,1.532597399480934e-08,1.5,0.4332360120764934,269.819508871468,1.6107198249643995,1.230149867813157,3.4744324238057427,75,52.0,0.0014517654828978266,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_a1p5/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_a1p5/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_a1p5/permeability_fit_summary.json,,,,,144.0,-0.75,0.5,,,0.0725079455432803
17,struct_bedding_parallel_band_bed_o0_w0p25_a2,bedding_parallel_band,bed_o0_w0p25,"bedding-parallel band using theta=144 deg, normal offset 0.00 m, width 0.25 m",2.0,7673,0.12525522176696077,0.8299746813951147,7673,30,17,17,0.0026233441974782075,0.025636209995032796,2.005983378870999e-08,2.0,2.0059833805674547e-08,2.0,0.33428599391943475,269.81980354524177,1.6107207045093253,1.2301639740002797,3.4744237387763093,75,52.0,0.001746439256692156,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_a2/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_a2/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_o0_w0p25_a2/permeability_fit_summary.json,,,,,144.0,0.0,0.25,,,0.06314786922628933
18,struct_bedding_parallel_band_bed_om0p75_w0p5_a2,bedding_parallel_band,bed_om0p75_w0p5,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.50 m",2.0,9489,0.2676678398667738,0.9226018731876047,9489,30,26,26,0.0028846010494517045,0.023840418527525237,2.0434632045611102e-08,2.0,2.0434632001468595e-08,2.0,0.5776480161019911,269.8206380223991,1.610723195261631,1.230349740282058,3.4744353188155532,75,52.0,0.0025809164140468965,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_a2/bulk_w_projections.vtu,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_a2/permeability_fit_evaluation.csv,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/structural_edz_field_family_plan/struct_bedding_parallel_band_bed_om0p75_w0p5_a2/permeability_fit_summary.json,,,,,144.0,-0.75,0.5,,,0.07435915649455685
19,struct_central_edz_shell_shell_r0p85_w0p15_a0p5,central_edz_shell,shell_r0p85_w0p15,annular central EDZ shell centred at r = 0.85 m with width 0.15 m,0.5,6573,0.05928079616125961,0.3285201264624613,6573,30,11,11,0.00472623341268806,0.03533556870456891,5.178229345417138e-09,0.5,5.17822930189283e-09,0.5,0.04617192088050639,269.82123832556573,1.6107249870476557,1.2302392827965005,3.4744237387763093,75,52.0,0.00318121958065376,,,,,,0.85,0.15,,,,,,0.0581420791850563
20,struct_central_edz_shell_shell_r0p85_w0p15_am0p5,central_edz_shell,shell_r0p85_w0p15,annular central EDZ shell centred at r = 0.85 m with width 0.15 m,-0.5,6573,0.05928079616125961,0.3285201264624613,6573,30,11,11,0.00472623341268807,0.035335568704568915,-0.5,-5.178229345417138e-09,-0.5,-5.178229363634483e-09,0.04617192088050639,269.82123832556573,1.6107249870476557,1.2302392827965005,3.4744237387763093,75,52.0,0.00318121958065376,,,,,,0.85,0.15,,,,,,0.0581420791850563
21,struct_central_edz_shell_shell_r0p85_w0p15_a1,central_edz_shell,shell_r0p85_w0p15,annular central EDZ shell centred at r = 0.85 m with width 0.15 m,1.0,6573,0.05928079616125961,0.3285201264624613,6573,30,11,11,0.009452466825376149,0.07067113740913782,1.0356458690834276e-08,1.0,1.0356458734909498e-08,1.0,0.09234384176101278,269.83078198430775,1.6107534727105552,1.2309283151865469,3.4744237387763093,75,52.0,0.012724878322671884,,,,,,0.85,0.15,,,,,,0.06791659753147697
22,struct_central_edz_shell_shell_r0p85_w0p15_am1,central_edz_shell,shell_r0p85_w0p15,annular central EDZ shell centred at r = 0.85 m with width 0.15 m,-1.0,6573,0.05928079616125961,0.3285201264624613,6573,30,11,11,0.009452466825376135,0.07067113740913783,-1.0,-1.0356458690834276e-08,-1.0,-1.035645869257787e-08,0.09234384176101278,269.8307819843078,1.6107534727105552,1.2309283151865469,3.4744237387763093,75,52.0,0.012724878322728728,,,,,,0.85,0.15,,,,,,0.06791659753153381
23,struct_central_edz_shell_shell_r0p85_w0p15_a1p5,central_edz_shell,shell_r0p85_w0p15,annular central EDZ shell centred at r = 0.85 m with width 0.15 m,1.5,6573,0.05928079616125961,0.3285201264624613,6573,30,11,11,0.014178700238064225,0.10600670611370679,1.5534688036251415e-08,1.5,1.5534688009751768e-08,1.5,0.1385157626415192,269.8466880822112,1.6108009476959542,1.231617347576593,3.4744237387763093,75,52.0,0.028630976226111216,,,,,,0.85,0.15,,,,,,0.08405355503931883
24,struct_bedding_parallel_band_bed_om0p75_w0p75_am0p5,bedding_parallel_band,bed_om0p75_w0p75,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.75 m",-0.5,10030,0.372109714613436,0.9506934333700885,10030,30,30,30,0.014807365100240158,0.06925916624990085,-0.5,-5.029931532767004e-09,-0.5,-5.02993151607341e-09,0.1899317730771172,269.86502082097974,1.6108556637490825,1.2333287027749753,3.487574593437401,75,52.0,0.04696371499466068,,,,,,,,144.0,-0.75,0.75,,,0.1182133738600463
25,struct_bedding_parallel_band_bed_om0p75_w0p75_a0p5,bedding_parallel_band,bed_om0p75_w0p75,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.75 m",0.5,10030,0.372109714613436,0.9506934333700885,10030,30,30,30,0.014807365100240156,0.06925916624990083,5.029931532767004e-09,0.5,5.029931554250267e-09,0.5,0.1899317730771172,269.8650208209798,1.6108556637490827,1.2333287027749753,3.487574593437401,75,52.0,0.04696371499471752,,,,,,,,144.0,-0.75,0.75,,,0.11821337386010314
26,struct_central_edz_shell_shell_r0p85_w0p15_a2,central_edz_shell,shell_r0p85_w0p15,annular central EDZ shell centred at r = 0.85 m with width 0.15 m,2.0,6573,0.05928079616125961,0.3285201264624613,6573,30,11,11,0.018904933650752284,0.1413422748182757,2.071291738166855e-08,2.0,2.0712917415717873e-08,2.0,0.18468768352202555,269.868956619276,1.6108674103249108,1.2323063799666394,3.4744237387763093,75,52.0,0.05089951329091491,,,,,,0.85,0.15,,,,,,0.10655295170852505
27,struct_bedding_parallel_band_bed_om0p75_w0p75_am1,bedding_parallel_band,bed_om0p75_w0p75,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.75 m",-1.0,10030,0.372109714613436,0.9506934333700885,10030,30,30,30,0.029614730200480312,0.13851833249980167,-1.0,-1.0059863065534007e-08,-1.0,-1.0059863042186335e-08,0.3798635461542344,270.00591196596383,1.6112761066870016,1.237107155143496,3.5236041933788265,75,52.0,0.1878548599787564,,,,,,,,144.0,-0.75,0.75,,,0.26005417770952755
28,struct_bedding_parallel_band_bed_om0p75_w0p75_a1,bedding_parallel_band,bed_om0p75_w0p75,"bedding-parallel band using theta=144 deg, normal offset -0.75 m, width 0.75 m",1.0,10030,0.372109714613436,0.9506934333700885,10030,30,30,30,0.0296147302004803,0.13851833249980167,1.0059863065534007e-08,1.0,1.0059863050244644e-08,1.0,0.37986354615423445,270.0059119659639,1.6112761066870016,1.2371071551434958,3.52360419337883,75,52.0,0.18785485997881324,,,,,,,,144.0,-0.75,0.75,,,0.2600541777095844
29,struct_bedding_parallel_band_bed_o0_w0p5_a0p5,bedding_parallel_band,bed_o0_w0p5,"bedding-parallel band using theta=144 deg, normal offset 0.00 m, width 0.50 m",0.5,9603,0.2524597443813288,0.921387097591581,9603,30,29,29,0.030261150673957956,0.16509954280355996,5.083493974430363e-09,0.5,5.0834939655633555e-09,0.5,0.13458998868689084,270.0400500449831,1.6113779639613488,1.2374584270615654,3.5286393379460996,75,52.0,0.22199293899802797,,,,,,,,144.0,0.0,0.5,,,0.28969588894146237
30,struct_bedding_parallel_band_bed_o0_w0p5_am0p5,bedding_parallel_band,bed_o0_w0p5,"bedding-parallel band using theta=144 deg, normal offset 0.00 m, width 0.50 m",-0.5,9603,0.2524597443813288,0.921387097591581,9603,30,29,29,0.03026115067395795,0.16509954280355993,-0.5,-5.083493974430363e-09,-0.5,-5.083493976850181e-09,0.13458998868689084,270.0400500449831,1.6113779639613488,1.2374584270615652,3.528639337946096,75,52.0,0.22199293899802797,,,,,,,,144.0,0.0,0.5,,,0.28969588894146237
