rank_by_direct_objective,candidate_id,family,shape_id,shape_description,amplitude_log10,shape_nonzero_cells,shape_mean_weight,shape_p95_weight,affected_cells,objective_support_cell_count,objective_support_cells_with_nonzero_shape,objective_support_cells_with_nonzero_applied,mean_abs_applied_log10_multiplier_objective_support,max_abs_applied_log10_multiplier_objective_support,requested_log10_multiplier_min,requested_log10_multiplier_max,applied_log10_multiplier_min,applied_log10_multiplier_max,mean_abs_applied_log10_multiplier_affected,objective_value,weighted_rmse_log10,weighted_mean_abs_log10_residual,max_abs_log10_residual,used_in_objective_rows,effective_objective_weight,direct_objective_delta_vs_active,mesh,evaluation_csv,summary_json,cap_radius_m,decay_length_m,shell_center_radius_m,shell_width_m,bedding_theta_deg,band_normal_offset_m,band_width_m,corridor_width_m,decay_along_borehole_m,execution_priority_score
211,struct_open_twin_depth_decay_corridor_open_decay_w0p12_d0p9_a2,open_twin_depth_decay_corridor,open_decay_w0p12_d0p9,open-twin corridor around BCD-A32/A33 with width 0.12 m and decay along borehole distance 0.90 m,2.0,2970,0.03791999788320335,0.29671912984747845,2970,30,30,30,0.8651330023271392,1.8194097016216912,2.0154960572241792e-08,2.0,2.015496055923765e-08,2.0,0.2614560982296105,367.2952504510795,1.8792778135473076,1.4815586029770118,4.6037834191672005,75,52.0,97.4771933450944,,,,,,,,,,,0.12,0.9,97.47820062558556
212,struct_open_twin_depth_decay_corridor_open_decay_w0p25_d0p9_a2,open_twin_depth_decay_corridor,open_decay_w0p25_d0p9,open-twin corridor around BCD-A32/A33 with width 0.25 m and decay along borehole distance 0.90 m,2.0,5792,0.08661898860263488,0.6264330878876757,5792,30,30,30,0.8694381252791208,1.8090418610195151,2.0058906807488583e-08,2.0,2.005890679772377e-08,2.0,0.3062471768999926,367.6629752950517,1.8802183161267667,1.482285997326414,4.614225322906606,75,52.0,97.84491818906662,,,,,,,,,,,0.25,0.9,97.87436942495111
213,struct_open_twin_broad_corridor_open_corridor_w0p12_a1,open_twin_broad_corridor,open_corridor_w0p12,"broad corridor around mapped BCD-A32/A33 open-twin pulse-test lines, width 0.12 m",1.0,2996,0.053053249654051275,0.489416968023286,2996,30,30,30,0.9753678451138813,1.0,1.0183042955637169e-08,1.0,1.0183042959238005e-08,1.0,0.18131249105735345,368.2273403704639,1.8816608364851921,1.5531745346706292,4.4426072566510335,75,52.0,98.4092832644788,,,,,,,,,,,0.12,,98.41014982693409
214,struct_open_twin_broad_corridor_open_corridor_w0p12_am1,open_twin_broad_corridor,open_corridor_w0p12,"broad corridor around mapped BCD-A32/A33 open-twin pulse-test lines, width 0.12 m",-1.0,2996,0.053053249654051275,0.489416968023286,2996,30,30,30,0.9753678451138813,1.0,-1.0,-1.0183042955637169e-08,-1.0,-1.0183042956921236e-08,0.18131249105735345,368.227340370464,1.8816608364851923,1.5531745346706292,4.4426072566510335,75,52.0,98.40928326447892,,,,,,,,,,,0.12,,98.4101498269342
215,struct_open_twin_broad_corridor_open_corridor_w0p25_a1,open_twin_broad_corridor,open_corridor_w0p25,"broad corridor around mapped BCD-A32/A33 open-twin pulse-test lines, width 0.25 m",1.0,5827,0.11685024564208521,0.848207339825119,5827,30,30,30,0.9941007680157213,1.0,1.0016491240748923e-08,1.0,1.0016491266245935e-08,1.0,0.20532515275944924,372.4213532273759,1.8923463082277594,1.5651860868213772,4.467001751547482,75,52.0,102.60329612139083,,,,,,,,,,,0.25,,102.63259274715462
216,struct_open_twin_broad_corridor_open_corridor_w0p25_am1,open_twin_broad_corridor,open_corridor_w0p25,"broad corridor around mapped BCD-A32/A33 open-twin pulse-test lines, width 0.25 m",-1.0,5827,0.11685024564208521,0.848207339825119,5827,30,30,30,0.9941007680157213,1.0,-1.0,-1.0016491240748923e-08,-1.0,-1.0016491256182656e-08,0.20532515275944924,372.4213532273759,1.8923463082277594,1.565186086821377,4.467001751547482,75,52.0,102.60329612139083,,,,,,,,,,,0.25,,102.63259274715462
217,struct_open_twin_broad_corridor_open_corridor_w0p5_a1,open_twin_broad_corridor,open_corridor_w0p5,"broad corridor around mapped BCD-A32/A33 open-twin pulse-test lines, width 0.50 m",1.0,9353,0.24614459053244722,0.9596779257830489,9353,30,30,30,0.9985120539944455,1.0,1.0036168360164936e-08,1.0,1.0036168367746682e-08,1.0,0.2694616125801056,373.46220275003134,1.8949888439646028,1.5680613644298507,4.472563055192964,75,52.0,103.64414564404626,,,,,,,,,,,0.5,,103.70902295210917
218,struct_open_twin_broad_corridor_open_corridor_w0p5_am1,open_twin_broad_corridor,open_corridor_w0p5,"broad corridor around mapped BCD-A32/A33 open-twin pulse-test lines, width 0.50 m",-1.0,9353,0.24614459053244722,0.9596779257830489,9353,30,30,30,0.9985120539944455,1.0,-1.0,-1.0036168360164936e-08,-1.0,-1.003616835859195e-08,0.2694616125801056,373.4622027500314,1.8949888439646028,1.5680613644298502,4.472563055192964,75,52.0,103.64414564404632,,,,,,,,,,,0.5,,103.70902295210922
219,struct_bedding_parallel_band_bed_o0p75_w0p5_a2,bedding_parallel_band,bed_o0p75_w0p5,"bedding-parallel band using theta=144 deg, normal offset 0.75 m, width 0.50 m",2.0,9490,0.2720091013230711,0.9303327933705999,9490,30,30,30,0.8307023144174669,1.9663012064791001,2.0381958205817998e-08,2.0,2.038195821976752e-08,2.0,0.5869549396094679,376.7994772676009,1.9034368644123332,1.4946034769194552,5.1459684295909405,75,52.0,106.9814201616158,,,,,,,,144.0,0.75,0.5,,,107.04925493631384
220,struct_central_edz_cap_decay_cap_r1p3_d0p8_a2,central_edz_cap_decay,cap_r1p3_d0p8,central EDZ cap with full weight inside r <= 1.30 m and exponential decay length 0.80 m,2.0,10239,0.6418133597110091,1.0,10239,30,30,30,0.9008098552954408,2.0,0.0021416825933552063,2.0,0.0021416825933551903,2.0,1.2836244554439495,378.58725868132484,1.9079470911702574,1.501194211965833,4.704227763699183,75,52.0,108.76920157533976,,,,1.3,0.8,,,,,,,,108.84800969761699
221,struct_central_edz_shell_shell_r1p45_w0p3_a2,central_edz_shell,shell_r1p45_w0p3,annular central EDZ shell centred at r = 1.45 m with width 0.30 m,2.0,8996,0.5688783814322107,0.9963681459089744,8996,30,26,26,0.8426363061879474,1.999955086508561,2.016731965605018e-08,2.0,2.0167319668773494e-08,2.0,1.294946937971889,380.8982742418022,1.9137615855093275,1.4933017974057547,4.963910540857196,75,52.0,111.08021713581712,,,,,,1.45,0.3,,,,,,111.15065187050699
222,struct_central_edz_cap_decay_cap_r1p5_d0p4_a2,central_edz_cap_decay,cap_r1p5_d0p4,central EDZ cap with full weight inside r <= 1.50 m and exponential decay length 0.40 m,2.0,10239,0.6438031774325996,1.0,10239,30,30,30,0.8120928303508752,2.0,3.781180932266352e-06,2.0,3.781180932278715e-06,2.0,1.2876063548651993,382.3870948851107,1.9174981067213366,1.5088303159351792,4.745143344737986,75,52.0,112.56903777912561,,,,1.5,0.4,,,,,,,,112.64786581089993
223,struct_open_twin_depth_decay_corridor_open_decay_w0p12_d1p5_a2,open_twin_depth_decay_corridor,open_decay_w0p12_d1p5,open-twin corridor around BCD-A32/A33 with width 0.12 m and decay along borehole distance 1.50 m,2.0,2982,0.0422423301105384,0.34570552456715803,2982,30,30,30,1.1335714525648077,1.8944414258862396,2.0044412816322642e-08,2.0,2.004441286013792e-08,2.0,0.28999024360181824,417.20836287345946,2.002902612156483,1.575416140555576,4.880840275106884,75,52.0,147.3903057674744,,,,,,,,,,,0.12,1.5,147.3915757186924
224,struct_open_twin_depth_decay_corridor_open_decay_w0p5_d1p5_a2,open_twin_depth_decay_corridor,open_decay_w0p5_d1p5,open-twin corridor around BCD-A32/A33 with width 0.50 m and decay along borehole distance 1.50 m,2.0,9334,0.20686838513220193,0.8450000635495911,9334,30,30,30,1.13931088372644,1.8737442282196606,2.0151974784902484e-08,2.0,2.0151974808674262e-08,2.0,0.4538217042447636,417.59690891843985,2.0038350464662846,1.5766817842905911,4.890966282023811,75,52.0,147.77885181245477,,,,,,,,,,,0.5,1.5,147.84446092097602
225,struct_open_twin_depth_decay_corridor_open_decay_w0p25_d1p5_a2,open_twin_depth_decay_corridor,open_decay_w0p25_d1p5,open-twin corridor around BCD-A32/A33 with width 0.25 m and decay along borehole distance 1.50 m,2.0,5805,0.09493632999058783,0.6818894567859304,5805,30,30,30,1.1422210930067294,1.8844229107810984,2.0390853774657956e-08,2.0,2.039085375449792e-08,2.0,0.3348527754952588,418.55271220671256,2.0061269425636876,1.5782381039616094,4.894387785637303,75,52.0,148.73465510072748,,,,,,,,,,,0.25,1.5,148.76437936460496
226,struct_bedding_parallel_band_bed_o0p75_w0p75_a2,bedding_parallel_band,bed_o0p75_w0p75,"bedding-parallel band using theta=144 deg, normal offset 0.75 m, width 0.75 m",2.0,10030,0.3763427086484103,0.9526193555113254,10030,30,30,30,1.080489307583216,1.9652135589774202,2.005817578133437e-08,2.0,2.0058175741105137e-08,2.0,0.7683623085601154,420.0524480021249,2.00971785237985,1.5701652452431811,5.214012211873101,75,52.0,150.23439089613981,,,,,,,,144.0,0.75,0.75,,,150.30853270768262
227,struct_central_edz_cap_decay_cap_r1p5_d0p8_a2,central_edz_cap_decay,cap_r1p5_d0p8,central EDZ cap with full weight inside r <= 1.50 m and exponential decay length 0.80 m,2.0,10239,0.7161208496677735,1.0,10239,30,30,30,1.0955715586373893,2.0,0.0027499748843458015,2.0,0.0027499748843457994,2.0,1.4322070198993981,424.81508880137096,2.0210790358726576,1.5743309943615054,5.060021509483704,75,52.0,154.99703169538589,,,,1.5,0.8,,,,,,,,155.0765827304854
228,struct_central_edz_shell_shell_r1p45_w0p5_a2,central_edz_shell,shell_r1p45_w0p5,annular central EDZ shell centred at r = 1.45 m with width 0.50 m,2.0,9770,0.6763907796264227,0.9986910098754374,9770,30,30,30,1.0356699751975456,1.9999838310268887,2.0424110637092036e-08,2.0,2.042411061070695e-08,2.0,1.4176628271715657,425.74607844528373,2.023292438759932,1.5742484745814003,5.260116299911084,75,52.0,155.92802133929865,,,,,,1.45,0.5,,,,,,156.00280965343453
229,struct_open_twin_broad_corridor_open_corridor_w0p12_a1p5,open_twin_broad_corridor,open_corridor_w0p12,"broad corridor around mapped BCD-A32/A33 open-twin pulse-test lines, width 0.12 m",1.5,2996,0.053053249654051275,0.489416968023286,2996,30,30,30,1.4514966938953744,1.5,1.5274564433455753e-08,1.5,1.527456444575284e-08,1.5,0.2718530315749276,487.5818766678735,2.1652453153517337,1.7776162893461953,4.926699015588396,75,52.0,217.7638195618884,,,,,,,,,,,0.12,,217.76513882704626
230,struct_open_twin_broad_corridor_open_corridor_w0p25_a1p5,open_twin_broad_corridor,open_corridor_w0p25,"broad corridor around mapped BCD-A32/A33 open-twin pulse-test lines, width 0.25 m",1.5,5827,0.11685024564208521,0.848207339825119,5827,30,30,30,1.4793918834320399,1.5,1.5024736861123386e-08,1.5,1.502473690916968e-08,1.5,0.3079271871694216,496.9451356806091,2.1859365526733727,1.7960970017988618,4.963290757933068,75,52.0,227.12707857462402,,,,,,,,,,,0.25,,227.15688821055986
231,struct_open_twin_broad_corridor_open_corridor_w0p5_a1p5,open_twin_broad_corridor,open_corridor_w0p5,"broad corridor around mapped BCD-A32/A33 open-twin pulse-test lines, width 0.50 m",1.5,9353,0.24614459053244722,0.9596779257830489,9353,30,30,30,1.4859628489533923,1.5,1.5054252540247406e-08,1.5,1.505425256108009e-08,1.5,0.40415455326969346,499.2705129447005,2.191044958252491,1.8005142229126025,4.971632713401291,75,52.0,229.45245583871542,,,,,,,,,,,0.5,,229.51800661148175
232,struct_open_twin_broad_corridor_open_corridor_w0p12_a2,open_twin_broad_corridor,open_corridor_w0p12,"broad corridor around mapped BCD-A32/A33 open-twin pulse-test lines, width 0.12 m",2.0,2996,0.053053249654051275,0.489416968023286,2996,30,30,30,1.9226024460559308,2.0,2.0366085911274337e-08,2.0,2.0366085872576406e-08,2.0,0.36234327406225203,652.8722618916843,2.505517492017299,2.06673104348251,5.41361350852314,75,52.0,383.0542047856992,,,,,,,,,,,0.12,,383.05597650206954
233,struct_open_twin_broad_corridor_open_corridor_w0p25_a2,open_twin_broad_corridor,open_corridor_w0p25,"broad corridor around mapped BCD-A32/A33 open-twin pulse-test lines, width 0.25 m",2.0,5827,0.11685024564208521,0.848207339825119,5827,30,30,30,1.9597960321048185,2.0,2.0032982481497847e-08,2.0,2.0032982494338777e-08,2.0,0.4105040612906852,669.518055692103,2.5372571041232828,2.095126944302101,5.459579764318654,75,52.0,399.6999985861179,,,,,,,,,,,0.25,,399.73032110642436
234,struct_open_twin_broad_corridor_open_corridor_w0p5_a2,open_twin_broad_corridor,open_corridor_w0p5,"broad corridor around mapped BCD-A32/A33 open-twin pulse-test lines, width 0.50 m",2.0,9353,0.24614459053244722,0.9596779257830489,9353,30,30,30,1.9685573194666213,2.0,2.0072336720329872e-08,2.0,2.0072336696431717e-08,2.0,0.538831917167517,673.6520597171545,2.5450783192519806,2.101869278089531,5.470702371609617,75,52.0,403.83400261116947,,,,,,,,,,,0.5,,403.9002267707553
