cell_id,material_id,centroid_x,centroid_y,radial_distance_from_origin_m,within_approx_1p5m_center_support,current_log10_k_geom_m2,ert_ready_support_lookup_count,inside_ert_ready_support_cells,bcdma32_nearest_distance_m,bcdma32_distance_along_m,bcdma33_nearest_distance_m,bcdma33_distance_along_m
2724,1,-0.6649646886471267,0.9647807543468034,1.1717422673547102,True,-19.255790350783908,1,True,1.4017831117188313,0.0,2.24718150008569,0.0
2725,1,-0.6758207910741868,0.9548386913254355,1.1698079620605297,True,-19.25060389607905,0,False,1.3891419810059709,0.0,2.243287905638025,0.0
2726,1,0.9265040922230653,-0.6680998546452308,1.142264088852952,True,-19.041356809896158,0,False,2.0188079539741706,0.0,0.6816323918236387,0.0
2727,1,1.2058322434025948,-0.37732357104666986,1.2634890092504745,True,-19.367817554841476,1,True,2.277017070646589,0.0,1.078046375935595,0.0
2728,1,0.9187124151191087,-0.6585293726622681,1.1303510235112568,True,-19.042426607646025,0,False,2.009734415430396,0.0,0.6803938700519294,0.0
2729,1,-1.1605386426434117,-0.2803262679406188,1.1939148870694793,True,-18.876189126257835,1,True,0.1176601058055135,0.05880155201945048,1.6935489489979603,0.0
2730,1,1.1077811072093684,0.5979427535879561,1.2588544467325686,True,-19.525631914512587,1,True,2.3870733320993094,0.0,1.8013172443154868,0.0
2731,1,0.6665312881299127,-1.07945459072648,1.268655261092072,True,-18.9063020855945,0,False,1.8743815310471648,0.0,0.28094667959650077,0.14296814302610023
2732,1,-0.8768194369844848,1.0137515087069326,1.3403374375430133,True,-19.343844570179446,0,False,1.4041220693604861,0.0,2.3927024810966757,0.0
2733,1,-0.8146420220920718,1.0614600611512883,1.3380355322552375,True,-19.36666417776716,1,True,1.4610128842023702,0.0,2.402891247211041,0.0
2734,1,1.0468656974002883,0.6756323209590033,1.245956187639775,True,-19.488218721839182,1,True,2.3651349157717045,0.0,1.8484762851184133,0.0
2735,1,0.13239160285176732,-1.2182628464142466,1.2254353917930567,True,-18.963440560995732,0,False,1.4685253268767495,0.0,0.26894811061309526,0.09618508053056628
2736,1,0.12906947490246437,-1.23414199347794,1.2408728337010613,True,-18.971679825856853,0,False,1.4749761663959635,0.0,0.27736336065923217,0.11005473850194218
2737,1,-0.21411928727672033,-1.3184709569069517,1.3357442619719628,True,-19.00408815976982,1,True,1.273265735508626,0.0,0.6290593810963069,0.07541646822443955
2738,1,0.13667017590062167,-1.3335485994040033,1.3405337011627443,True,-19.021962286419246,0,False,1.540837454463619,0.0,0.30326394217493124,0.20632832695979225
2739,1,-0.6304108777315498,-1.09870762810214,1.2667187244262608,True,-18.934556551702407,0,False,0.8457870511047438,0.0,0.986301246441754,0.0
2740,1,1.1897534607955684,0.6163366020229177,1.339919439544105,True,-19.51775468885543,0,False,2.4694670088941004,0.0,1.8535268072542703,0.0
2741,1,-0.45074032988898627,1.1263739517189233,1.2132127282959635,True,-19.314819591303674,0,False,1.62623570934075,0.0,2.3092301598087714,0.0
2742,1,0.6475893435536575,-1.0117693961629295,1.2012698568165923,True,-18.88386872127976,0,False,1.8322945486926818,0.0,0.2855995477283215,0.07283659773025324
2743,1,1.3146023131656082,0.184021744525836,1.3274197694168561,True,-19.628398080933007,0,False,2.4508285387549975,0.0,1.5544322514669122,0.0
2744,1,1.2638134458469767,-0.441824199356148,1.338817780372038,True,-19.339082967391676,0,False,2.3359019596309847,0.0,1.0877703025788676,0.0
2745,1,1.1206353508785067,0.4215044439358233,1.1972842544259243,True,-19.588748887324286,0,False,2.332691597352934,0.0,1.6486662587855936,0.0
2746,1,1.103515545937,0.42381349110111916,1.1821017026313574,True,-19.58582363381813,0,False,2.3174098324635857,0.0,1.6428301717092986,0.0
2747,1,1.112625736559978,0.43066777198056566,1.1930677933287523,True,-19.585312904339265,0,False,2.328329479130719,0.0,1.6530933147024318,0.0
2748,1,1.1115251602555267,0.41465016305637664,1.1863485742410425,True,-19.589262897688545,0,False,2.3217880898980963,0.0,1.6383691820357567,0.0
2749,1,0.7588813425959843,-0.9762757266894654,1.2365335364086683,True,-18.90462714129601,0,False,1.9257335260343882,0.0,0.4023604462519674,0.07638655540319236
2750,1,1.2778640691118965,-0.4013545034208037,1.3394110707857292,True,-19.371834970935783,1,True,2.3491766244151564,0.0,1.1220101809463119,0.0
2751,1,1.1429784083889132,0.35325946729897567,1.1963243261254906,True,-19.606559278764326,0,False,2.3314336434068266,0.0,1.599466824822816,0.0
