measurement,workbook,sheet,max_row,max_column,non_empty_cells,first_non_empty_row,first_non_empty_values,date_range,numeric_summary,keywords
taupe_tdr,cda_knowledge_base/measurements/taupe_tdr/source_files/Coordinates_NMR_Taupe_characborehole.xlsx,Tabelle1,39,8,255,1,Original Koordinaten | BGR Model Koordinaten,,"C2: n=35, min=2.579e+06, max=2.579e+06; C3: n=35, min=1.247e+06, max=1.247e+06; C4: n=35, min=507.711, max=514.328; C6: n=35, min=-10.2324, max=13.0348; C7: n=35, min=5.77969, max=11.6326; C8: n=35, min=-4.22899, max=2.38801",NMR; CD-A
taupe_tdr,cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,213,9,1491,1,Datum | MV EDZ 0-50 | MV EDZ 0-10 | MV EDZ 10-20 | MV EDZ 20-30 | MV EDZ 30-40 | MV EDZ 40-50,2019-12-01T00:00:00 to 2025-10-10T00:00:00 (n=212),"C2: n=212, min=10.1804, max=10.2588; C3: n=212, min=10.0765, max=10.1931; C4: n=212, min=10.1023, max=10.2138; C5: n=212, min=10.1438, max=10.2486; C6: n=212, min=10.199, max=10.2864; C7: n=212, min=10.3205, max=10.4571",
taupe_tdr,cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A4,213,7,1491,1,Datum | MV EDZ 0-50 | MV EDZ 0-10 | MV EDZ 10-20 | MV EDZ 20-30 | MV EDZ 30-40 | MV EDZ 40-50,2019-12-01T00:00:00 to 2025-10-10T00:00:00 (n=212),"C2: n=212, min=10.2198, max=10.2661; C3: n=212, min=10.1701, max=10.2875; C4: n=212, min=10.1985, max=10.2746; C5: n=212, min=10.1942, max=10.3181; C6: n=212, min=10.2465, max=10.3574; C7: n=212, min=10.2463, max=10.407",
taupe_tdr,cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A7,213,7,1491,1,Datum | MV EDZ 0-50 | MV EDZ 0-10 | MV EDZ 10-20 | MV EDZ 20-30 | MV EDZ 30-40 | MV EDZ 40-50,2019-12-01T00:00:00 to 2025-10-10T00:00:00 (n=212),"C2: n=212, min=10.2676, max=10.7081; C3: n=212, min=10.1542, max=10.5672; C4: n=212, min=10.2896, max=10.7126; C5: n=212, min=10.3659, max=10.8617; C6: n=212, min=10.3823, max=10.8947; C7: n=212, min=10.4261, max=11.0044",
taupe_tdr,cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A8,213,7,1491,1,Datum | MV EDZ 0-50 | MV EDZ 0-10 | MV EDZ 10-20 | MV EDZ 20-30 | MV EDZ 30-40 | MV EDZ 40-50,2019-12-01T00:00:00 to 2025-10-10T00:00:00 (n=212),"C2: n=212, min=9.97487, max=10.2166; C3: n=212, min=9.87127, max=10.1692; C4: n=212, min=10.001, max=10.2454; C5: n=212, min=10.036, max=10.251; C6: n=212, min=10.0348, max=10.2635; C7: n=212, min=10.0205, max=10.2252",
