--- Sheet: A3 ---
Datum	MV EDZ 0-50	MV EDZ 0-10	MV EDZ 10-20	MV EDZ 20-30	MV EDZ 30-40	MV EDZ 40-50
2019-12-31T00:00:00	9.997305854984646	9.924259228123104	10.024474929743349	10.052369856639011	10.083535031996862	10.031891897743971
2020-01-10T00:00:00	9.999445779814252	9.920170870736738	10.031498818586325	10.055938979572893	10.081719876480335	10.035416309272895
2020-01-20T00:00:00	10.004655158428974	9.93412059989996	10.022723792243351	10.063997789231985	10.086261391304713	10.044261181070418
2020-01-31T00:00:00	10.016054030982305	9.939077393226407	10.031498818586325	10.08386196536835	10.108228910395622	10.059408419737771
2020-02-10T03:00:00	10.030809885408033	9.96285984799397	10.056772887981989	10.084316143441697	10.118853701826406	10.07786004173674
2020-02-20T00:00:00	10.014277115415512	9.950919533187669	10.040543395820313	10.057950010629197	10.087398658569692	10.045370189451098
2020-02-29T00:00:00	10.01868446242026	9.95698216211587	10.039879875120416	10.065344731509878	10.093096326247895	10.051817335011533
2020-03-10T00:00:00	10.014199903872523	9.962439227647895	10.020974588627649	10.063100432052234	10.083535031996862	10.0495913107605
2020-03-20T00:00:00	10.02691344961524	9.959078616118969	10.053647903038804	10.076611554211322	10.108228910395622	10.07831261952083
2020-03-30T09:00:00	10.016981916337404	9.949043194755331	10.042092668379714	10.068491827196862	10.078095367100168	10.05940841973777
2020-04-10T09:00:00	10.016827230731915	9.96201872816959	10.046971449913805	10.049253219629714	10.094009705659053	10.078765318172689
2020-04-20T12:00:00	10.035185185639563	9.976383517250166	10.061247425946863	10.074352146282607	10.102251876557814	10.083298952418556
2020-04-30T00:00:00	10.04247766962142	9.975746830403576	10.063264911342007	10.095481262307917	10.10891988258312	10.090805873640146
2020-05-10T00:00:00	10.021784718494661	9.959498269522895	10.037228511845623	10.074352146282607	10.09675274471897	10.070635235207813
2020-05-20T00:00:00	9.991284290200891	9.931031442526512	10.008133935747999	10.042816168945315	10.065695114685397	10.031231931765145
2020-05-31T00:00:00	9.986044375251296	9.922622434755333	10.000997744980953	10.039054540265044	10.06188080216215	10.039832701783226
2020-06-10T00:00:00	9.988927884585973	9.930414426909259	10.006617448570829	10.035963285487153	10.050712849295417	10.034093748441283
2020-06-20T00:00:00	9.999904723207202	9.94197689370678	10.017918135709259	10.046586530321864	10.06861783421277	10.04559208177806
2020-06-30T21:00:00	10.005115654111208	9.948626563045622	10.019663955027442	10.053707371230953	10.067717991991696	10.050036273875168
2020-07-10T00:00:00	9.996924039432812	9.938043292645315	10.017263952044486	10.045920537876098	10.059864995620313	10.03607799761742
2020-07-20T00:00:00	10.003657887656018	9.943843985754816	10.019009046156057	10.057502903320312	10.062553281581057	10.035195806925273
2020-07-31T21:00:00	9.997687765652245	9.937629863931468	10.009868876967007	10.051701507271758	10.058522484354818	10.04892409271556
2020-08-10T00:00:00	10.003811272077844	9.939284303993453	10.020319135851302	10.057055916879197	10.06929303315647	10.049813777209362
2020-08-20T00:00:00	9.992730346003116	9.93082574043715	10.012257578813596	10.043480892279508	10.060088853257193	10.034534481184053
2020-08-31T00:00:00	10.012116630362183	9.950919533187669	10.030839014570313	10.063324726021758	10.081946665160602	10.063217061145313
2020-09-10T00:00:00	10.000363803566852	9.93412059989996	10.017481983049134	10.056832468984053	10.069968504052648	10.051371888425788
