source_file,source_sheet,sensor,date_iso,rh_percent,valid_rh_0_100,low_outlier_rh_lt_50,above_95_percent_open_twin_caution,liquid_pressure_gauge_pa_kelvin,liquid_pressure_abs_pa_if_gas_101325pa,assumed_temperature_K,assumed_liquid_density_kg_m3,kelvin_coefficient_pa
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-03-24T00:00:00,94.94614,True,False,False,-7814082.368271989,-7712757.368271989,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-03-25T00:00:00,94.92689,True,False,False,-7844634.36166939,-7743309.36166939,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-03-26T00:00:00,94.91993,True,False,False,-7855682.217797568,-7754357.217797568,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-03-28T00:00:00,94.912155,True,False,False,-7868024.71044746,-7766699.71044746,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-03-30T00:00:00,94.8978,True,False,False,-7890815.3392947335,-7789490.3392947335,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-02T00:00:00,94.86726,True,False,False,-7939313.456805386,-7837988.456805386,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-06T00:00:00,94.8306887823276,True,False,False,-7997409.8122201,-7896084.8122201,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-07T00:00:00,94.8270574904944,True,False,False,-8003179.637532275,-7901854.637532275,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-08T00:00:00,94.8250126530611,True,False,False,-8006428.813979083,-7905103.813979083,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-09T00:00:00,94.8104377499998,True,False,False,-8029589.864046641,-7928264.864046641,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-10T00:00:00,94.8067359027778,True,False,False,-8035473.054657242,-7934148.054657242,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-11T00:00:00,94.807433284722,True,False,False,-8034364.717205831,-7933039.717205831,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-12T00:00:00,94.8002225694445,True,False,False,-8045824.97997709,-7944499.97997709,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-13T00:00:00,94.7817075068744,True,False,False,-8075255.663061645,-7973930.663061645,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-18T00:00:00,94.7288485227272,True,False,False,-8159309.494562087,-8057984.494562087,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-25T00:00:00,94.685443513889,True,False,False,-8228365.143147914,-8127040.143147914,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-26T00:00:00,94.6772271944444,True,False,False,-8241440.544944061,-8140115.544944061,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-27T00:00:00,94.6651608750002,True,False,False,-8260644.870783793,-8159319.870783793,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-28T00:00:00,94.645075579179,True,False,False,-8292617.344080667,-8191292.344080667,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-29T00:00:00,94.6349439513886,True,False,False,-8308747.796631775,-8207422.796631775,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-04-30T00:00:00,94.6289304374999,True,False,False,-8318322.662293264,-8216997.662293264,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-01T00:00:00,94.6269039722224,True,False,False,-8321549.387538822,-8220224.387538822,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-02T00:00:00,94.6225850069445,True,False,False,-8328426.673680193,-8227101.673680193,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-03T00:00:00,94.6183342430702,True,False,False,-8335195.666122532,-8233870.666122532,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-04T00:00:00,94.612233034722,True,False,False,-8344911.870954216,-8243586.870954216,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-05T00:00:00,94.6028651388886,True,False,False,-8359831.5116048185,-8258506.5116048185,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-06T00:00:00,94.593690974252,True,False,False,-8374444.041080854,-8273119.041080854,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-07T00:00:00,94.588877076389,True,False,False,-8382112.142570895,-8280787.142570895,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-08T00:00:00,94.5846372442586,True,False,False,-8388866.132784082,-8287541.132784082,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-09T00:00:00,94.5784875763888,True,False,False,-8398663.001285836,-8297338.001285836,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-10T00:00:00,94.5779213333333,True,False,False,-8399565.099712687,-8298240.099712687,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-11T00:00:00,94.5767143611109,True,False,False,-8401487.980601817,-8300162.980601817,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-12T00:00:00,94.5685567499999,True,False,False,-8414484.875513265,-8313159.875513265,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-13T00:00:00,94.5611518120238,True,False,False,-8426283.564932737,-8324958.5649327375,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-14T00:00:00,94.559612416667,True,False,False,-8428736.483074313,-8327411.483074313,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-15T00:00:00,94.5589638819443,True,False,False,-8429769.889459388,-8328444.889459388,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-16T00:00:00,94.5536252569445,True,False,False,-8438276.980342334,-8336951.980342334,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-17T00:00:00,94.5584542532468,True,False,False,-8430581.961283494,-8329256.961283494,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-20T00:00:00,94.5359940767045,True,False,False,-8466375.652422039,-8365050.652422039,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-21T00:00:00,94.5365944722219,True,False,False,-8465418.720663456,-8364093.720663456,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-22T00:00:00,94.5430086666666,True,False,False,-8455195.92837902,-8353870.92837902,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-23T00:00:00,94.5473913611111,True,False,False,-8448211.291867334,-8346886.291867334,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-24T00:00:00,94.5467497574422,True,False,False,-8449233.78609028,-8347908.786090281,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-25T00:00:00,94.5408499999999,True,False,False,-8458636.283122463,-8357311.283122463,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-26T00:00:00,94.5428504166664,True,False,False,-8455448.135163594,-8354123.135163594,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-27T00:00:00,94.5472018402774,True,False,False,-8448513.321770977,-8347188.321770977,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-28T00:00:00,94.5504385347219,True,False,False,-8443355.246327754,-8342030.246327754,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-29T00:00:00,94.5552734930553,True,False,False,-8435650.467332646,-8334325.467332646,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-30T00:00:00,94.5543063730986,True,False,False,-8437191.596047543,-8335866.596047543,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-05-31T00:00:00,94.5543095833332,True,False,False,-8437186.480436074,-8335861.480436074,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-01T00:00:00,94.5577219693485,True,False,False,-8431748.832437146,-8330423.832437146,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-02T00:00:00,94.5579932120743,True,False,False,-8431316.614707513,-8329991.614707513,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-03T00:00:00,94.558233923611,True,False,False,-8430933.04861577,-8329608.04861577,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-04T00:00:00,94.5622258819447,True,False,False,-8424572.133768901,-8323247.133768901,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-05T00:00:00,94.5654524236113,True,False,False,-8419431.054695062,-8318106.054695062,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-06T00:00:00,94.5683671986061,True,False,False,-8414786.88651078,-8313461.88651078,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-07T00:00:00,94.5645401064584,True,False,False,-8420884.696927696,-8319559.6969276965,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-08T00:00:00,94.5712618611112,True,False,False,-8410174.905612586,-8308849.905612586,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-09T00:00:00,94.5741917569446,True,False,False,-8405506.932235768,-8304181.932235768,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-10T00:00:00,94.5750468055557,True,False,False,-8404144.677564994,-8302819.6775649935,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-11T00:00:00,94.5798238750001,True,False,False,-8396534.126169741,-8295209.126169741,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-12T00:00:00,94.5868136944441,True,False,False,-8385399.041839149,-8284074.041839149,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-13T00:00:00,94.592212125,True,False,False,-8376799.671916312,-8275474.671916312,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-14T00:00:00,94.5968390694444,True,False,False,-8369429.622785542,-8268104.622785542,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-15T00:00:00,94.6005800486108,True,False,False,-8363471.050957147,-8262146.050957147,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-16T00:00:00,94.6039862130635,True,False,False,-8358045.971592297,-8256720.971592297,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-17T00:00:00,94.6033880567686,True,False,False,-8358998.655250932,-8257673.655250932,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-18T00:00:00,94.6111834236112,True,False,False,-8346583.445068008,-8245258.445068008,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-19T00:00:00,94.6216124027782,True,False,False,-8329975.4391261125,-8228650.4391261125,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-20T00:00:00,94.6255127777779,True,False,False,-8323764.615873106,-8222439.615873106,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-21T00:00:00,94.6288527916667,True,False,False,-8318446.295889698,-8217121.295889698,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-22T00:00:00,94.6329638055554,True,False,False,-8311900.566651376,-8210575.566651376,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-23T00:00:00,94.6405198819446,True,False,False,-8299870.205597457,-8198545.205597457,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-24T00:00:00,94.6455645000002,True,False,False,-8291838.982323412,-8190513.982323412,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-25T00:00:00,94.6454028850176,True,False,False,-8292096.2728679795,-8190771.2728679795,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-26T00:00:00,94.6498644236113,True,False,False,-8284993.678783926,-8183668.678783926,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-27T00:00:00,94.6559608680557,True,False,False,-8275288.920127591,-8173963.920127591,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-28T00:00:00,94.6630035138889,True,False,False,-8264078.708122463,-8162753.708122463,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-29T00:00:00,94.6706256597222,True,False,False,-8251947.010097899,-8150622.010097899,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-06-30T00:00:00,94.6762674420237,True,False,False,-8242967.963240565,-8141642.963240565,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-07-01T00:00:00,94.678745097222,True,False,False,-8239024.878061167,-8137699.878061167,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-07-02T00:00:00,94.6868370208333,True,False,False,-8226147.637037785,-8124822.637037785,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-07-03T00:00:00,94.6944253888888,True,False,False,-8214072.738859099,-8112747.738859099,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-07-04T00:00:00,94.6983090624996,True,False,False,-8207893.264894402,-8106568.264894402,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-07-05T00:00:00,94.7006253164556,True,False,False,-8204207.897917252,-8102882.897917252,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-07-06T00:00:00,94.7034352430554,True,False,False,-8199737.174661635,-8098412.174661635,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-07-07T00:00:00,94.7115047537881,True,False,False,-8186898.94707771,-8085573.94707771,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-07-11T00:00:00,94.7405067287784,True,False,False,-8140767.141449701,-8039442.141449701,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-07-12T00:00:00,94.7423961597224,True,False,False,-8137762.22022475,-8036437.22022475,298.15,1095.0,150675312.70202932
cda_knowledge_base/measurements/suction_relative_humidity/source_files/OT_RH5.xlsx,OT_RH5,RH5,2022-07-13T00:00:00,94.7467131753555,True,False,False,-8130896.731407486,-8029571.731407486,298.15,1095.0,150675312.70202932
