source_file,zone_name,measurement_type,model_role,model_quantity,nodes,elements,zonetype,datapacking,coordinate_values_read,coordinate_complete,x_min,x_max,x_mean,y_min,y_max,y_mean,z_min,z_max,z_mean
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4Q,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-3.639929771,-3.532687664,-3.5863086865081955,5.844783783,5.95202589,5.898405012524593,0.9310129881,1.041013002,0.9860130147385251
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4P,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-3.581868172,-3.474626303,-3.5282472235409825,6.103393555,6.210635662,6.157014479360661,1.149013042,1.259013057,1.20401299097541
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_O1,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-3.639613152,-3.532371044,-3.5859921057049196,6.059364796,6.166606903,6.112985736,1.666013002,1.776013017,1.7210130096639333
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_O2,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-3.626642942,-3.519400835,-3.573021880983607,5.819794655,5.927036762,5.873415821901639,1.635012984,1.745012999,1.6900129913360644
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4N,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-3.793590307,-3.6863482,-3.7399692223278684,6.076657772,6.183899879,6.130278743672125,1.950013041,2.060013056,2.005013028991803
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4D,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-5.484324455,-5.377082348,-5.43070335860656,5.906046867,6.013288975,5.959668065606557,0.2620129883,0.3720130026,0.3170130052532787
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_5D,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-5.710607529,-5.603365421,-5.656986346032786,5.726066589,5.833308697,5.779687467163935,0.5880129933,0.6980130076,0.6430129907122953
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4E,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-5.710607529,-5.603365421,-5.656986346032786,5.726066589,5.833308697,5.779687467163935,0.5880129933,0.6980130076,0.6430129907122953
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4G,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-5.830786705,-5.723544598,-5.777165795885249,5.813912392,5.921154499,5.867533363245904,1.325013041,1.435013056,1.3800129899754099
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4H,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-5.696511269,-5.589269161,-5.642890070393442,5.886507511,5.993749619,5.940128404639343,1.783012986,1.893013,1.8380129933278675
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4I,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-5.502188206,-5.394946098,-5.448567038721314,6.019121647,6.126363754,6.07274278268853,2.055012941,2.165013075,2.1100130080000006
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4J,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-5.133574009,-5.026331902,-5.079952794918031,5.957602978,6.064845085,6.0112242620000025,2.301012993,2.411012888,2.3560129795163958
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4K,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-4.85356617,-4.746324539,-4.799945354442624,6.084633827,6.191875935,6.138255025491801,2.333013058,2.443012953,2.3880130053360658
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4L,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-4.525382996,-4.418140888,-4.471761766000001,6.081092834,6.188334942,6.134713712229506,2.304013014,2.414012909,2.359012961336067
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4M,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-4.223892689,-4.116650581,-4.170271521721315,6.185331345,6.292572975,6.2389521598196716,2.246012926,2.35601306,2.3010129929999983
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_S,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-4.0408988,-3.933656693,-3.9872776210983614,6.166298866,6.273540974,6.219920048918032,0.2850129902,0.3950130045,0.34001300226803294
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4T,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-5.493280888,-5.38603878,-5.439659806524591,5.928536415,6.035778522,5.982157644754099,0.2640129924,0.3740130067,0.3190130044024588
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,NMR_4F,nmr_support,water-content point support,NMR station/measurement layout,122,240,FEQuadrilateral,BLOCK,366,True,-5.822358608,-5.715116501,-5.768737683573772,5.954532146,6.061774254,6.008153344721311,0.9430130124,1.053012967,0.9980129799786874
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,RHV_4,rh_suction_support,hydraulic boundary/pressure support,relative humidity or suction sensor layout,122,240,FEQuadrilateral,BLOCK,366,True,-4.636464119,-4.529222012,-4.5828429205573755,10.61136913,10.71861172,10.664990316229503,0.1520130038,0.2620129883,0.20701299852540964
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,RHV_2,rh_suction_support,hydraulic boundary/pressure support,relative humidity or suction sensor layout,122,240,FEQuadrilateral,BLOCK,366,True,-4.705762386,-4.598520279,-4.652141250573772,9.739203453,9.846445084,9.792824151147535,0.131013006,0.2410130054,0.18601299833934454
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,RHH_3,rh_suction_support,hydraulic boundary/pressure support,relative humidity or suction sensor layout,122,240,FEQuadrilateral,BLOCK,366,True,-5.883320808,-5.776078701,-5.829699821213112,10.68565273,10.79289436,10.739273289180328,1.405012965,1.51501298,1.460012991844263
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,RHH_1,rh_suction_support,hydraulic boundary/pressure support,relative humidity or suction sensor layout,122,240,FEQuadrilateral,BLOCK,366,True,-5.958026886,-5.850784779,-5.9044057188688495,9.768113136,9.875354767,9.821733693573767,1.429013014,1.539013028,1.4840130013278672
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,RH01,rh_suction_support,hydraulic boundary/pressure support,relative humidity or suction sensor layout,122,240,FEQuadrilateral,BLOCK,366,True,-4.207869053,-4.100626945,-4.154248229786885,13.1801424,13.28738499,13.233763694098371,0.4130130112,0.5230129957,0.4680129888270492
cda_knowledge_base/measurements/other_hm_monitoring/source_files/VisualisationCDA.dat,RH03,rh_suction_support,hydraulic boundary/pressure support,relative humidity or suction sensor layout,122,240,FEQuadrilateral,BLOCK,366,True,-4.018087864,-3.910845995,-3.964467037016394,3.123350382,3.230592489,3.17697133395082,0.3760130107,0.4860129952,0.4310129980975411
