source_file,station,date_raw,date_iso,water_content_vol_percent,wc_ci95_vol_percent,t2_ms,t2_ci95_ms,caveat
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,24-Nov-2023 05:12:09,2023-11-24 05:12:09,11.4371149168664,0.463325921730937,0.561920319805422,0.0277035489124682,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,28-Nov-2023 01:32:32,2023-11-28 01:32:32,11.4732324743135,0.431722197858383,0.56062177000018,0.0256637337269384,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,04-Dez-2023 09:56:58,2023-12-04 09:56:58,11.3711977529067,0.451927095735602,0.549085788087617,0.0264602630856903,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,11-Dez-2023 15:47:32,2023-12-11 15:47:32,11.2403092914128,0.495616168242512,0.536427960169029,0.028571712611907,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,18-Dez-2023 10:39:48,2023-12-18 10:39:48,10.9384045331825,0.406084087922971,0.56746836095501,0.0256784384081111,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,19-Dez-2023 03:10:08,2023-12-19 03:10:08,10.7422801579119,0.437005442889502,0.582149890235008,0.0289821331192946,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,26-Dez-2023 23:14:19,2023-12-26 23:14:19,10.8273319892679,0.440911464363034,0.542236857518675,0.0267198492307106,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,03-Jan-2024 01:10:02,2024-01-03 01:10:02,10.2609122333112,0.421104153283525,0.57405259366151,0.028767912056943,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,09-Jan-2024 07:35:04,2024-01-09 07:35:04,10.5698193700946,0.432688067061959,0.551641636948398,0.0274017966790911,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,15-Jan-2024 13:52:29,2024-01-15 13:52:29,9.97818038689745,0.415257650231272,0.565456541623448,0.0286673171308308,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,22-Jan-2024 10:57:10,2024-01-22 10:57:10,10.1623511856428,0.424639186621975,0.54283084929465,0.0274525154209655,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,24-Apr-2024 05:02:21,2024-04-24 05:02:21,9.85380374737574,0.494679601281066,0.571775470626023,0.0350289893047062,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,27-Apr-2024 06:35:52,2024-04-27 06:35:52,10.1105840990561,0.383742952790782,0.544039089174211,0.025000096227562,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,29-Apr-2024 13:42:19,2024-04-29 13:42:19,10.3662764292711,0.452521376445854,0.542337775021353,0.0286493150834977,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,02-Mai-2024 10:50:59,2024-05-02 10:50:59,10.4485181082365,0.46110676472845,0.507305668348135,0.026795713871962,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,09-Mai-2024 01:11:44,2024-05-09 01:11:44,9.69705952203122,0.425770772837332,0.580140620830797,0.0311558555955462,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,15-Mai-2024 06:53:23,2024-05-15 06:53:23,10.6507296507413,0.49741769439188,0.533192079308855,0.0300507713123142,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,20-Mai-2024 12:30:05,2024-05-20 12:30:05,10.458505062031,0.453126601362539,0.539861909392359,0.0282839186311803,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,27-Mai-2024 12:55:24,2024-05-27 12:55:24,10.4014814891461,0.41790963768329,0.563148699583852,0.0275455205572061,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,03-Jun-2024 11:35:11,2024-06-03 11:35:11,10.7411560243954,0.483610883217203,0.538815828579665,0.0293262105788309,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,10-Jun-2024 11:30:43,2024-06-10 11:30:43,10.3466534794603,0.512336202942119,0.575686385685373,0.0348247330261239,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,24-Jun-2024 14:17:19,2024-06-24 14:17:19,10.2728663299473,0.490205153176064,0.588035374418085,0.0343934379322573,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,04-Jul-2024 17:11:15,2024-07-04 17:11:15,10.6378345262496,0.42932172372531,0.579253713026788,0.028586777683026,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,08-Jul-2024 13:20:42,2024-07-08 13:20:42,11.381031358605,0.529625503566754,0.553830014081425,0.0312934206412467,
cda_knowledge_base/measurements/nmr/source_files/2025-09-15_Weekly_2022-2025_at_4E.dat,4E,22-Jul-2024 12:57:49,2024-07-22 12:57:49,10.6544654871471,0.518636870147945,0.596744867334598,0.0356859629424648,
