source_file,source_sheet,source_row_1based,measurement_type,original_3d_x,original_3d_y,original_3d_z,model_xz_x,model_xz_y,model_xz_z,model_xy_x,model_xy_y,model_xy_z
cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/2025-09-05_Mess_Koord_XY.xlsx,Tabelle1,91,Permeablilty,-9.859897404,0.0,1.27259247,-5.229897404,0.0,-0.007407530000000051,-5.229897404,-0.007407530000000051,0.0
cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/2025-09-05_Mess_Koord_XY.xlsx,Tabelle1,92,Permeablilty,8.840624794,0.0,1.119438754,13.470624793999999,0.0,-0.1605612460000001,13.470624793999999,-0.1605612460000001,0.0
cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/2025-09-05_Mess_Koord_XY.xlsx,Tabelle1,93,Permeablilty,8.989648669,0.0,1.136016016,13.619648669,0.0,-0.14398398400000012,13.619648669,-0.14398398400000012,0.0
cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/2025-09-05_Mess_Koord_XY.xlsx,Tabelle1,94,Permeablilty,9.088997918,0.0,1.147067524,13.718997918,0.0,-0.13293247600000013,13.718997918,-0.13293247600000013,0.0
cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/2025-09-05_Mess_Koord_XY.xlsx,Tabelle1,95,Permeablilty,9.188347168,0.0,1.158119032,13.818347167999999,0.0,-0.12188096799999992,13.818347167999999,-0.12188096799999992,0.0
cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/2025-09-05_Mess_Koord_XY.xlsx,Tabelle1,96,Permeablilty,9.287696418,0.0,1.16917054,13.917696417999998,0.0,-0.11082945999999994,13.917696417999998,-0.11082945999999994,0.0
cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/2025-09-05_Mess_Koord_XY.xlsx,Tabelle1,97,Permeablilty,9.387045667,0.0,1.180222047,14.017045667000001,0.0,-0.09977795300000003,14.017045667000001,-0.09977795300000003,0.0
cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/2025-09-05_Mess_Koord_XY.xlsx,Tabelle1,98,Permeablilty,9.486394917,0.0,1.191273555,14.116394917000001,0.0,-0.08872644500000004,14.116394917000001,-0.08872644500000004,0.0
cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/2025-09-05_Mess_Koord_XY.xlsx,Tabelle1,99,Permeablilty,9.585744167,0.0,1.202325063,14.215744167,0.0,-0.07767493700000005,14.215744167,-0.07767493700000005,0.0
cda_knowledge_base/measurements/coordinates_geometry_layout/source_files/2025-09-05_Mess_Koord_XY.xlsx,Tabelle1,100,Permeablilty,9.685093416,0.0,1.213376571,14.315093416,0.0,-0.06662342900000007,14.315093416,-0.06662342900000007,0.0
