model_time_s,ogs_open_niche_pressure_pa,ogs_open_niche_pressure_mpa,implied_rh_percent_at_assumed_T_rho,below_valid_collected_rh_min,above_valid_collected_rh_max,below_clean_rh5_rh6_collected_rh_min,above_clean_rh5_rh6_collected_rh_max,curve_role,provenance_status
0.0,-12216822.71330366,-12.216822713303658,92.21195005465546,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
159740.3603603579,-12829700.41670689,-12.82970041670689,91.83763614033435,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
319480.72072071955,-13472794.210545624,-13.472794210545624,91.44650135425432,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
479221.0810810812,-14145424.502571637,-14.145424502571636,91.03918447497392,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
638961.4414414391,-14846815.981204102,-14.846815981204102,90.61638317183815,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
798701.8018018007,-15576099.477562742,-15.576099477562742,90.1788505713607,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
958442.1621621624,-16332314.132176306,-16.332314132176307,89.7273915740123,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
1118182.5225225203,-17114409.85856059,-17.114409858560588,89.26285895352841,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
1277922.882882882,-17921250.094857916,-17.921250094857918,88.7861492722161,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
1437663.2432432398,-18751614.833763964,-18.751614833763963,88.2981986466779,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
1597403.6036036015,-19604203.92003959,-19.60420392003959,87.79997839887157,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
1757143.963963963,-20477640.60401689,-20.477640604016887,87.29249062749818,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
1916884.324324321,-21370475.33866688,-21.37047533866688,86.77676373436465,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
2076624.6846846826,-22281189.806999054,-22.281189806999055,86.25384793962144,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
2236365.0450450443,-23208201.165817663,-23.208201165817663,85.7248108186546,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
2396105.405405402,-24149866.491165377,-24.149866491165376,85.19073289194449,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
2555845.765765764,-25104487.410146687,-25.10448741014669,84.65270329742425,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
2715586.1261261255,-26070314.90324008,-26.07031490324008,84.11181557282018,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
2875326.4864864834,-27045554.260685783,-27.045554260685783,83.56916357317064,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
3035066.846846845,-28028370.176072165,-28.028370176072166,83.02583754624628,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
3194807.2072072066,-29016891.95984242,-29.01689195984242,82.482920385974,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
3354547.5675675645,-30009218.855105713,-30.00921885510571,81.94148408124391,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
3514287.927927926,-31003425.437862407,-31.003425437862408,81.40258637469533,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
3674028.288288288,-31997567.083543073,-31.997567083543075,80.86726764327847,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
3833768.6486486457,-32989685.481617946,-32.98968548161795,80.33654800960664,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
3993509.0090090074,-33977814.17995389,-33.97781417995389,79.81142469039243,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
4153249.369369369,-34959984.1405826,-34.9599841405826,79.29286958562791,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
4312989.729729727,-35934229.28859692,-35.93422928859692,78.78182710965656,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
4472730.090090089,-36898592.036007494,-36.89859203600749,78.27921226291666,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
4632470.45045045,-37851128.76257374,-37.851128762573744,77.78590894093517,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
4792210.810810808,-38789915.235866785,-38.789915235866786,77.3027684751339,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
4951951.17117117,-39713051.953127846,-39.713051953127845,76.83060839819007,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
5111691.531531531,-40618669.38785132,-40.61866938785132,76.3702114250809,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
5271431.891891889,-41504933.124447964,-41.504933124447966,75.92232463953945,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
5431172.252252251,-42370048.864824936,-42.37004886482494,75.48765887446311,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
5590912.612612613,-43212267.29125652,-43.212267291256516,75.06688827384144,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
5750652.97297297,-44029888.77050995,-44.02988877050995,74.66065002300425,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
5910393.333333332,-44821267.884830214,-44.82126788483021,74.26954423342706,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
6070133.693693694,-45584817.776075564,-45.58481777607557,73.89413396796108,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
6229874.054054052,-46319014.29002888,-46.319014290028875,73.5349453921654,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
6389614.414414413,-47022399.90868391,-47.02239990868391,73.19246803740174,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
6549354.774774775,-47693587.45911973,-47.693587459119726,72.86715516149074,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
6709095.135135133,-48331263.58842567,-48.33126358842567,72.55942419301086,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
6868835.495495494,-48934191.99502129,-48.934191995021294,72.26965724573098,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
7028575.855855852,-49501216.407626145,-49.501216407626146,71.99820169019368,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
7188316.216216214,-50031263.3040706,-50.0312633040706,71.74537077008956,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
7348056.576576576,-50523344.36309711,-50.52334436309711,71.5114442517733,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
7507796.936936934,-50976558.64327727,-50.97655864327727,71.29666909605388,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
7667537.297297295,-51390094.48416106,-51.390094484161054,71.10126014223192,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
7827277.657657657,-51763231.12577578,-51.763231125775775,70.92540079524296,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
7987018.018018015,-52095340.04360083,-52.09534004360083,70.769243707688,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
8146758.378378376,-52385885.99715618,-52.38588599715618,70.6329114494767,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
8306498.738738738,-52634427.79135274,-52.63442779135274,70.51649715876877,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
8466239.099099096,-52840618.75076058,-52.84061875076058,70.42006516886293,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
8625979.459459458,-53004206.90794834,-53.00420690794834,70.3436516066432,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
8785719.81981982,-53125034.90803501,-53.12503490803501,70.28726495914368,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
8945460.180180177,-53203039.63256628,-53.20303963256628,70.25088660572429,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
9105200.540540539,-53238251.54678071,-53.23825154678071,70.23447131426,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
9264940.9009009,-53230793.77526102,-53.23079377526102,70.23794770062626,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
9424681.261261258,-53180880.911871254,-53.180880911871256,70.26121865160898,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
9584421.62162162,-53088817.570755854,-53.08881757075586,70.30416171217671,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
9744161.981981982,-52954996.68602168,-52.95499668602168,70.3666294388172,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
9903902.34234234,-52779897.568532296,-52.7798975685323,70.44844972136103,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
10063642.702702701,-52564083.72901634,-52.56408372901634,70.54942607638445,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
10223383.063063063,-52308200.477422535,-52.30820047742254,70.6693379159013,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
10383123.42342342,-52012972.30914276,-52.01297230914276,70.80794079561491,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
10542863.783783782,-51679200.08936774,-51.67920008936774,70.96496664750397,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
10702604.144144144,-51307758.04743683,-51.307758047436835,71.14012400195685,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
10862344.504504502,-50899590.593589626,-50.89959059358963,71.33309820504655,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
11022084.864864863,-50455708.97102457,-50.45570897102457,71.54355163684815,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
11181825.225225225,-49977187.756612964,-49.97718775661296,71.77112393694223,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
11341565.585585583,-49465161.224007785,-49.46516122400779,72.01543224341815,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
11501305.945945945,-48920819.5832219,-48.9208195832219,72.27607145178789,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
11661046.306306303,-48345405.111031175,-48.34540511103118,72.55261450024433,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
11820786.666666664,-47740208.18678068,-47.740208186780684,72.8446126876446,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
11980527.027027026,-47106563.24834084,-47.10656324834084,73.15159603046908,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
12140267.387387387,-46445844.68306923,-46.44584468306923,73.4730736648007,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
12300007.74774775,-45759462.668688305,-45.75946266868831,73.80853429908511,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
12459748.108108103,-45048858.978985265,-45.048858978985265,74.15744672307345,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
12619488.468468465,-44315502.769181445,-44.31550276918144,74.51926037791587,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
12779228.828828827,-43560886.35570326,-43.56088635570325,74.89340599186819,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
12938969.189189188,-42786521.00491722,-42.78652100491722,75.27929628550024,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
13098709.54954955,-41993932.74516815,-41.99393274516815,75.6763267496546,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
13258449.909909911,-41184658.216184616,-41.184658216184616,76.08387649870568,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
13418190.270270266,-40360240.56958862,-40.36024056958862,76.50130920091522,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
13577930.630630627,-39522225.43387151,-39.522225433871505,76.92797408687989,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
13737670.990990989,-38672156.95677556,-38.67215695677556,77.36320703622435,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
13897411.35135135,-37811573.937551424,-37.81157393755142,77.80633174182182,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
14057151.711711712,-36942006.06105193,-36.94200606105193,78.2566609499274,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
14216892.072072074,-36064970.245069824,-36.06497024506982,78.71349777370204,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
14376632.432432428,-35181967.111737445,-35.18196711173744,79.17613707669402,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
14536372.79279279,-34294477.593179666,-34.294477593179664,79.64386692194253,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
14696113.153153151,-33403959.6809546,-33.4039596809546,80.11597008148516,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
14855853.513513513,-32511845.32812525,-32.51184532812525,80.59172560019961,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
15015593.873873875,-31619537.512092225,-31.619537512092226,81.07041040709927,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
15175334.234234229,-30728407.4655761,-30.7284074655761,81.5513009664466,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
15335074.59459459,-29839792.082377963,-29.83979208237796,82.03367496035506,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
15494814.954954952,-28954991.50376907,-28.95499150376907,82.51681299393144,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
15654555.315315314,-28075266.89056628,-28.07526689056628,83.00000031347643,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
15814295.675675675,-27201838.385147694,-27.201838385147695,83.48252852781687,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
15974036.036036037,-26335883.266849913,-26.335883266849912,83.96369732250064,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
16133776.396396391,-25478534.303372774,-25.478534303372776,84.44281615634665,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
16293516.756756753,-24630878.299999103,-24.630878299999104,84.91920592971537,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
16453257.117117114,-23793954.847622506,-23.793954847622505,85.3922006138513,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
16612997.477477476,-22968755.269764584,-22.968755269764582,85.86114883075207,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
16772737.837837838,-22156221.767962594,-22.156221767962595,86.32541537323588,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
16932478.1981982,-21357246.764117535,-21.357246764117534,86.78438265521251,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
17092218.558558553,-20572672.437618002,-20.572672437618003,87.23745208260718,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
17251958.918918915,-19803290.454297055,-19.803290454297056,87.68404533593753,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
17411699.279279277,-19049841.88354379,-19.049841883543788,88.12360555619573,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
17571439.63963964,-18313017.29917645,-18.31301729917645,88.55559842643329,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
17731180.0,-17593457.058998656,-17.593457058998656,88.97951314227474,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
17890920.36036036,-16891751.757301513,-16.891751757301513,89.39486326549005,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
18050660.720720716,-16208442.843947615,-16.208442843947616,89.80118745572302,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
18210401.081081077,-15544023.40308038,-15.544023403080379,90.1980500764902,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
18370141.44144144,-14898939.083944881,-14.898939083944882,90.58504167262245,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
18529881.8018018,-14273589.175786259,-14.273589175786258,90.96177931740537,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
18689622.162162162,-13668327.81831308,-13.668327818313081,91.32790682877037,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
18849362.522522524,-13083465.33877381,-13.08346533877381,91.68309485498578,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
19009102.88288288,-12519269.706299365,-12.519269706299365,92.02704083138185,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
19168843.24324324,-11975968.093812788,-11.975968093812789,92.35946881070302,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
19328583.6036036,-11453748.537501693,-11.453748537501692,92.6801291707038,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
19488323.963963963,-10952761.683587547,-10.952761683587548,92.98879820358125,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
19648064.324324325,-10473122.611914119,-10.47312261191412,93.2852775927547,False,False,True,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
19807804.68468468,-10014912.7257106,-10.0149127257106,93.56939378335537,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
19967545.04504504,-9578181.696767002,-9.578181696767002,93.8409972535672,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
20127285.405405402,-9162949.455189517,-9.162949455189517,94.09996169465575,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
20287025.765765764,-8769208.212880496,-8.769208212880496,94.34618310813384,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
20446766.126126125,-8396924.5099132,-8.3969245099132,94.579578829032,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
20606506.486486487,-8046041.273043578,-8.046041273043578,94.80008648466884,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
20766246.84684684,-7716479.875719724,-7.716479875719724,95.00766289864853,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
20925987.207207203,-7408142.189113889,-7.408142189113889,95.2022829500491,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
21085727.567567565,-7120912.613910943,-7.120912613910943,95.38393839790696,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
21245467.927927926,-6854660.08283855,-6.85466008283855,95.55263668115296,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
21405208.288288288,-6609240.024219062,-6.609240024219062,95.708399704113,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
21564948.64864865,-6384496.2771571865,-6.3844962771571865,95.85126261755991,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
21724689.009009004,-6180262.949350685,-6.180262949350685,95.9812726050923,False,False,False,False,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
21884429.369369365,-5996366.208921311,-5.9963662089213114,96.09848768432978,False,False,False,True,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
22044169.729729727,-5832626.002108269,-5.832626002108269,96.20297553205386,False,False,False,True,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
22203910.09009009,-5688857.689143514,-5.688857689143514,96.29481234200017,False,False,False,True,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
22363650.45045045,-5564873.591136714,-5.564873591136714,96.37408172352143,False,False,False,True,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
22523390.81081081,-5460484.441333093,-5.460484441333093,96.44087364880338,False,False,False,True,active OGS open-niche liquid-pressure boundary condition,not_verified_as_direct_reconstruction_of_OT_RH5_to_OT_RH8
