group_type,group_key,rows,inside_ogs_cell_rows,inside_approx_1p5m_support_rows,ready_after_ogs_output_rows,sample_log10_resistivity_min,sample_log10_resistivity_median,sample_log10_resistivity_max,area_m2_sum,nearest_ogs_distance_m_median,nearest_ogs_distance_m_max
lookup_status,inside_cell,4676,4676,2035,2035,0.47776044705068,1.3686802520926,2.4757288431501,94.97674396502869,0.01643645004183945,0.2444258438330339
lookup_status,inside_mesh_bbox_nearest_cell,159,0,159,0,0.93597883105147,1.5372598457654,2.5247918493957,0.10070697938975098,0.026324671278048,0.0593461935131201
lookup_status,outside_mesh_bbox_nearest_cell,1131,0,0,0,0.5221244320282,1.107818785661,1.8751394087737,300.4008645555813,2.5085238397236083,6.806157130134059
central_support_and_ready,False | False,3772,2641,0,0,0.47776044705068,1.3109442519088,2.011258582773,392.9400222991918,0.0596092567936513,6.806157130134059
central_support_and_ready,True | False,159,0,159,0,0.93597883105147,1.5372598457654,2.5247918493957,0.10070697938975098,0.026324671278048,0.0593461935131201
central_support_and_ready,True | True,2035,2035,2035,2035,0.96570525199865,1.3772679142315,2.4757288431501,2.437586221418157,0.0093086792189292,0.0329299460973676
material_and_support,0 | False,3772,2641,0,0,0.47776044705068,1.3109442519088,2.011258582773,392.9400222991918,0.0596092567936513,6.806157130134059
material_and_support,0 | True,752,752,752,752,1.000315033688,1.3297528081071,1.9762599233522,1.3299087344698108,0.0115749554533534,0.0329299460973676
material_and_support,1 | True,1442,1283,1442,1283,0.93597883105147,1.4204892991429499,2.5247918493957,1.2083844663380972,0.008983740300399449,0.0593461935131201
