source_file,source_sheet,sensor,date_iso,source_column,edz_band_cm,edz_min_cm,edz_max_cm,taupe_value,quantity_note
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-10T00:00:00,MV EDZ 30-40,30-40,30,40,10.213111574097688,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-10T00:00:00,MV EDZ 40-50,40-50,40,50,10.337680366453064,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-21T12:00:00,MV EDZ 0-50,0-50,0,50,10.214499930650547,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-21T12:00:00,MV EDZ 0-10,0-10,0,10,10.134935708588909,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-21T12:00:00,MV EDZ 10-20,10-20,10,20,10.157278968854921,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-21T12:00:00,MV EDZ 20-30,20-30,20,30,10.205451497328578,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-21T12:00:00,MV EDZ 30-40,30-40,30,40,10.221168574807916,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-21T12:00:00,MV EDZ 40-50,40-50,40,50,10.358729378526926,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-30T12:00:00,MV EDZ 0-50,0-50,0,50,10.223302016155518,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-30T12:00:00,MV EDZ 0-10,0-10,0,10,10.138445461623515,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-30T12:00:00,MV EDZ 10-20,10-20,10,20,10.170339185474237,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-30T12:00:00,MV EDZ 20-30,20-30,20,30,10.214939821127647,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-30T12:00:00,MV EDZ 30-40,30-40,30,40,10.233685027868349,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-06-30T12:00:00,MV EDZ 40-50,40-50,40,50,10.363695507207193,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-10T12:00:00,MV EDZ 0-50,0-50,0,50,10.226103687679093,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-10T12:00:00,MV EDZ 0-10,0-10,0,10,10.141492747070313,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-10T12:00:00,MV EDZ 10-20,10-20,10,20,10.176305864516078,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-10T12:00:00,MV EDZ 20-30,20-30,20,30,10.215183715820313,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-10T12:00:00,MV EDZ 30-40,30-40,30,40,10.231962429921552,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-10T12:00:00,MV EDZ 40-50,40-50,40,50,10.367099669849239,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-20T12:00:00,MV EDZ 0-50,0-50,0,50,10.230976342631516,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-20T12:00:00,MV EDZ 0-10,0-10,0,10,10.155623316543453,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-20T12:00:00,MV EDZ 10-20,10-20,10,20,10.176305864516078,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-20T12:00:00,MV EDZ 20-30,20-30,20,30,10.215183715820313,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-20T12:00:00,MV EDZ 30-40,30-40,30,40,10.239849250169488,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-20T12:00:00,MV EDZ 40-50,40-50,40,50,10.376553233124033,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-30T12:00:00,MV EDZ 0-50,0-50,0,50,10.237349860148818,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-30T12:00:00,MV EDZ 0-10,0-10,0,10,10.168909992679819,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-30T12:00:00,MV EDZ 10-20,10-20,10,20,10.176305864516078,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-30T12:00:00,MV EDZ 20-30,20-30,20,30,10.216159596760395,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-30T12:00:00,MV EDZ 30-40,30-40,30,40,10.247767012566182,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-07-30T12:00:00,MV EDZ 40-50,40-50,40,50,10.381822134208743,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-10T12:00:00,MV EDZ 0-50,0-50,0,50,10.23564827623878,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-10T12:00:00,MV EDZ 0-10,0-10,0,10,10.154677894281056,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-10T12:00:00,MV EDZ 10-20,10-20,10,20,10.169624453100788,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-10T12:00:00,MV EDZ 20-30,20-30,20,30,10.225944997070314,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-10T12:00:00,MV EDZ 30-40,30-40,30,40,10.251737497070312,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-10T12:00:00,MV EDZ 40-50,40-50,40,50,10.382877364838908,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-20T12:00:00,MV EDZ 0-50,0-50,0,50,10.233470225498081,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-20T12:00:00,MV EDZ 0-10,0-10,0,10,10.166768243131779,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-20T12:00:00,MV EDZ 10-20,10-20,10,20,10.176066834751097,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-20T12:00:00,MV EDZ 20-30,20-30,20,30,10.219823456199961,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-20T12:00:00,MV EDZ 30-40,30-40,30,40,10.226803519862152,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-20T12:00:00,MV EDZ 40-50,40-50,40,50,10.378395973632813,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-30T12:00:00,MV EDZ 0-50,0-50,0,50,10.232461686165255,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-30T12:00:00,MV EDZ 0-10,0-10,0,10,10.160357679921553,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-30T12:00:00,MV EDZ 10-20,10-20,10,20,10.183010966014011,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-30T12:00:00,MV EDZ 20-30,20-30,20,30,10.227907878785189,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-30T12:00:00,MV EDZ 30-40,30-40,30,40,10.230978753010397,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-08-30T12:00:00,MV EDZ 40-50,40-50,40,50,10.363957184570314,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-10T12:00:00,MV EDZ 0-50,0-50,0,50,10.224781652509327,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-10T12:00:00,MV EDZ 0-10,0-10,0,10,10.16581714008426,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-10T12:00:00,MV EDZ 10-20,10-20,10,20,10.176066834751097,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-10T12:00:00,MV EDZ 20-30,20-30,20,30,10.213964544526409,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-10T12:00:00,MV EDZ 30-40,30-40,30,40,10.220923939800167,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-10T12:00:00,MV EDZ 40-50,40-50,40,50,10.34908980111215,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-20T12:00:00,MV EDZ 0-50,0-50,0,50,10.225151733797173,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-20T12:00:00,MV EDZ 0-10,0-10,0,10,10.154205364451512,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-20T12:00:00,MV EDZ 10-20,10-20,10,20,10.174872139180334,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-20T12:00:00,MV EDZ 20-30,20-30,20,30,10.211771939864736,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-20T12:00:00,MV EDZ 30-40,30-40,30,40,10.22263701941019,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-20T12:00:00,MV EDZ 40-50,40-50,40,50,10.36448062994738,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-30T12:00:00,MV EDZ 0-50,0-50,0,50,10.232514754531387,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-30T12:00:00,MV EDZ 0-10,0-10,0,10,10.160594715368351,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-30T12:00:00,MV EDZ 10-20,10-20,10,20,10.182291429146758,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-30T12:00:00,MV EDZ 20-30,20-30,20,30,10.226190251525374,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-30T12:00:00,MV EDZ 30-40,30-40,30,40,10.233192705941697,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-09-30T12:00:00,MV EDZ 40-50,40-50,40,50,10.364218892150376,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-10T12:00:00,MV EDZ 0-50,0-50,0,50,10.225574768182987,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-10T12:00:00,MV EDZ 0-10,0-10,0,10,10.16178034585647,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-10T12:00:00,MV EDZ 10-20,10-20,10,20,10.174872139180334,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-10T12:00:00,MV EDZ 20-30,20-30,20,30,10.21567159585647,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-10T12:00:00,MV EDZ 30-40,30-40,30,40,10.223616586817213,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-10T12:00:00,MV EDZ 40-50,40-50,40,50,10.348829846114734,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-20T12:00:00,MV EDZ 0-50,0-50,0,50,10.222668223659845,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-20T12:00:00,MV EDZ 0-10,0-10,0,10,10.156332700518142,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-20T12:00:00,MV EDZ 10-20,10-20,10,20,10.175111017860601,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-20T12:00:00,MV EDZ 20-30,20-30,20,30,10.21298975139624,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-20T12:00:00,MV EDZ 30-40,30-40,30,40,10.217013889180333,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-20T12:00:00,MV EDZ 40-50,40-50,40,50,10.35533778613281,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-30T12:00:00,MV EDZ 0-50,0-50,0,50,10.220609796026844,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-30T12:00:00,MV EDZ 0-10,0-10,0,10,10.161306003010395,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-30T12:00:00,MV EDZ 10-20,10-20,10,20,10.162017562604921,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-30T12:00:00,MV EDZ 20-30,20-30,20,30,10.210311563186016,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-30T12:00:00,MV EDZ 30-40,30-40,30,40,10.219212340820313,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-10-30T12:00:00,MV EDZ 40-50,40-50,40,50,10.34623195807238,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-10T12:00:00,MV EDZ 0-50,0-50,0,50,10.218184655185581,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-10T12:00:00,MV EDZ 0-10,0-10,0,10,10.147602637953577,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-10T12:00:00,MV EDZ 10-20,10-20,10,20,10.17391692662868,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-10T12:00:00,MV EDZ 20-30,20-30,20,30,10.206908247974237,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-10T12:00:00,MV EDZ 30-40,30-40,30,40,10.215793584751097,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-10T12:00:00,MV EDZ 40-50,40-50,40,50,10.345712743067214,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-20T12:00:00,MV EDZ 0-50,0-50,0,50,10.221981843550633,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-20T12:00:00,MV EDZ 0-10,0-10,0,10,10.157988987385394,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-20T12:00:00,MV EDZ 10-20,10-20,10,20,10.171054189800168,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-20T12:00:00,MV EDZ 20-30,20-30,20,30,10.21664771853209,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-20T12:00:00,MV EDZ 30-40,30-40,30,40,10.218723584492832,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-20T12:00:00,MV EDZ 40-50,40-50,40,50,10.349869847406058,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-30T12:00:00,MV EDZ 0-50,0-50,0,50,10.222298604850373,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-30T12:00:00,MV EDZ 0-10,0-10,0,10,10.163204099601305,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-30T12:00:00,MV EDZ 10-20,10-20,10,20,10.173439501654508,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-30T12:00:00,MV EDZ 20-30,20-30,20,30,10.210311563186016,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-30T12:00:00,MV EDZ 30-40,30-40,30,40,10.21725804071701,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-11-30T12:00:00,MV EDZ 40-50,40-50,40,50,10.34623195807238,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-10T12:00:00,MV EDZ 0-50,0-50,0,50,10.224411640101238,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-10T12:00:00,MV EDZ 0-10,0-10,0,10,10.154677894281056,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-10T12:00:00,MV EDZ 10-20,10-20,10,20,10.172485014309467,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-10T12:00:00,MV EDZ 20-30,20-30,20,30,10.217135961171554,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-10T12:00:00,MV EDZ 30-40,30-40,30,40,10.221168574807919,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-10T12:00:00,MV EDZ 40-50,40-50,40,50,10.360819050531056,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-20T12:00:00,MV EDZ 0-50,0-50,0,50,10.219871394804958,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-20T12:00:00,MV EDZ 0-10,0-10,0,10,10.14948671388333,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-20T12:00:00,MV EDZ 10-20,10-20,10,20,10.167243975957193,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-20T12:00:00,MV EDZ 20-30,20-30,20,30,10.203995834492833,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-20T12:00:00,MV EDZ 30-40,30-40,30,40,10.223616586817213,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-20T12:00:00,MV EDZ 40-50,40-50,40,50,10.360296451228372,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
cda_knowledge_base/measurements/taupe_tdr/source_files/Taupe_WC.xlsx,A3,A3,2021-12-30T12:00:00,MV EDZ 0-50,0-50,0,50,10.22113739415617,Taupe workbook EDZ-band mean value; physical unit/conversion remains to be confirmed
