source_file,source_sheet,source_row_1based,campaign_year,campaign_note,block_label,twin,direction_inferred,interval_id,borehole_depth_m,permeability_m2,transmissibility_m3,log10_permeability_m2,positive_permeability
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,11,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,9.0,0.95,6e-19,6e-20,-18.221848749616356,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,12,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,10.0,1.05,5e-15,5e-16,-14.301029995663981,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,13,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,11.0,1.15,1e-15,1.0000000000000001e-16,-15.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,14,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,12.0,1.25,4e-15,4.0000000000000004e-16,-14.397940008672037,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,15,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,13.0,1.7,1e-20,1e-21,-20.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,16,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,14.0,2.5,6e-21,6e-22,-20.221848749616356,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,17,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,15.0,3.3,5e-21,5e-22,-20.30102999566398,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,21,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,1.0,0.15,6e-18,6e-19,-17.221848749616356,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,22,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,2.0,0.25,3e-18,3e-19,-17.522878745280337,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,23,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,3.0,0.35,6e-15,6e-16,-14.221848749616356,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,24,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,4.0,0.45,7e-17,7.000000000000001e-18,-16.154901959985743,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,25,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,5.0,0.55,1e-19,1.0000000000000001e-20,-19.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,26,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,6.0,0.65,2e-20,2e-21,-19.69897000433602,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,27,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,7.0,0.75,1e-20,1e-21,-20.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,28,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,8.0,0.85,2e-20,2e-21,-19.69897000433602,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,29,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,9.0,0.95,6e-20,6.0000000000000006e-21,-19.221848749616356,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,30,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,10.0,1.05,5e-20,5.0000000000000005e-21,-19.30102999566398,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,31,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,11.0,1.15,6e-21,6e-22,-20.221848749616356,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,32,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,12.0,1.25,1e-20,1e-21,-20.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,33,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,13.0,1.7,8e-21,7.999999999999999e-22,-20.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,34,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,14.0,2.5,8e-21,7.999999999999999e-22,-20.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,35,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_24 (vertical, 2021)",,vertical,15.0,3.3,6e-21,6e-22,-20.221848749616356,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,3,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.15,1e-13,1.0000000000000002e-14,-13.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,4,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.25,1e-13,1.0000000000000002e-14,-13.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,5,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.35,1e-13,1.0000000000000002e-14,-13.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,6,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.45,1e-13,1.0000000000000002e-14,-13.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,7,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.55,1e-14,1e-15,-14.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,8,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.65,1e-15,1.0000000000000001e-16,-15.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,9,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.75,5e-17,5e-18,-16.30102999566398,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,10,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.85,4e-20,4e-21,-19.397940008672037,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,11,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.95,1e-20,1e-21,-20.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,12,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,1.05,8e-21,7.999999999999999e-22,-20.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,13,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,1.15,1e-20,1e-21,-20.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,14,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,1.25,5e-22,4.9999999999999997e-23,-21.30102999566398,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,15,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,1.7,6e-21,6e-22,-20.221848749616356,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,16,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,2.5,5e-21,5e-22,-20.30102999566398,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,17,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,3.3,2e-21,1.9999999999999999e-22,-20.69897000433602,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,21,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.15,8e-17,8e-18,-16.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,22,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.25,1e-18,1.0000000000000001e-19,-18.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,23,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.35,2e-19,2.0000000000000002e-20,-18.69897000433602,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,24,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.45,6e-20,6.0000000000000006e-21,-19.221848749616356,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,25,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.55,4e-20,4e-21,-19.397940008672037,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,26,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.65,3e-20,3.0000000000000003e-21,-19.522878745280337,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,27,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.75,1e-21,9.999999999999999e-23,-21.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,28,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.85,2e-20,2e-21,-19.69897000433602,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,29,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,0.95,9e-20,9.000000000000001e-21,-19.045757490560675,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,30,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,1.05,1e-20,1e-21,-20.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,31,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,1.15,1e-20,1e-21,-20.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,32,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,1.25,2e-20,2e-21,-19.69897000433602,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,33,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,1.7,2e-20,2e-21,-19.69897000433602,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,34,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,2.5,8e-17,8e-18,-16.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2021,35,2021,"BCDA_24 (vertical, 2021) | BCDA_25 (horizontal, 2021)","BCDA_25 (horizontal, 2021)",,horizontal,,3.3,5e-20,5.0000000000000005e-21,-19.30102999566398,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,3,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,1.0,0.17,5e-16,5.0000000000000005e-17,-15.301029995663981,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,4,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,2.0,0.31,2e-16,2e-17,-15.698970004336019,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,5,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,3.0,0.45,2e-16,2e-17,-15.698970004336019,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,6,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,4.0,0.59,2e-14,2e-15,-13.698970004336019,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,7,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,5.0,0.73,5e-16,5.0000000000000005e-17,-15.301029995663981,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,8,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,6.0,0.87,8e-13,8.000000000000001e-14,-12.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,9,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,7.0,1.01,3e-15,3e-16,-14.522878745280337,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,10,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,8.0,1.15,8e-16,8e-17,-15.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,11,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,9.0,1.29,4e-17,4e-18,-16.397940008672037,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,12,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,10.0,1.7,2e-20,2e-21,-19.69897000433602,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,13,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,11.0,2.5,5e-21,5e-22,-20.30102999566398,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,17,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,15.0,3.3,5e-21,5e-22,-20.30102999566398,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,21,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,1.0,0.15,5e-18,5e-19,-17.30102999566398,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,22,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,2.0,0.25,3e-20,3.0000000000000003e-21,-19.522878745280337,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,23,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,3.0,0.35,9e-20,9.000000000000001e-21,-19.045757490560675,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,24,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,4.0,0.45,8e-20,8e-21,-19.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,25,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,5.0,0.55,1e-13,1.0000000000000002e-14,-13.0,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,26,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,6.0,0.65,5e-20,5.0000000000000005e-21,-19.30102999566398,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,27,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,7.0,0.75,8e-20,8e-21,-19.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,28,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,8.0,0.85,9e-20,9.000000000000001e-21,-19.045757490560675,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,29,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,9.0,0.95,8e-20,8e-21,-19.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,30,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,10.0,1.05,2e-20,2e-21,-19.69897000433602,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,31,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,11.0,1.15,4e-20,4e-21,-19.397940008672037,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,32,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,12.0,1.25,2e-21,1.9999999999999999e-22,-20.69897000433602,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,33,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,13.0,1.7,5e-21,5e-22,-20.30102999566398,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,34,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,14.0,2.5,3e-21,3e-22,-20.522878745280337,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,35,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_32 (horizontal, 2024)",open,horizontal,15.0,3.3,3e-21,3e-22,-20.522878745280337,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,3,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,0.15,,0.0,,False
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,4,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,0.25,2e-17,2e-18,-16.69897000433602,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,5,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,0.35,8e-17,8e-18,-16.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,6,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,0.45,8e-17,8e-18,-16.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,7,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,0.55,8e-15,8.000000000000001e-16,-14.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,8,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,0.65,,0.0,,False
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,9,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,0.75,7e-15,7e-16,-14.154901959985743,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,10,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,0.85,4e-18,4.0000000000000004e-19,-17.397940008672037,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,11,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,0.95,6e-18,6e-19,-17.221848749616356,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,12,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,1.05,2e-15,2.0000000000000002e-16,-14.698970004336019,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,13,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,1.15,7e-16,7e-17,-15.154901959985743,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,14,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,1.25,9e-17,9e-18,-16.045757490560675,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,15,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,1.7,5e-17,5e-18,-16.30102999566398,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,16,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,3.3,8e-21,9.999999999999999e-23,-20.096910013008056,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,17,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,3.3,2e-21,1.9999999999999999e-22,-20.69897000433602,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,21,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,0.17,4e-20,4e-21,-19.397940008672037,True
cda_knowledge_base/measurements/permeability_pulse_tests/source_files/Permeability_CDA_all_2025.xlsx,2024,22,2024,"BCDA_32 (horizontal, 2024) | BCDA_33 (vertical, 2024)","BCDA_33 (vertical, 2024)",open,vertical,,0.31,8e-20,8e-21,-19.096910013008056,True
