run_id,run_kind,compared_series_count,compared_sensor_count,compared_edz_band_count,compared_rows_total,aggregate_taupe_trend_mae,aggregate_taupe_mae_rank,combined_active_objective,equal_series_mae,row_weighted_from_series_mae,equal_sensor_mae,equal_edz_band_mae,a3_only_equal_series_mae,a4_only_equal_series_mae,drop_worst_series_mae,trim_best_worst_series_mae,series_mae_min,series_mae_max,series_mae_range,series_mae_std,mean_delta_sign_agreement_fraction,mean_model_taupe_standardized_pearson,aggregate_row_weighted_rank,equal_series_rank,equal_sensor_rank,equal_edz_band_rank,a3_only_equal_series_rank,a4_only_equal_series_rank,drop_worst_series_rank,trim_best_worst_series_rank,rank_spread_across_weighting_modes,mean_rank_across_weighting_modes,worst_rank_across_weighting_modes
local_bracketed_002_length_0p013m_shift_1p125,local_smooth,12,2,6,1860,1.8642668268320768,52.0,3167.2098371738107,1.8642668268320772,1.8642668268320772,1.8642668268320772,1.8642668268320772,1.897310380668129,1.8312232729960254,1.6928010405504863,1.7610574462548407,1.0102369835069405,3.7503904759295774,2.740153492422637,1.015088421429248,0.6838709677419356,0.17419849497283443,52.0,52.0,52.0,52.0,21.0,43.0,51.0,51.0,31.0,46.75,52.0
broad_continuous_loop_001_001_length_0p015m,broad_continuous,12,2,6,1860,1.8639508565406715,51.0,3161.360041617328,1.8639508565406713,1.8639508565406713,1.8639508565406713,1.8639508565406713,1.8930498491500647,1.8348518639312779,1.6932482918793226,1.7615756813283727,1.009974397388819,3.741679067815507,2.731704670426688,1.0134692485823427,0.6849462365591398,0.17426072455027206,51.0,51.0,51.0,51.0,16.0,54.0,55.0,55.0,39.0,48.0,55.0
production_sampler_006_length_0p008m_shift_0p948,production_sampler,12,2,6,1860,1.863579606841212,49.0,3159.1421943189075,1.8635796068412118,1.863579606841212,1.863579606841212,1.8635796068412118,1.8980236787330442,1.8291355349493796,1.6922029757332382,1.7603650430738296,1.0105823023273246,3.748722549028923,2.7381402467015983,1.015401254958892,0.6849462365591398,0.1739515435046232,49.0,49.0,49.0,49.0,61.0,38.0,49.0,49.0,23.0,49.125,61.0
production_sampler_round3_003_length_0p008m_shift_0p934,production_sampler_round,12,2,6,1860,1.8638537845145453,50.0,3160.012660206409,1.8638537845145458,1.8638537845145458,1.8638537845145455,1.8638537845145455,1.8980400091138057,1.8296675599152854,1.6924947915747866,1.760689321933524,1.0105494879874104,3.748802706851895,2.738253218864485,1.0155390981178583,0.6849462365591398,0.1739620107400793,50.0,50.0,50.0,50.0,64.0,39.0,50.0,50.0,25.0,50.375,64.0
local_refined_001_length_0p013m,local_smooth,12,2,6,1860,1.8647922046546093,56.0,3159.6643814648755,1.8647922046546093,1.8647922046546093,1.8647922046546093,1.8647922046546095,1.8975546642197878,1.8320297450894307,1.6933082630695844,1.7616102895938919,1.010287997826508,3.7511155620898826,2.7408275642633746,1.0153937287866863,0.6838709677419356,0.17419753053739653,56.0,56.0,56.0,56.0,22.0,46.0,56.0,56.0,34.0,50.5,56.0
production_sampler_round5_001_length_0p009m_shift_0p933,production_sampler_round,12,2,6,1860,1.864423334960399,53.0,3159.915044111669,1.8644233349603994,1.864423334960399,1.8644233349603991,1.8644233349603991,1.8980469337417218,1.830799736179076,1.693053880944968,1.761308992443792,1.010502765956729,3.7494873291301407,2.7389845631734118,1.0156762112388784,0.6838709677419356,0.17400110646747002,53.0,53.0,53.0,53.0,65.0,40.0,52.0,52.0,25.0,52.625,65.0
production_sampler_round5_002_length_0p009m_shift_0p929,production_sampler_round,12,2,6,1860,1.8644443356140408,54.0,3160.191870096294,1.8644443356140412,1.8644443356140414,1.8644443356140412,1.8644443356140414,1.898060180959324,1.8308284902687584,1.6930715794104894,1.7613283192616742,1.010504180898644,3.7495446538531128,2.7390404729544686,1.0156861799069288,0.6838709677419356,0.1740025597836068,54.0,54.0,54.0,54.0,66.0,41.0,53.0,53.0,25.0,53.625,66.0
production_sampler_round5_004_length_0p009m_shift_0p913,production_sampler_round,12,2,6,1860,1.8644564459733604,55.0,3161.7621112225206,1.8644564459733604,1.8644564459733604,1.8644564459733606,1.8644564459733608,1.898025941337082,1.8308869506096386,1.693135628851882,1.7613977902451523,1.0105140149191754,3.7489854343096254,2.73847141939045,1.0157054529520415,0.6838709677419356,0.17395134980705237,55.0,55.0,55.0,55.0,62.0,42.0,54.0,54.0,20.0,54.0,62.0
broad_continuous_loop_001_003_length_0p010m,broad_continuous,12,2,6,1860,1.864829253502515,57.0,3157.702128613753,1.8648292535025153,1.8648292535025155,1.8648292535025153,1.8648292535025153,1.8978285554244347,1.8318299515805956,1.6935543552973977,1.7618720688575151,1.010377219696222,3.748853133758807,2.738475914062585,1.0158013345360122,0.6827956989247311,0.17404718933291116,57.0,57.0,57.0,57.0,53.0,45.0,57.0,57.0,12.0,55.0,57.0
optimizer_proposed_001_length_0p019m_shift_1p125,optimizer_proposed,12,2,6,1860,1.8656652164396208,61.0,3172.692798165477,1.8656652164396215,1.8656652164396215,1.8656652164396217,1.8656652164396215,1.8932222969693255,1.8381081359099172,1.694544342318287,1.7629196191088745,1.0107915744124107,3.7479948317743,2.737203257361889,1.0137225795686928,0.6849462365591398,0.17469845591920816,61.0,61.0,61.0,61.0,17.0,60.0,61.0,61.0,44.0,55.375,61.0
broad_continuous_001_003_length_0p021m,broad_continuous,12,2,6,1860,1.8661605527210643,62.0,3169.3095993832085,1.866160552721064,1.8661605527210638,1.866160552721064,1.866160552721064,1.8919364924990638,1.8403846129430645,1.6950005994947714,1.763345632011849,1.0115502743239946,3.748920038210283,2.7373697638862886,1.013312573305047,0.6849462365591398,0.17474651530155424,62.0,62.0,62.0,62.0,14.0,64.0,62.0,62.0,50.0,56.25,64.0
production_sampler_round3_004_length_0p010m_shift_0p950,production_sampler_round,12,2,6,1860,1.865036976653827,58.0,3158.96214224312,1.865036976653827,1.8650369766538277,1.8650369766538273,1.8650369766538273,1.897943023838183,1.8321309294694716,1.6937467260159342,1.762081674631487,1.0103972398604069,3.749229733670653,2.738832493810246,1.0159115619732062,0.6827956989247311,0.1740455151651137,58.0,58.0,58.0,58.0,58.0,47.0,58.0,58.0,11.0,56.625,58.0
local_bracketed_001_length_0p013m_shift_0p875,local_smooth,12,2,6,1860,1.8653369783151752,60.0,3167.3446884169725,1.8653369783151754,1.8653369783151752,1.8653369783151752,1.8653369783151754,1.8978866659414049,1.8327872906889457,1.6938137777304705,1.7621607872877003,1.0103436821581733,3.752092184746928,2.741748502588755,1.0157166902859331,0.6827956989247311,0.1741988274227749,60.0,60.0,60.0,60.0,55.0,49.0,59.0,59.0,11.0,57.75,60.0
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous,12,2,6,1860,1.8662205450787253,63.0,3165.332100478336,1.8662205450787253,1.8662205450787253,1.866220545078725,1.8662205450787248,1.893839139311216,1.8386019508462343,1.6953096784023316,1.763770358796498,1.010702874460668,3.746240078519055,2.735537204058387,1.0145091159761728,0.6838709677419356,0.17457070234417835,63.0,63.0,63.0,63.0,19.0,61.0,65.0,65.0,46.0,57.75,65.0
production_sampler_round5_003_length_0p010m_shift_0p926,production_sampler_round,12,2,6,1860,1.865136142757208,59.0,3160.4202326708323,1.8651361427572082,1.8651361427572082,1.8651361427572084,1.8651361427572084,1.898003966448454,1.8322683190659628,1.6938373956291075,1.7621804191985304,1.0104071599348765,3.749422361166316,2.7390152012314397,1.015966450779893,0.6827956989247311,0.17404465175936648,59.0,59.0,59.0,59.0,60.0,48.0,60.0,60.0,12.0,58.0,60.0
local_refined_002_length_0p019m,local_smooth,12,2,6,1860,1.866222894502052,64.0,3164.958854077439,1.8662228945020523,1.8662228945020523,1.8662228945020518,1.8662228945020518,1.8937333015839373,1.8387124874201672,1.6951200149956684,1.7635490225992574,1.0108299389597797,3.7483545690722697,2.73752463011249,1.0140946119931196,0.6849462365591398,0.17468357090726572,64.0,64.0,64.0,64.0,18.0,62.0,64.0,64.0,46.0,58.0,64.0
broad_continuous_001_002_length_0p022m_shift_0p998,broad_continuous,12,2,6,1860,1.8662999903870323,65.0,3169.3006202009697,1.8662999903870328,1.8662999903870328,1.8662999903870325,1.8662999903870325,1.8921843330168968,1.8404156477571683,1.6950971611074517,1.7634539505127491,1.0115292670544762,3.7495311124624218,2.7380018454079456,1.0134703007509314,0.6849462365591398,0.1747748933855565,65.0,65.0,65.0,65.0,15.0,65.0,63.0,63.0,50.0,58.25,65.0
optimizer_proposed_002_length_0p019m_shift_0p875,optimizer_proposed,12,2,6,1860,1.866755119678178,66.0,3172.373457220063,1.8667551196781782,1.8667551196781782,1.8667551196781782,1.8667551196781782,1.8944349765718023,1.8390752627845544,1.6956490734560221,1.764131553226197,1.0108242757542742,3.748921628121892,2.7380973523676175,1.0144735456877938,0.6849462365591398,0.17466258327618409,66.0,66.0,66.0,66.0,20.0,63.0,66.0,66.0,46.0,59.875,66.0
