observation_id,source_sheet,campaign_year,block_label,normalized_segment_label,borehole_depth_m,target_status,usable_for_current_ogs_fit,used_in_objective,observed_permeability_m2,observed_log10_permeability_m2,log10_sigma,segment_tangent_x,segment_tangent_y,selected_cell_ids,prediction_note,predicted_permeability_m2,predicted_log10_permeability_m2,prediction_cell_count,log10_residual_pred_minus_obs,normalized_residual,unweighted_objective_contribution,duplicate_group_key,duplicate_count,objective_weight,objective_contribution
perm_0104,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,3.3,missing_segment_geometry,False,False,5e-21,-20.30102999566398,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0105,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.15,missing_segment_geometry,False,False,6e-18,-17.221848749616356,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0106,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.25,missing_segment_geometry,False,False,3e-18,-17.522878745280337,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0107,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.35,missing_segment_geometry,False,False,6e-15,-14.221848749616356,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0108,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.45,missing_segment_geometry,False,False,7e-17,-16.154901959985743,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0109,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.55,missing_segment_geometry,False,False,1e-19,-19.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0110,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.65,missing_segment_geometry,False,False,2e-20,-19.69897000433602,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0111,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.75,missing_segment_geometry,False,False,1e-20,-20.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0112,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.85,missing_segment_geometry,False,False,2e-20,-19.69897000433602,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0113,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.95,missing_segment_geometry,False,False,6e-20,-19.22184874961636,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0114,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,1.05,missing_segment_geometry,False,False,5e-20,-19.30102999566398,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0115,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,1.15,missing_segment_geometry,False,False,6e-21,-20.22184874961636,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0116,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,1.25,missing_segment_geometry,False,False,1e-20,-20.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0117,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,1.7,missing_segment_geometry,False,False,8e-21,-20.096910013008056,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0118,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,2.5,missing_segment_geometry,False,False,8e-21,-20.096910013008056,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0119,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,3.3,missing_segment_geometry,False,False,6e-21,-20.22184874961636,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0120,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.15,missing_segment_geometry,False,False,1e-13,-13.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0121,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.25,missing_segment_geometry,False,False,1e-13,-13.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0122,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.35,missing_segment_geometry,False,False,1e-13,-13.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0123,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.45,missing_segment_geometry,False,False,1e-13,-13.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0124,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.55,missing_segment_geometry,False,False,1e-14,-14.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0125,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.65,missing_segment_geometry,False,False,1e-15,-15.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0126,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.75,missing_segment_geometry,False,False,5e-17,-16.30102999566398,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0127,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.85,missing_segment_geometry,False,False,4e-20,-19.39794000867204,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0128,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.95,missing_segment_geometry,False,False,1e-20,-20.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0129,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,1.05,missing_segment_geometry,False,False,8e-21,-20.096910013008056,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0130,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,1.15,missing_segment_geometry,False,False,1e-20,-20.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0131,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,1.25,missing_segment_geometry,False,False,5e-22,-21.30102999566398,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0132,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,1.7,missing_segment_geometry,False,False,6e-21,-20.22184874961636,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0133,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,2.5,missing_segment_geometry,False,False,5e-21,-20.30102999566398,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0134,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,3.3,missing_segment_geometry,False,False,2e-21,-20.69897000433602,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0135,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.15,missing_segment_geometry,False,False,8e-17,-16.096910013008056,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0136,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.25,missing_segment_geometry,False,False,1e-18,-18.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0137,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.35,missing_segment_geometry,False,False,2e-19,-18.69897000433602,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0138,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.45,missing_segment_geometry,False,False,6e-20,-19.22184874961636,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0139,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.55,missing_segment_geometry,False,False,4e-20,-19.39794000867204,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0140,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.65,missing_segment_geometry,False,False,3e-20,-19.522878745280337,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0141,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.75,missing_segment_geometry,False,False,1e-21,-21.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0142,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.85,missing_segment_geometry,False,False,2e-20,-19.69897000433602,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0143,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.95,missing_segment_geometry,False,False,9e-20,-19.045757490560675,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0144,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,1.05,missing_segment_geometry,False,False,1e-20,-20.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0145,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,1.15,missing_segment_geometry,False,False,1e-20,-20.0,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0146,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,1.25,missing_segment_geometry,False,False,2e-20,-19.69897000433602,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0147,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,1.7,missing_segment_geometry,False,False,2e-20,-19.69897000433602,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0148,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,2.5,missing_segment_geometry,False,False,8e-17,-16.096910013008056,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0149,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,3.3,missing_segment_geometry,False,False,5e-20,-19.30102999566398,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0150,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.17,mapped_inside_mesh,True,True,5e-16,-15.30102999566398,0.5,-0.960117289869176,-0.2795975495140628,136.0,,4.999999999999997e-17,-16.30102999566398,1,-1.0000000000000018,-2.0000000000000036,2.000000000000007,2024|BCD-A32|0.17|-15.30103,2,0.5,1.0000000000000036
perm_0151,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.31,mapped_inside_mesh,True,True,2e-16,-15.69897000433602,0.5,-0.960117289869176,-0.2795975495140628,8051.0,,2.449489742783167e-18,-17.61092437480818,1,-1.911954370472161,-3.823908740944322,7.3111390295351955,2024|BCD-A32|0.31|-15.69897,2,0.5,3.6555695147675977
perm_0152,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.45,mapped_inside_mesh,True,True,2e-16,-15.69897000433602,0.5,-0.960117289869176,-0.2795975495140628,8371.0,,4.000000000000005e-18,-17.397940008672037,1,-1.698970004336017,-3.397940008672034,5.772998151267051,2024|BCD-A32|0.45|-15.69897,2,0.5,2.8864990756335254
perm_0153,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.59,mapped_inside_mesh,True,True,2e-14,-13.69897000433602,0.5,-0.960117289869176,-0.2795975495140628,3542.0,,4.472135954999575e-14,-13.34948500216801,1,0.34948500216801115,0.6989700043360223,0.24427953348074952,2024|BCD-A32|0.59|-13.69897,2,0.5,0.12213976674037476
perm_0154,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.73,mapped_inside_mesh,True,True,5e-16,-15.30102999566398,0.5,-0.960117289869176,-0.2795975495140628,6191.0,,5.000000000000014e-18,-17.30102999566398,1,-2.0000000000000018,-4.0000000000000036,8.000000000000014,2024|BCD-A32|0.73|-15.30103,2,0.5,4.000000000000007
perm_0155,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.87,mapped_inside_mesh,True,True,8e-13,-12.096910013008056,0.5,-0.960117289869176,-0.2795975495140628,4648.0,,2.683281572999753e-16,-15.571333751784366,1,-3.4744237387763093,-6.948847477552619,24.143240633144696,2024|BCD-A32|0.87|-12.09691001,2,0.5,12.071620316572348
perm_0156,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,1.01,mapped_inside_mesh,True,True,3e-15,-14.522878745280336,0.5,-0.960117289869176,-0.2795975495140628,7188.0,,1.549193338482964e-17,-16.809894379144197,1,-2.287015633863861,-4.574031267727722,10.460881019075437,2024|BCD-A32|1.01|-14.52287875,2,0.5,5.230440509537718
perm_0157,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,1.15,mapped_inside_mesh,True,True,8e-16,-15.096910013008056,0.5,-0.960117289869176,-0.2795975495140628,5040.0,,5.656854249492349e-18,-17.24742501084005,1,-2.150514997831994,-4.301029995663988,9.249429511800685,2024|BCD-A32|1.15|-15.09691001,2,0.5,4.624714755900342
perm_0158,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,1.29,mapped_inside_mesh,True,True,4e-17,-16.397940008672037,0.5,-0.960117289869176,-0.2795975495140628,5896.0,,2.828427124746192e-19,-18.548455006504028,1,-2.1505149978319906,-4.301029995663981,9.249429511800653,2024|BCD-A32|1.29|-16.39794001,2,0.5,4.624714755900326
perm_0159,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,1.7,mapped_inside_mesh,True,True,2e-20,-19.69897000433602,0.5,-0.960117289869176,-0.2795975495140628,4298.0,,9.999999999999962e-21,-20.0,1,-0.30102999566398125,-0.6020599913279625,0.18123811657891314,2024|BCD-A32|1.7|-19.69897,2,0.5,0.09061905828945657
perm_0160,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,2.5,mapped_inside_mesh,True,True,5e-21,-20.30102999566398,0.5,-0.960117289869176,-0.2795975495140628,5948.0,,3.872983346207419e-21,-20.41195437047216,1,-0.11092437480817807,-0.22184874961635614,0.02460843385317034,2024|BCD-A32|2.5|-20.30103,2,0.5,0.01230421692658517
perm_0161,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,3.3,mapped_inside_mesh,True,True,5e-21,-20.30102999566398,0.5,-0.960117289869176,-0.2795975495140628,3671.0,,3.872983346207409e-21,-20.41195437047216,1,-0.11092437480817807,-0.22184874961635614,0.02460843385317034,2024|BCD-A32|3.3|-20.30103,1,1.0,0.02460843385317034
perm_0162,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.15,mapped_inside_mesh,True,True,5e-18,-17.30102999566398,0.5,-0.960117289869176,-0.2795975495140628,136.0,,4.999999999999997e-17,-16.30102999566398,1,1.0,2.0,2.0,2024|BCD-A32|0.15|-17.30103,1,1.0,2.0
perm_0163,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.25,mapped_inside_mesh,True,True,3e-20,-19.522878745280337,0.5,-0.960117289869176,-0.2795975495140628,8051.0,,2.449489742783167e-18,-17.61092437480818,1,1.9119543704721558,3.8239087409443115,7.311139029535155,2024|BCD-A32|0.25|-19.52287875,1,1.0,7.311139029535155
perm_0164,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.35,mapped_inside_mesh,True,True,9e-20,-19.045757490560675,0.5,-0.960117289869176,-0.2795975495140628,6995.0,,9.000000000000006e-20,-19.045757490560675,1,0.0,0.0,0.0,2024|BCD-A32|0.35|-19.04575749,1,1.0,0.0
perm_0165,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.45,mapped_inside_mesh,True,True,8e-20,-19.096910013008056,0.5,-0.960117289869176,-0.2795975495140628,8371.0,,4.000000000000005e-18,-17.397940008672037,1,1.6989700043360187,3.3979400086720375,5.772998151267063,2024|BCD-A32|0.45|-19.09691001,1,1.0,5.772998151267063
perm_0166,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.55,mapped_inside_mesh,True,True,1e-13,-13.0,0.5,-0.960117289869176,-0.2795975495140628,3542.0,,4.472135954999575e-14,-13.34948500216801,1,-0.3494850021680094,-0.6989700043360187,0.24427953348074705,2024|BCD-A32|0.55|-13.0,1,1.0,0.24427953348074705
perm_0167,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.65,mapped_inside_mesh,True,True,5e-20,-19.30102999566398,0.5,-0.960117289869176,-0.2795975495140628,6191.0,,5.000000000000014e-18,-17.30102999566398,1,2.0,4.0,8.0,2024|BCD-A32|0.65|-19.30103,1,1.0,8.0
perm_0168,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.75,mapped_inside_mesh,True,True,8e-20,-19.096910013008056,0.5,-0.960117289869176,-0.2795975495140628,5292.0,,8.000000000000027e-20,-19.096910013008056,1,0.0,0.0,0.0,2024|BCD-A32|0.75|-19.09691001,1,1.0,0.0
perm_0169,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.85,mapped_inside_mesh,True,True,9e-20,-19.045757490560675,0.5,-0.960117289869176,-0.2795975495140628,4648.0,,2.683281572999753e-16,-15.571333751784366,1,3.4744237387763093,6.948847477552619,24.143240633144696,2024|BCD-A32|0.85|-19.04575749,1,1.0,24.143240633144696
perm_0170,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,0.95,mapped_inside_mesh,True,True,8e-20,-19.096910013008056,0.5,-0.960117289869176,-0.2795975495140628,7188.0,,1.549193338482964e-17,-16.809894379144197,1,2.2870156338638594,4.574031267727719,10.460881019075421,2024|BCD-A32|0.95|-19.09691001,1,1.0,10.460881019075421
perm_0171,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,1.05,mapped_inside_mesh,True,True,2e-20,-19.69897000433602,0.5,-0.960117289869176,-0.2795975495140628,5046.0,,2.0000000000000032e-20,-19.69897000433602,1,0.0,0.0,0.0,2024|BCD-A32|1.05|-19.69897,1,1.0,0.0
perm_0172,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,1.15,mapped_inside_mesh,True,True,4e-20,-19.39794000867204,0.5,-0.960117289869176,-0.2795975495140628,5040.0,,5.656854249492349e-18,-17.24742501084005,1,2.1505149978319906,4.301029995663981,9.249429511800653,2024|BCD-A32|1.15|-19.39794001,1,1.0,9.249429511800653
perm_0173,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,1.25,mapped_inside_mesh,True,True,2e-21,-20.69897000433602,0.5,-0.960117289869176,-0.2795975495140628,5896.0,,2.828427124746192e-19,-18.548455006504028,1,2.1505149978319906,4.301029995663981,9.249429511800653,2024|BCD-A32|1.25|-20.69897,1,1.0,9.249429511800653
perm_0174,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,1.7,mapped_inside_mesh,True,True,5e-21,-20.30102999566398,0.5,-0.960117289869176,-0.2795975495140628,4298.0,,9.999999999999962e-21,-20.0,1,0.30102999566398125,0.6020599913279625,0.18123811657891314,2024|BCD-A32|1.7|-20.30103,1,1.0,0.18123811657891314
perm_0175,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,2.5,mapped_inside_mesh,True,True,3e-21,-20.522878745280337,0.5,-0.960117289869176,-0.2795975495140628,5948.0,,3.872983346207419e-21,-20.41195437047216,1,0.11092437480817807,0.22184874961635614,0.02460843385317034,2024|BCD-A32|2.5|-20.52287875,1,1.0,0.02460843385317034
perm_0176,2024,2024,"BCDA_32 (horizontal, 2024)",BCD-A32,3.3,mapped_inside_mesh,True,True,3e-21,-20.522878745280337,0.5,-0.960117289869176,-0.2795975495140628,3671.0,,3.872983346207409e-21,-20.41195437047216,1,0.11092437480817807,0.22184874961635614,0.02460843385317034,2024|BCD-A32|3.3|-20.52287875,1,1.0,0.02460843385317034
perm_0177,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.15,not_usable_missing_or_nonpositive_permeability,False,False,,,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0178,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.25,mapped_inside_mesh,True,True,2e-17,-16.69897000433602,0.5,0.3326580112574697,-0.9430475319655024,4096.0,,1.264911064067352e-18,-17.897940008672037,1,-1.1989700043360187,-2.3979400086720375,2.8750581425950257,2024|BCD-A33|0.25|-16.69897,2,0.5,1.4375290712975128
perm_0179,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.35,mapped_inside_mesh,True,True,8e-17,-16.096910013008056,0.5,0.3326580112574697,-0.9430475319655024,9359.0,,8.000000000000031e-17,-16.096910013008056,1,0.0,0.0,0.0,2024|BCD-A33|0.35|-16.09691001,2,0.5,0.0
perm_0180,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.45,mapped_inside_mesh,True,True,8e-17,-16.096910013008056,0.5,0.3326580112574697,-0.9430475319655024,3600.0,,2.5298221281346975e-18,-17.596910013008056,1,-1.5,-3.0,4.5,2024|BCD-A33|0.45|-16.09691001,2,0.5,2.25
perm_0181,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.55,mapped_inside_mesh,True,True,8e-15,-14.096910013008056,0.5,0.3326580112574697,-0.9430475319655024,8057.0,,2.828427124746195e-18,-17.548455006504028,1,-3.451544993495972,-6.903089986991944,23.82632568425422,2024|BCD-A33|0.55|-14.09691001,2,0.5,11.91316284212711
perm_0182,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.65,not_usable_missing_or_nonpositive_permeability,False,False,,,0.5,,,,no cell mapping available,,,0,,,,,0,0.0,
perm_0183,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.75,mapped_inside_mesh,True,True,7e-15,-14.154901959985745,0.5,0.3326580112574697,-0.9430475319655024,6194.0,,6.999999999999975e-15,-14.154901959985745,1,0.0,0.0,0.0,2024|BCD-A33|0.75|-14.15490196,2,0.5,0.0
perm_0184,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.85,mapped_inside_mesh,True,True,4e-18,-17.397940008672037,0.5,0.3326580112574697,-0.9430475319655024,4649.0,,3.9999999999999883e-19,-18.397940008672037,1,-1.0,-2.0,2.0,2024|BCD-A33|0.85|-17.39794001,2,0.5,1.0
perm_0185,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.95,mapped_inside_mesh,True,True,6e-18,-17.221848749616356,0.5,0.3326580112574697,-0.9430475319655024,4650.0,,2.4494897427831755e-19,-18.610924374808178,1,-1.389075625191822,-2.778151250383644,3.859062185004102,2024|BCD-A33|0.95|-17.22184875,2,0.5,1.929531092502051
perm_0186,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,1.05,mapped_inside_mesh,True,True,2e-15,-14.69897000433602,0.5,0.3326580112574697,-0.9430475319655024,5034.0,,1.9999999999999962e-15,-14.698970004336019,1,1.7763568394002505e-15,3.552713678800501e-15,6.310887241768095e-30,2024|BCD-A33|1.05|-14.69897,2,0.5,3.1554436208840472e-30
perm_0187,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,1.15,mapped_inside_mesh,True,True,7e-16,-15.154901959985745,0.5,0.3326580112574697,-0.9430475319655024,5030.0,,7.93725393319375e-18,-17.10032972527321,1,-1.945427765287464,-3.890855530574928,7.569378379902753,2024|BCD-A33|1.15|-15.15490196,2,0.5,3.7846891899513766
perm_0188,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,1.25,mapped_inside_mesh,True,True,9e-17,-16.045757490560675,0.5,0.3326580112574697,-0.9430475319655024,5749.0,,2.323790007724439e-18,-17.63380312008852,1,-1.5880456295278442,-3.1760912590556885,5.043777842924974,2024|BCD-A33|1.25|-16.04575749,2,0.5,2.521888921462487
perm_0189,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,1.7,mapped_inside_mesh,True,True,5e-17,-16.30102999566398,0.5,0.3326580112574697,-0.9430475319655024,4317.0,,4.47213595499956e-19,-18.349485002168013,1,-2.0484550065040317,-4.096910013008063,8.392335827342865,2024|BCD-A33|1.7|-16.30103,2,0.5,4.196167913671433
perm_0190,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,3.3,mapped_inside_mesh,True,True,8e-21,-20.096910013008056,0.5,0.3326580112574697,-0.9430475319655024,3864.0,,4.0000000000000034e-21,-20.397940008672037,1,-0.30102999566398125,-0.6020599913279625,0.18123811657891314,2024|BCD-A33|3.3|-20.09691001,2,0.5,0.09061905828945657
perm_0191,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,3.3,mapped_inside_mesh,True,True,2e-21,-20.69897000433602,0.5,0.3326580112574697,-0.9430475319655024,3864.0,,4.0000000000000034e-21,-20.397940008672037,1,0.30102999566398125,0.6020599913279625,0.18123811657891314,2024|BCD-A33|3.3|-20.69897,1,1.0,0.18123811657891314
perm_0192,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.17,mapped_inside_mesh,True,True,4e-20,-19.39794000867204,0.5,0.3326580112574697,-0.9430475319655024,1781.0,,3.999999999999952e-20,-19.39794000867204,1,0.0,0.0,0.0,2024|BCD-A33|0.17|-19.39794001,1,1.0,0.0
perm_0193,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.31,mapped_inside_mesh,True,True,8e-20,-19.096910013008056,0.5,0.3326580112574697,-0.9430475319655024,4096.0,,1.264911064067352e-18,-17.897940008672037,1,1.1989700043360187,2.3979400086720375,2.8750581425950257,2024|BCD-A33|0.31|-19.09691001,1,1.0,2.8750581425950257
perm_0194,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.45,mapped_inside_mesh,True,True,8e-20,-19.096910013008056,0.5,0.3326580112574697,-0.9430475319655024,3600.0,,2.5298221281346975e-18,-17.596910013008056,1,1.5,3.0,4.5,2024|BCD-A33|0.45|-19.09691001,1,1.0,4.5
perm_0195,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.59,mapped_inside_mesh,True,True,1e-21,-21.0,0.5,0.3326580112574697,-0.9430475319655024,8057.0,,2.828427124746195e-18,-17.548455006504028,1,3.451544993495972,6.903089986991944,23.82632568425422,2024|BCD-A33|0.59|-21.0,1,1.0,23.82632568425422
perm_0196,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.73,mapped_inside_mesh,True,True,8e-20,-19.096910013008056,0.5,0.3326580112574697,-0.9430475319655024,3539.0,,7.999999999999971e-20,-19.096910013008056,1,0.0,0.0,0.0,2024|BCD-A33|0.73|-19.09691001,1,1.0,0.0
perm_0197,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,0.87,mapped_inside_mesh,True,True,4e-20,-19.39794000867204,0.5,0.3326580112574697,-0.9430475319655024,4649.0,,3.9999999999999883e-19,-18.397940008672037,1,1.0000000000000036,2.000000000000007,2.000000000000014,2024|BCD-A33|0.87|-19.39794001,1,1.0,2.000000000000014
perm_0198,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,1.01,mapped_inside_mesh,True,True,1e-20,-20.0,0.5,0.3326580112574697,-0.9430475319655024,4650.0,,2.4494897427831755e-19,-18.610924374808178,1,1.389075625191822,2.778151250383644,3.859062185004102,2024|BCD-A33|1.01|-20.0,1,1.0,3.859062185004102
perm_0199,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,1.15,mapped_inside_mesh,True,True,9e-20,-19.045757490560675,0.5,0.3326580112574697,-0.9430475319655024,5030.0,,7.93725393319375e-18,-17.10032972527321,1,1.9454277652874659,3.8908555305749317,7.5693783799027665,2024|BCD-A33|1.15|-19.04575749,1,1.0,7.5693783799027665
perm_0200,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,1.29,mapped_inside_mesh,True,True,6e-20,-19.22184874961636,0.5,0.3326580112574697,-0.9430475319655024,5749.0,,2.323790007724439e-18,-17.63380312008852,1,1.5880456295278407,3.1760912590556813,5.043777842924952,2024|BCD-A33|1.29|-19.22184875,1,1.0,5.043777842924952
perm_0201,2024,2024,"BCDA_33 (vertical, 2024)",BCD-A33,1.7,mapped_inside_mesh,True,True,4e-21,-20.39794000867204,0.5,0.3326580112574697,-0.9430475319655024,4317.0,,4.47213595499956e-19,-18.349485002168013,1,2.048455006504028,4.096910013008056,8.392335827342835,2024|BCD-A33|1.7|-20.39794001,1,1.0,8.392335827342835
