measurement,source_path,filename,extension,kind,size_bytes,sha1,provenance,pages,slides,sheets,members,lines,total_uncompressed_bytes,extension_counts,keywords,extract_path,zip_member_csv,potential_missing_loose_members,first_lines,error
bedding_geology_structure,cda_knowledge_base/measurements/bedding_geology_structure/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,2025-09-05_Ziefle_et_al_2023_Characterization.pdf,.pdf,pdf,5379938,48e0d2ad79f614f583c54ac2501eb561d507c101,cda_knowledge_base/attachments/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,14,,,,,,,ERT; NMR; Taupe; TDR; suction; humidity; relative humidity; permeability; bedding; fault; fracture; water content; saturation; pressure; piezometer; extensometer; laser; CD-A; niche,cda_knowledge_base/measurements/bedding_geology_structure/derived_files/deep_source_pass/extracted_text/2025-09-05_Ziefle_et_al_2023_Characterization_083fc8f3.pdf.txt,,,--- Page 1 --- | International Journal of Rock Mechanics & Mining Sciences 174 (2024) 105624 | Available online 13 January 2024 | 1365-1609/© 2024 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY-NC license ( http://creativecommons.org/licenses/by- | nc/4.0/). | Contents lists available at ScienceDirect | International Journal of Rock Mechanics and Mining Sciences | journal homepage: www.elsevier.com/locate/ijrmms,
bedding_geology_structure,cda_knowledge_base/measurements/bedding_geology_structure/source_files/Perm_Sec_4-3_Ziefle_et_al_2023_Characterization.pdf,Perm_Sec_4-3_Ziefle_et_al_2023_Characterization.pdf,.pdf,pdf,5379938,48e0d2ad79f614f583c54ac2501eb561d507c101,cda_knowledge_base/file_transfers/collected/2025-12-03_cda_data/Perm_Sec_4-3_Ziefle_et_al_2023_Characterization.pdf,14,,,,,,,ERT; NMR; Taupe; TDR; suction; humidity; relative humidity; permeability; bedding; fault; fracture; water content; saturation; pressure; piezometer; extensometer; laser; CD-A; niche,cda_knowledge_base/measurements/bedding_geology_structure/derived_files/deep_source_pass/extracted_text/Perm_Sec_4-3_Ziefle_et_al_2023_Characterization_47842a2a.pdf.txt,,,--- Page 1 --- | International Journal of Rock Mechanics & Mining Sciences 174 (2024) 105624 | Available online 13 January 2024 | 1365-1609/© 2024 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY-NC license ( http://creativecommons.org/licenses/by- | nc/4.0/). | Contents lists available at ScienceDirect | International Journal of Rock Mechanics and Mining Sciences | journal homepage: www.elsevier.com/locate/ijrmms,
bedding_geology_structure,cda_knowledge_base/measurements/bedding_geology_structure/source_files/bedding_angle_ERT.png,bedding_angle_ERT.png,.png,png,583796,d17e763677905eeea680527e242045fdbdfe1571,cda_knowledge_base/file_transfers/collected/2025-12-03_cda_data/bedding_angle_ERT.png,,,,,,,,,,,,,
bedding_geology_structure,cda_knowledge_base/measurements/bedding_geology_structure/source_files/bedding_page_4_Ziefle_GETE_2022.pdf,bedding_page_4_Ziefle_GETE_2022.pdf,.pdf,pdf,8977440,d19a7c645c1de06d9d0715f10a812972d1981733,cda_knowledge_base/file_transfers/collected/2025-12-03_cda_data/bedding_page_4_Ziefle_GETE_2022.pdf,18,,,,,,,ERT; Taupe; TDR; humidity; relative humidity; permeability; bedding; fault; fracture; water content; saturation; pressure; piezometer; extensometer; laser; OGS; CD-A; niche,cda_knowledge_base/measurements/bedding_geology_structure/derived_files/deep_source_pass/extracted_text/bedding_page_4_Ziefle_GETE_2022_301223fe.pdf.txt,,,--- Page 1 --- | Geomechanics for Energy and the Environment 31 (2022) 100325 | Contents lists available at ScienceDirect | Geomechanics for Energy and the Environment | journal homepage: www.elsevier.com/locate/gete | Multi-disciplinary investigation of the hydraulic-mechanically driven | convergence behaviour: CD-A twin niches in the Mont Terri Rock | Laboratory during the first year,
