--- Sheet: OT_RH8 ---
time8	RH8
2021-12-16T00:00:00	96.1752121153846
2021-12-17T00:00:00	96.1679792176385
2021-12-18T00:00:00	96.1654018958334
2021-12-19T00:00:00	96.1647516180554
2021-12-20T00:00:00	96.1685237083335
2021-12-21T00:00:00	96.1724953402777
2021-12-22T00:00:00	96.1710669513891
2021-12-23T00:00:00	96.1881298194443
2021-12-24T00:00:00	96.2104689305554
2021-12-25T00:00:00	96.2193812777774
2021-12-26T00:00:00	96.2189916666662
2021-12-27T00:00:00	96.2168588047254
2021-12-28T00:00:00	96.2174072638889
2021-12-29T00:00:00	96.2054958958334
2021-12-30T00:00:00	96.1931610138889
2021-12-31T00:00:00	96.1873583055555
2022-01-01T00:00:00	96.1879574444446
2022-01-02T00:00:00	96.1983876944443
2022-01-03T00:00:00	96.2040908484008
2022-01-04T00:00:00	96.207164486111
2022-01-05T00:00:00	96.1984794375
2022-01-06T00:00:00	96.1945379861114
2022-01-07T00:00:00	96.1967374652779
2022-01-08T00:00:00	96.2022043333334
2022-01-10T00:00:00	96.193352481203
2022-01-11T00:00:00	96.1844912152775
2022-01-12T00:00:00	96.1729526319446
2022-01-13T00:00:00	96.1677266388888
2022-01-14T00:00:00	96.1693082569442
