--- Sheet: OT_RH6 ---
time6	RH6
2021-12-16T00:00:00	94.9358079807692
2021-12-17T00:00:00	94.930435889047
2021-12-18T00:00:00	94.9236847152779
2021-12-19T00:00:00	94.9205701597224
2021-12-20T00:00:00	94.9266906180555
2021-12-21T00:00:00	94.9311979166666
2021-12-22T00:00:00	94.9304167847225
2021-12-23T00:00:00	94.984000590278
2021-12-24T00:00:00	94.9882577361112
2021-12-25T00:00:00	94.9611685763888
2021-12-26T00:00:00	94.9404787777776
2021-12-27T00:00:00	94.9368420500347
2021-12-28T00:00:00	94.9346958819445
2021-12-29T00:00:00	94.9127159444444
2021-12-30T00:00:00	94.8939813888891
2021-12-31T00:00:00	94.8823658749998
2022-01-01T00:00:00	94.8836634791669
2022-01-02T00:00:00	94.9082144097222
2022-01-03T00:00:00	94.8873059874823
2022-01-04T00:00:00	94.8694854166668
2022-01-05T00:00:00	94.8337838680556
2022-01-06T00:00:00	94.8006917361111
2022-01-07T00:00:00	94.7848344166667
2022-01-08T00:00:00	94.7864167777778
2022-01-10T00:00:00	94.7109558834585
2022-01-11T00:00:00	94.6902895416665
2022-01-12T00:00:00	94.6680337430559
2022-01-13T00:00:00	94.659331111111
2022-01-14T00:00:00	94.6660300694443
