--- Sheet: OT_RH5 ---
time5	RH5
2022-01-11T00:00:00	95.9927206227757
2022-01-12T00:00:00	95.9883782001388
2022-01-13T00:00:00	95.9842785763891
2022-01-14T00:00:00	95.9888554485776
2022-01-15T00:00:00	95.9899083457403
2022-01-16T00:00:00	95.98534781098
2022-01-17T00:00:00	95.9769734885338
2022-01-18T00:00:00	95.9521854236113
2022-01-19T00:00:00	95.9456927986111
2022-01-20T00:00:00	95.9317196805555
2022-01-21T00:00:00	95.9128018194444
2022-01-22T00:00:00	95.9161777013887
2022-01-23T00:00:00	95.9037627500001
2022-01-24T00:00:00	95.8858101944443
2022-01-25T00:00:00	95.8842127013889
2022-01-26T00:00:00	95.8807016597223
2022-01-27T00:00:00	95.8558708402779
2022-01-28T00:00:00	95.8458587458745
2022-01-31T00:00:00	95.7964217866667
2022-03-03T00:00:00	95.2788866666667
2022-03-04T00:00:00	95.2407
2022-03-05T00:00:00	95.23385875
2022-03-06T00:00:00	95.2306607142857
2022-03-07T00:00:00	95.20321
2022-03-16T00:00:00	95.0422375
2022-03-17T00:00:00	95.0232275
2022-03-19T00:00:00	94.98873
2022-03-20T00:00:00	94.97115
2022-03-21T00:00:00	94.96535
