observation_id,source_sheet,campaign_year,block_label,normalized_segment_label,borehole_depth_m,target_status,usable_for_current_ogs_fit,used_in_objective,observed_log10_permeability_m2,predicted_log10_permeability_m2,log10_residual_pred_minus_obs,abs_log10_residual,normalized_residual,objective_weight,duplicate_count,prediction_cell_count,selected_cell_ids,selected_material_ids,support_cell_count,support_cell_ids,support_material_ids,current_log10_prediction_from_cells,configured_scalar_feasible_log10_min,configured_scalar_feasible_log10_max,configured_scalar_min_multiplier_min,configured_scalar_max_multiplier_min,configured_scalar_max_multiplier_max,configured_scalar_feasibility_status,headroom_up_log10_from_current,headroom_down_log10_from_current,residual_band,residual_sign,recommended_next_action
perm_0045,2024_CT,2024,BCDA_35,BCD-A35,0.87,mapped_outside_mesh,False,False,-19.39794000867204,-18.898010227571955,0.4999297811000858,0.4999297811000858,0.9998595622001716,0.0,0,1,5763.0,,1.0,5763,0,-18.898010227571955,-21.631372222537173,-12.029312231209211,0.0018477278510350686,7390911.404140271,7390911.404140271,observed_inside_configured_scalar_range,6.868697996362744,2.733361994965218,abs_lt_0p5_log10,overpredicts_observation,locally_consistent_under_current_log10_sigma
perm_0046,2024_CT,2024,BCDA_35,BCD-A35,1.01,mapped_outside_mesh,False,False,-20.0,-18.898010227571955,1.1019897724280447,1.1019897724280447,2.2039795448560895,0.0,0,1,5763.0,,1.0,5763,0,-18.898010227571955,-21.631372222537173,-12.029312231209211,0.0018477278510350686,7390911.404140271,7390911.404140271,observed_inside_configured_scalar_range,6.868697996362744,2.733361994965218,abs_1_to_2_log10,overpredicts_observation,review support_geometry_gas_to_water_conversion_or_uncertainty_before_more_ogs
perm_0047,2024_CT,2024,BCDA_35,BCD-A35,1.15,mapped_outside_mesh,False,False,-19.045757490560675,-18.898010227571955,0.14774726298871954,0.14774726298871954,0.2954945259774391,0.0,0,1,5763.0,,1.0,5763,0,-18.898010227571955,-21.631372222537173,-12.029312231209211,0.0018477278510350686,7390911.404140271,7390911.404140271,observed_inside_configured_scalar_range,6.868697996362744,2.733361994965218,abs_lt_0p5_log10,overpredicts_observation,locally_consistent_under_current_log10_sigma
perm_0048,2024_CT,2024,BCDA_35,BCD-A35,1.29,mapped_outside_mesh,False,False,-19.22184874961636,-18.898010227571955,0.32383852204440444,0.32383852204440444,0.6476770440888089,0.0,0,1,5763.0,,1.0,5763,0,-18.898010227571955,-21.631372222537173,-12.029312231209211,0.0018477278510350686,7390911.404140271,7390911.404140271,observed_inside_configured_scalar_range,6.868697996362744,2.733361994965218,abs_lt_0p5_log10,overpredicts_observation,locally_consistent_under_current_log10_sigma
perm_0049,2024_CT,2024,BCDA_35,BCD-A35,1.7,mapped_outside_mesh,False,False,-20.39794000867204,-18.898010227571955,1.4999297811000858,1.4999297811000858,2.9998595622001716,0.0,0,1,5763.0,,1.0,5763,0,-18.898010227571955,-21.631372222537173,-12.029312231209211,0.0018477278510350686,7390911.404140271,7390911.404140271,observed_inside_configured_scalar_range,6.868697996362744,2.733361994965218,abs_1_to_2_log10,overpredicts_observation,review support_geometry_gas_to_water_conversion_or_uncertainty_before_more_ogs
perm_0050,2024_CT,2024,BCDA_35,BCD-A35,2.5,mapped_outside_mesh,False,False,-20.39794000867204,-18.898010227571955,1.4999297811000858,1.4999297811000858,2.9998595622001716,0.0,0,1,5763.0,,1.0,5763,0,-18.898010227571955,-21.631372222537173,-12.029312231209211,0.0018477278510350686,7390911.404140271,7390911.404140271,observed_inside_configured_scalar_range,6.868697996362744,2.733361994965218,abs_1_to_2_log10,overpredicts_observation,review support_geometry_gas_to_water_conversion_or_uncertainty_before_more_ogs
perm_0051,2024_CT,2024,BCDA_35,BCD-A35,3.3,mapped_outside_mesh,False,False,-20.39794000867204,-18.845048236774904,1.5528917718971371,1.5528917718971371,3.1057835437942742,0.0,0,1,5828.0,,1.0,5828,0,-18.845048236774904,-21.631372222537173,-12.029312231209211,0.0016355959038180344,6542383.615272138,6542383.615272138,observed_inside_configured_scalar_range,6.815736005565693,2.7863239857622695,abs_1_to_2_log10,overpredicts_observation,review support_geometry_gas_to_water_conversion_or_uncertainty_before_more_ogs
perm_0052,2021_BCDA27_19,2021,BCDA_26,BCD-A26,0.15,missing_segment_geometry,False,False,-17.221848749616356,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0053,2021_BCDA27_19,2021,BCDA_26,BCD-A26,0.25,missing_segment_geometry,False,False,-17.522878745280337,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0054,2021_BCDA27_19,2021,BCDA_26,BCD-A26,0.35,missing_segment_geometry,False,False,-14.221848749616356,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0055,2021_BCDA27_19,2021,BCDA_26,BCD-A26,0.45,missing_segment_geometry,False,False,-16.154901959985743,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0056,2021_BCDA27_19,2021,BCDA_26,BCD-A26,0.55,missing_segment_geometry,False,False,-19.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0057,2021_BCDA27_19,2021,BCDA_26,BCD-A26,0.65,missing_segment_geometry,False,False,-19.69897000433602,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0058,2021_BCDA27_19,2021,BCDA_26,BCD-A26,0.75,missing_segment_geometry,False,False,-20.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0059,2021_BCDA27_19,2021,BCDA_26,BCD-A26,0.85,missing_segment_geometry,False,False,-19.69897000433602,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0060,2021_BCDA27_19,2021,BCDA_26,BCD-A26,0.95,missing_segment_geometry,False,False,-19.22184874961636,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0061,2021_BCDA27_19,2021,BCDA_26,BCD-A26,1.05,missing_segment_geometry,False,False,-19.30102999566398,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0062,2021_BCDA27_19,2021,BCDA_26,BCD-A26,1.15,missing_segment_geometry,False,False,-20.22184874961636,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0063,2021_BCDA27_19,2021,BCDA_26,BCD-A26,1.25,missing_segment_geometry,False,False,-20.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0064,2021_BCDA27_19,2021,BCDA_26,BCD-A26,1.7,missing_segment_geometry,False,False,-20.096910013008056,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0065,2021_BCDA27_19,2021,BCDA_26,BCD-A26,2.5,missing_segment_geometry,False,False,-20.096910013008056,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0066,2021_BCDA27_19,2021,BCDA_26,BCD-A26,3.3,missing_segment_geometry,False,False,-20.22184874961636,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0067,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,0.15,missing_segment_geometry,False,False,-16.096910013008056,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0068,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,0.25,missing_segment_geometry,False,False,-18.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0069,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,0.35,missing_segment_geometry,False,False,-18.69897000433602,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0070,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,0.45,missing_segment_geometry,False,False,-19.22184874961636,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0071,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,0.55,missing_segment_geometry,False,False,-19.39794000867204,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0072,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,0.65,missing_segment_geometry,False,False,-19.522878745280337,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0073,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,0.75,missing_segment_geometry,False,False,-21.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0074,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,0.85,missing_segment_geometry,False,False,-19.69897000433602,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0075,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,0.95,missing_segment_geometry,False,False,-19.045757490560675,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0076,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,1.05,missing_segment_geometry,False,False,-20.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0077,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,1.15,missing_segment_geometry,False,False,-20.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0078,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,1.25,missing_segment_geometry,False,False,-19.69897000433602,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0079,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,1.7,missing_segment_geometry,False,False,-19.69897000433602,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0080,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,2.5,missing_segment_geometry,False,False,-16.096910013008056,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0081,2021_BCDA27_19,2021,BCDA_27 Closed twin,BCD-A27,3.3,missing_segment_geometry,False,False,-19.30102999566398,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0082,2021_BCDA27_19,2021,BFM-D19 Open twin,BFM-D19,0.7,missing_segment_geometry,False,False,-13.136677139879543,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0083,2021_BCDA27_19,2021,BFM-D19 Open twin,BFM-D19,0.7,missing_segment_geometry,False,False,-13.995678626217355,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0084,2021_BCDA27_19,2021,BFM-D19 Open twin,BFM-D19,0.7,missing_segment_geometry,False,False,-13.196542884351588,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0085,2021_BCDA27_19,2021,BFM-D19 Open twin,BFM-D19,1.2,missing_segment_geometry,False,False,-12.167491087293763,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0086,2021_BCDA27_19,2021,BFM-D19 Open twin,BFM-D19,1.2,missing_segment_geometry,False,False,-12.002176919254277,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0087,2021_BCDA27_19,2021,BFM-D19 Open twin,BFM-D19,1.7,missing_segment_geometry,False,False,-12.031517051446064,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0088,2021_BCDA27_19,2021,BFM-D19 Open twin,BFM-D19,1.7,missing_segment_geometry,False,False,-12.082494490447454,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0089,2021_BCDA27_19,2021,BFM-D19 Open twin,BFM-D19,0.7,missing_segment_geometry,False,False,-12.681936665037238,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0090,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.15,missing_segment_geometry,False,False,-13.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0091,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.25,missing_segment_geometry,False,False,-13.30102999566398,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0092,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.35,missing_segment_geometry,False,False,-14.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0093,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.45,missing_segment_geometry,False,False,-13.69897000433602,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0094,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.55,missing_segment_geometry,False,False,-14.30102999566398,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0095,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.65,missing_segment_geometry,False,False,-16.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0096,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.75,missing_segment_geometry,False,False,-16.30102999566398,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0097,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.85,missing_segment_geometry,False,False,-17.30102999566398,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0098,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.95,missing_segment_geometry,False,False,-18.22184874961636,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0099,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,1.05,missing_segment_geometry,False,False,-14.30102999566398,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0100,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,1.15,missing_segment_geometry,False,False,-15.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0101,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,1.25,missing_segment_geometry,False,False,-14.397940008672036,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0102,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,1.7,missing_segment_geometry,False,False,-20.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0103,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,2.5,missing_segment_geometry,False,False,-20.22184874961636,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0104,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,3.3,missing_segment_geometry,False,False,-20.30102999566398,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0105,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.15,missing_segment_geometry,False,False,-17.221848749616356,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0106,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.25,missing_segment_geometry,False,False,-17.522878745280337,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0107,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.35,missing_segment_geometry,False,False,-14.221848749616356,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0108,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.45,missing_segment_geometry,False,False,-16.154901959985743,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0109,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.55,missing_segment_geometry,False,False,-19.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0110,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.65,missing_segment_geometry,False,False,-19.69897000433602,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0111,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.75,missing_segment_geometry,False,False,-20.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0112,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.85,missing_segment_geometry,False,False,-19.69897000433602,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0113,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,0.95,missing_segment_geometry,False,False,-19.22184874961636,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0114,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,1.05,missing_segment_geometry,False,False,-19.30102999566398,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0115,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,1.15,missing_segment_geometry,False,False,-20.22184874961636,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0116,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,1.25,missing_segment_geometry,False,False,-20.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0117,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,1.7,missing_segment_geometry,False,False,-20.096910013008056,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0118,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,2.5,missing_segment_geometry,False,False,-20.096910013008056,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0119,2021,2021,"BCDA_24 (vertical, 2021)",BCD-A24,3.3,missing_segment_geometry,False,False,-20.22184874961636,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0120,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.15,missing_segment_geometry,False,False,-13.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0121,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.25,missing_segment_geometry,False,False,-13.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0122,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.35,missing_segment_geometry,False,False,-13.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0123,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.45,missing_segment_geometry,False,False,-13.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0124,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.55,missing_segment_geometry,False,False,-14.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0125,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.65,missing_segment_geometry,False,False,-15.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0126,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.75,missing_segment_geometry,False,False,-16.30102999566398,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0127,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.85,missing_segment_geometry,False,False,-19.39794000867204,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0128,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,0.95,missing_segment_geometry,False,False,-20.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0129,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,1.05,missing_segment_geometry,False,False,-20.096910013008056,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0130,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,1.15,missing_segment_geometry,False,False,-20.0,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0131,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,1.25,missing_segment_geometry,False,False,-21.30102999566398,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0132,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,1.7,missing_segment_geometry,False,False,-20.22184874961636,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
perm_0133,2021,2021,"BCDA_25 (horizontal, 2021)",BCD-A25,2.5,missing_segment_geometry,False,False,-20.30102999566398,,,,,0.0,0,0,,,,,,,,,,,,not_evaluated,,,not_finite,not_finite,review_sampler_bounds_tensor_shape_or_measurement_interpretation_before_more_spatial_sampling
