candidate_id,candidate_family,source_kind,mesh_path,mesh,candidate_index,evaluation_source,evaluation_source_path,active_row_count,effective_objective_weight,outside_configured_scalar_row_count,rows_ge_1_log10,rows_ge_2_log10,top_5_current_row_loss_share,top_10_current_row_loss_share,objective_current_duplicate_weighted_gaussian,objective_capped_gaussian_abs1_log10,objective_huber_delta_2sigma,objective_student_t_nu4,objective_configured_scalar_inside_only_gaussian,rmse_current_duplicate_weighted_gaussian,rmse_capped_gaussian_abs1_log10,rmse_huber_delta_2sigma,rmse_student_t_nu4,rmse_configured_scalar_inside_only_gaussian,mae_current_duplicate_weighted_gaussian,mae_capped_gaussian_abs1_log10,mae_huber_delta_2sigma,mae_student_t_nu4,mae_configured_scalar_inside_only_gaussian,max_abs_current_duplicate_weighted_gaussian,max_abs_capped_gaussian_abs1_log10,max_abs_huber_delta_2sigma,max_abs_student_t_nu4,max_abs_configured_scalar_inside_only_gaussian,support_group_count,support_observed_range_ge_1_count,objective_support_cell_weighted_mean_unit_gaussian,objective_support_cell_weighted_median_unit_gaussian,rmse_support_cell_weighted_mean_unit_gaussian,rmse_support_cell_weighted_median_unit_gaussian,mae_support_cell_weighted_mean_unit_gaussian,mae_support_cell_weighted_median_unit_gaussian,max_abs_support_cell_weighted_mean_unit_gaussian,max_abs_support_cell_weighted_median_unit_gaussian,rank_current_duplicate_weighted_gaussian,rank_capped_gaussian_abs1_log10,rank_huber_delta_2sigma,rank_student_t_nu4,rank_support_cell_weighted_mean_unit_gaussian,rank_support_cell_weighted_median_unit_gaussian,rank_configured_scalar_inside_only_gaussian
production_sampler_round4_004_length_0p003m_shift_0p972,production_sampler_round4_004_length_0p003m_shift_0p972,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/production_sampler_round4_004_length_0p003m_shift_0p972/bulk_w_projections.vtu,inversion_workflow/runs/production_sampler_round4_004_length_0p003m_shift_0p972/bulk_w_projections.vtu,468,cached_csv,inversion_workflow/runs/production_sampler_round4_004_length_0p003m_shift_0p972/permeability_fit_evaluation.csv,75,52.0,2,46,22,0.3100685790541561,0.48848262858575336,270.19285301913465,65.14365219086164,183.89503675842224,121.37304151818205,244.6417613619917,1.611833801018909,0.7914425254343977,1.611833801018909,1.611833801018909,1.548692558516325,1.2384567644077993,0.6675366462945274,1.2384567644077993,1.2384567644077993,1.1926561214396803,3.5742895557818866,1.0,3.5742895557818866,3.5742895557818866,3.493982712337445,30,16,0.23010689251971986,128.76303617591827,0.06192830431497914,1.4649404776071864,0.047926344760076726,1.0441356738034675,0.16099478653907795,3.409107274654499,125.0,60.0,133.0,138.0,125.0,176.0,53.0
continuous_bayesian_candidate_plan/length_0p007m_shift_0p972,continuous_bayesian_candidate_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/continuous_bayesian_candidate_plan/length_0p007m_shift_0p972/bulk_w_projections.vtu,inversion_workflow/runs/continuous_bayesian_candidate_plan/length_0p007m_shift_0p972/bulk_w_projections.vtu,58,cached_csv,inversion_workflow/runs/continuous_bayesian_candidate_plan/length_0p007m_shift_0p972/permeability_fit_evaluation.csv,75,52.0,2,46,22,0.31002958417001025,0.4883385229871684,270.2111662517047,65.14512225393466,183.90597152657497,121.38295439753979,244.6255965423906,1.6118884238314313,0.7914514554208826,1.6118884238314313,1.6118884238314313,1.5486413923760078,1.2386717639137932,0.6677061424107149,1.2386717639137932,1.2386717639137932,1.1928280676249148,3.5767002746465977,1.0,3.5767002746465977,3.5767002746465977,3.4950071410404178,30,16,0.24135034766648567,128.62473828555127,0.06342322756247452,1.4641535568691288,0.04908326658672498,1.043859511939934,0.164881133045494,3.408082845951526,127.0,63.0,139.0,141.0,127.0,174.0,51.0
continuous_proposed_003_length_0p007m_shift_0p972,continuous_proposed_003_length_0p007m_shift_0p972,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/continuous_proposed_003_length_0p007m_shift_0p972/bulk_w_projections.vtu,inversion_workflow/runs/continuous_proposed_003_length_0p007m_shift_0p972/bulk_w_projections.vtu,187,cached_csv,inversion_workflow/runs/continuous_proposed_003_length_0p007m_shift_0p972/permeability_fit_evaluation.csv,75,52.0,2,46,22,0.31002958417001025,0.4883385229871684,270.2111662517047,65.14512225393466,183.90597152657497,121.38295439753979,244.6255965423906,1.6118884238314313,0.7914514554208826,1.6118884238314313,1.6118884238314313,1.5486413923760078,1.2386717639137932,0.6677061424107149,1.2386717639137932,1.2386717639137932,1.1928280676249148,3.5767002746465977,1.0,3.5767002746465977,3.5767002746465977,3.4950071410404178,30,16,0.24135034766648567,128.62473828555127,0.06342322756247452,1.4641535568691288,0.04908326658672498,1.043859511939934,0.164881133045494,3.408082845951526,127.0,63.0,139.0,141.0,127.0,174.0,51.0
anisotropy_sensitivity_plan/anis_theta_144p0_ratio_4p00,anisotropy_sensitivity_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_144p0_ratio_4p00/bulk_w_projections.vtu,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_144p0_ratio_4p00/bulk_w_projections.vtu,23,cached_csv,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_144p0_ratio_4p00/permeability_fit_evaluation.csv,75,52.0,2,44,18,0.3131985024461995,0.4998953414814738,270.2479600393948,64.96640784606778,183.83723423478656,121.30901195911606,246.83601354888407,1.6119981629337774,0.790365104568694,1.6119981629337774,1.6119981629337774,1.55562235685462,1.2424908778974384,0.6709965202593673,1.2424908778974384,1.2424908778974384,1.1997671831308818,3.5359516533343047,1.0,3.5359516533343047,3.5359516533343047,3.5359516533343047,30,16,0.2588389300895433,142.78332785830804,0.06568091174884111,1.5426348015560263,0.060889807713269836,1.116465691543398,0.10547248176724722,3.5359516533343047,129.0,13.0,122.0,115.0,129.0,346.0,243.0
lower_support_continuous_candidate_plan/length_0p006m_shift_0p970,lower_support_continuous_candidate_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p006m_shift_0p970/bulk_w_projections.vtu,inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p006m_shift_0p970/bulk_w_projections.vtu,390,cached_csv,inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p006m_shift_0p970/permeability_fit_evaluation.csv,75,52.0,2,46,22,0.30992791413036436,0.487965607655662,270.26027226962503,65.1501010803211,183.93529256090395,121.40950826495335,244.5859219259938,1.612034883037898,0.7914816988525205,1.612034883037898,1.612034883037898,1.5485158040371692,1.239224719620112,0.668142068271156,1.239224719620112,1.239224719620112,1.1932702948005807,3.582900385416206,1.0,3.582900385416206,3.582900385416206,3.497641861964116,30,16,0.271499110743155,128.27028272151472,0.06726801007204379,1.462134756224124,0.05205874563656163,1.043149253199559,0.17487640009283645,3.405448125027828,130.0,69.0,143.0,143.0,130.0,172.0,48.0
production_sampler_round4_005_length_0p006m_shift_0p970,production_sampler_round4_005_length_0p006m_shift_0p970,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/production_sampler_round4_005_length_0p006m_shift_0p970/bulk_w_projections.vtu,inversion_workflow/runs/production_sampler_round4_005_length_0p006m_shift_0p970/bulk_w_projections.vtu,469,cached_csv,inversion_workflow/runs/production_sampler_round4_005_length_0p006m_shift_0p970/permeability_fit_evaluation.csv,75,52.0,2,46,22,0.30992791413036436,0.487965607655662,270.26027226962503,65.1501010803211,183.93529256090395,121.40950826495335,244.5859219259938,1.612034883037898,0.7914816988525205,1.612034883037898,1.612034883037898,1.5485158040371692,1.239224719620112,0.668142068271156,1.239224719620112,1.239224719620112,1.1932702948005807,3.582900385416206,1.0,3.582900385416206,3.582900385416206,3.497641861964116,30,16,0.271499110743155,128.27028272151472,0.06726801007204379,1.462134756224124,0.05205874563656163,1.043149253199559,0.17487640009283645,3.405448125027828,130.0,69.0,143.0,143.0,130.0,172.0,48.0
lower_support_continuous_candidate_plan/length_0p004m_shift_1p031,lower_support_continuous_candidate_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p004m_shift_1p031/bulk_w_projections.vtu,inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p004m_shift_1p031/bulk_w_projections.vtu,362,cached_csv,inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p004m_shift_1p031/permeability_fit_evaluation.csv,75,52.0,2,44,20,0.3132982175897814,0.4990277045467406,270.2712715334339,65.1514046402748,183.94186018347636,121.41545067510437,247.63012038692156,1.6120676866319907,0.791489617018945,1.6120676866319907,1.6120676866319907,1.5581226775524295,1.2393442976579911,0.6682363383156761,1.2393442976579911,1.2393442976579911,1.1976724936343905,3.584241174690993,1.0,3.584241174690993,3.584241174690993,3.584241174690993,30,16,0.27825213639331303,141.81822103456824,0.06809945379043225,1.5374124421386748,0.052702200333680636,1.1021088068070566,0.17703790129074015,3.584241174690993,132.0,71.0,145.0,145.0,132.0,343.0,266.0
production_sampler_round5_005_length_0p004m_shift_1p031,production_sampler_round5_005_length_0p004m_shift_1p031,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/production_sampler_round5_005_length_0p004m_shift_1p031/bulk_w_projections.vtu,inversion_workflow/runs/production_sampler_round5_005_length_0p004m_shift_1p031/bulk_w_projections.vtu,475,cached_csv,inversion_workflow/runs/production_sampler_round5_005_length_0p004m_shift_1p031/permeability_fit_evaluation.csv,75,52.0,2,44,20,0.3132982175897814,0.4990277045467406,270.2712715334339,65.1514046402748,183.94186018347636,121.41545067510437,247.63012038692156,1.6120676866319907,0.791489617018945,1.6120676866319907,1.6120676866319907,1.5581226775524295,1.2393442976579911,0.6682363383156761,1.2393442976579911,1.2393442976579911,1.1976724936343905,3.584241174690993,1.0,3.584241174690993,3.584241174690993,3.584241174690993,30,16,0.27825213639331303,141.81822103456824,0.06809945379043225,1.5374124421386748,0.052702200333680636,1.1021088068070566,0.17703790129074015,3.584241174690993,132.0,71.0,145.0,145.0,132.0,343.0,266.0
lower_support_continuous_candidate_plan/length_0p009m_shift_0p969,lower_support_continuous_candidate_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p009m_shift_0p969/bulk_w_projections.vtu,inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p009m_shift_0p969/bulk_w_projections.vtu,422,cached_csv,inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p009m_shift_0p969/permeability_fit_evaluation.csv,75,52.0,2,46,22,0.30986858779909016,0.48774980787354033,270.28980037787306,65.15374297456499,183.95292369273423,121.42545651826357,244.56435906426813,1.612122944520293,0.7915038204786857,1.612122944520293,1.612122944520293,1.5484475434278446,1.2395424980553584,0.6683925907564681,1.2395424980553584,1.2395424980553584,1.1935244385923904,3.586463530666734,1.0,3.586463530666734,3.586463530666734,3.499156011258311,30,16,0.28962796698883375,128.06738309417221,0.06947757036013298,1.4609778865208296,0.05376872541570297,1.0427410741925294,0.18062058590352592,3.403933975733633,134.0,73.0,147.0,148.0,134.0,171.0,47.0
broad_continuous_loop_001_002_length_0p016m_shift_0p968,broad_continuous_loop_001_002_length_0p016m_shift_0p968,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/broad_continuous_loop_001_002_length_0p016m_shift_0p968/bulk_w_projections.vtu,inversion_workflow/runs/broad_continuous_loop_001_002_length_0p016m_shift_0p968/bulk_w_projections.vtu,44,cached_csv,inversion_workflow/runs/broad_continuous_loop_001_002_length_0p016m_shift_0p968/permeability_fit_evaluation.csv,75,52.0,2,46,22,0.309843023211283,0.4876572120162319,270.30271631204994,65.15547394444246,183.96063575258816,121.43242799699419,244.55541558751352,1.6121614621133817,0.7915143345344323,1.6121614621133817,1.6121614621133817,1.5484192305713185,1.2396783640310467,0.6684997014918845,1.2396783640310467,1.2396783640310467,1.1936330976151857,3.5879869512399587,1.0,3.5879869512399587,3.5879869512399587,3.499803384863238,30,16,0.29755773722685935,127.98081227139701,0.07042226651029954,1.4604840080797246,0.0544998262247308,1.0425665575076497,0.1830765090346791,3.4032866021287056,135.0,74.0,148.0,149.0,135.0,169.0,45.0
continuous_bayesian_candidate_plan/length_0p016m_shift_0p968,continuous_bayesian_candidate_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/continuous_bayesian_candidate_plan/length_0p016m_shift_0p968/bulk_w_projections.vtu,inversion_workflow/runs/continuous_bayesian_candidate_plan/length_0p016m_shift_0p968/bulk_w_projections.vtu,108,cached_csv,inversion_workflow/runs/continuous_bayesian_candidate_plan/length_0p016m_shift_0p968/permeability_fit_evaluation.csv,75,52.0,2,46,22,0.309843023211283,0.4876572120162319,270.30271631204994,65.15547394444246,183.96063575258816,121.43242799699419,244.55541558751352,1.6121614621133817,0.7915143345344323,1.6121614621133817,1.6121614621133817,1.5484192305713185,1.2396783640310467,0.6684997014918845,1.2396783640310467,1.2396783640310467,1.1936330976151857,3.5879869512399587,1.0,3.5879869512399587,3.5879869512399587,3.499803384863238,30,16,0.29755773722685935,127.98081227139701,0.07042226651029954,1.4604840080797246,0.0544998262247308,1.0425665575076497,0.1830765090346791,3.4032866021287056,135.0,74.0,148.0,149.0,135.0,169.0,45.0
lower_support_continuous_candidate_plan/length_0p010m_shift_1p032,lower_support_continuous_candidate_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p010m_shift_1p032/bulk_w_projections.vtu,inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p010m_shift_1p032/bulk_w_projections.vtu,432,cached_csv,inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p010m_shift_1p032/permeability_fit_evaluation.csv,75,52.0,2,44,20,0.31341947363814665,0.49928525570601684,270.3255562443124,65.15872679150415,183.97427339755103,121.4447493751304,247.7703341717153,1.612229572566156,0.7915340922216038,1.612229572566156,1.612229572566156,1.5585637373082022,1.2399142642941607,0.6686856748420121,1.2399142642941607,1.2399142642941607,1.1983789468465713,3.590632023431405,1.0,3.590632023431405,3.590632023431405,3.590632023431405,30,16,0.3115803710226694,142.2479854250703,0.07206251580198374,1.5397401589503683,0.05576921594749636,1.1048168000297893,0.1873406591273774,3.5906320234314055,137.0,77.0,151.0,151.0,144.0,345.0,270.0
anisotropy_sensitivity_plan/anis_theta_120p0_ratio_1p00,anisotropy_sensitivity_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_120p0_ratio_1p00/bulk_w_projections.vtu,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_120p0_ratio_1p00/bulk_w_projections.vtu,5,cached_csv,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_120p0_ratio_1p00/permeability_fit_evaluation.csv,75,52.0,2,45,20,0.31106824837577884,0.4937035640022027,270.33388817985275,65.04255382568782,183.88913330112328,121.3602728566371,246.55986087383124,1.6122544183290866,0.7908281554173728,1.6122544183290866,1.6122544183290866,1.5547519216835648,1.2429891269683289,0.6716113410287352,1.2429891269683289,1.2429891269683289,1.1997584260978353,3.548143617938887,1.0,3.548143617938887,3.548143617938887,3.548143617938887,30,16,0.3007318473702853,130.7512294304145,0.07079687462149316,1.4762070170452295,0.05550754871502518,1.0585190233092707,0.11460096066322123,3.5010926061891166,138.0,18.0,126.0,126.0,138.0,192.0,218.0
anisotropy_sensitivity_plan/anis_theta_130p0_ratio_1p00,anisotropy_sensitivity_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_130p0_ratio_1p00/bulk_w_projections.vtu,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_130p0_ratio_1p00/bulk_w_projections.vtu,10,cached_csv,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_130p0_ratio_1p00/permeability_fit_evaluation.csv,75,52.0,2,45,20,0.31106824837577884,0.4937035640022027,270.33388817985275,65.04255382568782,183.88913330112328,121.3602728566371,246.55986087383124,1.6122544183290866,0.7908281554173728,1.6122544183290866,1.6122544183290866,1.5547519216835648,1.2429891269683289,0.6716113410287352,1.2429891269683289,1.2429891269683289,1.1997584260978353,3.548143617938887,1.0,3.548143617938887,3.548143617938887,3.548143617938887,30,16,0.3007318473702853,130.7512294304145,0.07079687462149316,1.4762070170452295,0.05550754871502518,1.0585190233092707,0.11460096066322123,3.5010926061891166,138.0,18.0,126.0,126.0,138.0,192.0,218.0
anisotropy_sensitivity_plan/anis_theta_140p0_ratio_1p00,anisotropy_sensitivity_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_140p0_ratio_1p00/bulk_w_projections.vtu,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_140p0_ratio_1p00/bulk_w_projections.vtu,15,cached_csv,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_140p0_ratio_1p00/permeability_fit_evaluation.csv,75,52.0,2,45,20,0.31106824837577884,0.4937035640022027,270.33388817985275,65.04255382568782,183.88913330112328,121.3602728566371,246.55986087383124,1.6122544183290866,0.7908281554173728,1.6122544183290866,1.6122544183290866,1.5547519216835648,1.2429891269683289,0.6716113410287352,1.2429891269683289,1.2429891269683289,1.1997584260978353,3.548143617938887,1.0,3.548143617938887,3.548143617938887,3.548143617938887,30,16,0.3007318473702853,130.7512294304145,0.07079687462149316,1.4762070170452295,0.05550754871502518,1.0585190233092707,0.11460096066322123,3.5010926061891166,138.0,18.0,126.0,126.0,138.0,192.0,218.0
anisotropy_sensitivity_plan/anis_theta_144p0_ratio_1p00,anisotropy_sensitivity_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_144p0_ratio_1p00/bulk_w_projections.vtu,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_144p0_ratio_1p00/bulk_w_projections.vtu,20,cached_csv,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_144p0_ratio_1p00/permeability_fit_evaluation.csv,75,52.0,2,45,20,0.31106824837577884,0.4937035640022027,270.33388817985275,65.04255382568782,183.88913330112328,121.3602728566371,246.55986087383124,1.6122544183290866,0.7908281554173728,1.6122544183290866,1.6122544183290866,1.5547519216835648,1.2429891269683289,0.6716113410287352,1.2429891269683289,1.2429891269683289,1.1997584260978353,3.548143617938887,1.0,3.548143617938887,3.548143617938887,3.548143617938887,30,16,0.3007318473702853,130.7512294304145,0.07079687462149316,1.4762070170452295,0.05550754871502518,1.0585190233092707,0.11460096066322123,3.5010926061891166,138.0,18.0,126.0,126.0,138.0,192.0,218.0
anisotropy_sensitivity_plan/anis_theta_150p0_ratio_1p00,anisotropy_sensitivity_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_150p0_ratio_1p00/bulk_w_projections.vtu,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_150p0_ratio_1p00/bulk_w_projections.vtu,25,cached_csv,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_150p0_ratio_1p00/permeability_fit_evaluation.csv,75,52.0,2,45,20,0.31106824837577884,0.4937035640022027,270.33388817985275,65.04255382568782,183.88913330112328,121.3602728566371,246.55986087383124,1.6122544183290866,0.7908281554173728,1.6122544183290866,1.6122544183290866,1.5547519216835648,1.2429891269683289,0.6716113410287352,1.2429891269683289,1.2429891269683289,1.1997584260978353,3.548143617938887,1.0,3.548143617938887,3.548143617938887,3.548143617938887,30,16,0.30073184737028397,130.75122943041453,0.070796874621493,1.4762070170452297,0.055507548715025064,1.058519023309271,0.11460096066322123,3.5010926061891166,138.0,18.0,126.0,126.0,137.0,198.0,218.0
anisotropy_sensitivity_plan/anis_theta_160p0_ratio_1p00,anisotropy_sensitivity_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_160p0_ratio_1p00/bulk_w_projections.vtu,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_160p0_ratio_1p00/bulk_w_projections.vtu,30,cached_csv,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_160p0_ratio_1p00/permeability_fit_evaluation.csv,75,52.0,2,45,20,0.31106824837577884,0.4937035640022027,270.33388817985275,65.04255382568782,183.88913330112328,121.3602728566371,246.55986087383124,1.6122544183290866,0.7908281554173728,1.6122544183290866,1.6122544183290866,1.5547519216835648,1.2429891269683289,0.6716113410287352,1.2429891269683289,1.2429891269683289,1.1997584260978353,3.548143617938887,1.0,3.548143617938887,3.548143617938887,3.548143617938887,30,16,0.3007318473702853,130.7512294304145,0.07079687462149316,1.4762070170452295,0.05550754871502518,1.0585190233092707,0.11460096066322123,3.5010926061891166,138.0,18.0,126.0,126.0,138.0,192.0,218.0
anisotropy_sensitivity_plan/anis_theta_170p0_ratio_1p00,anisotropy_sensitivity_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_170p0_ratio_1p00/bulk_w_projections.vtu,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_170p0_ratio_1p00/bulk_w_projections.vtu,35,cached_csv,inversion_workflow/runs/anisotropy_sensitivity_plan/anis_theta_170p0_ratio_1p00/permeability_fit_evaluation.csv,75,52.0,2,45,20,0.31106824837577884,0.4937035640022027,270.33388817985275,65.04255382568782,183.88913330112328,121.3602728566371,246.55986087383124,1.6122544183290866,0.7908281554173728,1.6122544183290866,1.6122544183290866,1.5547519216835648,1.2429891269683289,0.6716113410287352,1.2429891269683289,1.2429891269683289,1.1997584260978353,3.548143617938887,1.0,3.548143617938887,3.548143617938887,3.548143617938887,30,16,0.3007318473702853,130.7512294304145,0.07079687462149316,1.4762070170452295,0.05550754871502518,1.0585190233092707,0.11460096066322123,3.5010926061891166,138.0,18.0,126.0,126.0,138.0,192.0,218.0
lower_support_continuous_candidate_plan/length_0p004m_shift_0p967,lower_support_continuous_candidate_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p004m_shift_0p967/bulk_w_projections.vtu,inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p004m_shift_0p967/bulk_w_projections.vtu,358,cached_csv,inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p004m_shift_0p967/permeability_fit_evaluation.csv,75,52.0,2,46,22,0.309725749601689,0.48723538401624383,270.36339469849605,65.16461725221095,183.99686660834402,121.46514324198324,244.51697943300937,1.6123424034450864,0.7915698694331007,1.6123424034450864,1.6123424034450864,1.5482975452279564,1.2402936826687454,0.66898479153349,1.2402936826687454,1.2402936826687454,1.1941251996410343,3.594886317081995,1.0,3.594886317081995,3.594886317081995,3.5027352524087902,30,16,0.3348113850345303,127.59008550792052,0.074700667671551,1.4582528673491468,0.05781088295951845,1.0417761950327775,0.1941990529070381,3.4003547345831535,145.0,79.0,154.0,154.0,145.0,167.0,42.0
production_sampler_round4_006_length_0p004m_shift_0p967,production_sampler_round4_006_length_0p004m_shift_0p967,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/production_sampler_round4_006_length_0p004m_shift_0p967/bulk_w_projections.vtu,inversion_workflow/runs/production_sampler_round4_006_length_0p004m_shift_0p967/bulk_w_projections.vtu,470,cached_csv,inversion_workflow/runs/production_sampler_round4_006_length_0p004m_shift_0p967/permeability_fit_evaluation.csv,75,52.0,2,46,22,0.309725749601689,0.48723538401624383,270.36339469849605,65.16461725221095,183.99686660834402,121.46514324198324,244.51697943300937,1.6123424034450864,0.7915698694331007,1.6123424034450864,1.6123424034450864,1.5482975452279564,1.2402936826687454,0.66898479153349,1.2402936826687454,1.2402936826687454,1.1941251996410343,3.594886317081995,1.0,3.594886317081995,3.594886317081995,3.5027352524087902,30,16,0.3348113850345303,127.59008550792052,0.074700667671551,1.4582528673491468,0.05781088295951845,1.0417761950327775,0.1941990529070381,3.4003547345831535,145.0,79.0,154.0,154.0,145.0,167.0,42.0
local_anisotropy_sampler_plan/local_anis_isotropize_l0p0015_s1_r1,local_anisotropy_sampler_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/local_anisotropy_sampler_plan/local_anis_isotropize_l0p0015_s1_r1/bulk_w_projections.vtu,inversion_workflow/runs/local_anisotropy_sampler_plan/local_anis_isotropize_l0p0015_s1_r1/bulk_w_projections.vtu,222,cached_csv,inversion_workflow/runs/local_anisotropy_sampler_plan/local_anis_isotropize_l0p0015_s1_r1/permeability_fit_evaluation.csv,75,52.0,2,45,20,0.3104830500780482,0.49234737153460095,270.3786399238699,65.09271124851732,183.8955437422364,121.36623849958579,246.30666785758063,1.6123878611092912,0.7911330193543097,1.6123878611092912,1.6123878611092912,1.5539534270709958,1.2440819930593088,0.6729145291471977,1.2440819930593088,1.2440819930593088,1.20045042697507,3.557295706593969,1.0,3.557295706593969,3.557295706593969,3.557295706593969,30,16,0.33628648398210637,129.45080465941243,0.07486504346512535,1.4688476473039016,0.05544129425940832,1.0546167977706027,0.10575071309800421,3.4795556141971264,147.0,30.0,135.0,134.0,147.0,180.0,204.0
local_anisotropy_sampler_plan/local_anis_isotropize_l0p003_s1_r1,local_anisotropy_sampler_plan,materialized_run_field,/home/ber0061/Repositories/gesa_mails/SOTA_OGS_Mont_Terri_work/inversion_workflow/runs/local_anisotropy_sampler_plan/local_anis_isotropize_l0p003_s1_r1/bulk_w_projections.vtu,inversion_workflow/runs/local_anisotropy_sampler_plan/local_anis_isotropize_l0p003_s1_r1/bulk_w_projections.vtu,224,cached_csv,inversion_workflow/runs/local_anisotropy_sampler_plan/local_anis_isotropize_l0p003_s1_r1/permeability_fit_evaluation.csv,75,52.0,2,45,20,0.3104830500780482,0.49234737153460095,270.3786399238699,65.09271124851732,183.8955437422364,121.36623849958579,246.30666785758063,1.6123878611092912,0.7911330193543097,1.6123878611092912,1.6123878611092912,1.5539534270709958,1.2440819930593088,0.6729145291471977,1.2440819930593088,1.2440819930593088,1.20045042697507,3.557295706593969,1.0,3.557295706593969,3.557295706593969,3.557295706593969,30,16,0.33628648398210637,129.45080465941243,0.07486504346512535,1.4688476473039016,0.05544129425940832,1.0546167977706027,0.10575071309800421,3.4795556141971264,147.0,30.0,135.0,134.0,147.0,180.0,204.0
