policy_id,policy_description,winner_candidate_id,winner_candidate_family,winner_source_kind,winner_mesh,winner_objective_like_value,winner_rmse_log10,winner_effective_objective_weight,winner_active_row_count,current_accepted_candidate_id,current_accepted_rank,current_accepted_objective_like_value,differs_from_current_gaussian_winner,winner_in_current_gaussian_best_tie_set,differs_from_current_gaussian_best_set
current_duplicate_weighted_gaussian,"Active default: duplicate-weighted Gaussian row residuals in log10(k), sigma=0.5.",broad_continuous_loop_001_001_length_0p015m,broad_continuous_loop_001_001_length_0p015m,materialized_run_field,inversion_workflow/runs/broad_continuous_loop_001_001_length_0p015m/bulk_w_projections.vtu,269.8180571059851,1.61071549171474,52.0,75,current_permeability_field/current_best,1.0,269.8180571059851,False,True,False
capped_gaussian_abs1_log10,Diagnostic: row Gaussian loss capped at one log10 unit.,local_anisotropy_sampler_plan/local_anis_residual_sign_l0p0015_s0p5_r2p5,local_anisotropy_sampler_plan,materialized_run_field,inversion_workflow/runs/local_anisotropy_sampler_plan/local_anis_residual_sign_l0p0015_s0p5_r2p5/bulk_w_projections.vtu,64.81233623477108,0.7894273498675813,52.0,75,current_permeability_field/current_best,183.0,65.31194526868983,True,False,True
huber_delta_2sigma,Diagnostic: row Huber loss with transition at two normalized sigma.,broad_continuous_loop_001_001_length_0p015m,broad_continuous_loop_001_001_length_0p015m,materialized_run_field,inversion_workflow/runs/broad_continuous_loop_001_001_length_0p015m/bulk_w_projections.vtu,183.6712474083337,1.61071549171474,52.0,75,current_permeability_field/current_best,1.0,183.6712474083337,False,True,False
student_t_nu4,Diagnostic: row Student-t negative log kernel with nu=4.,broad_continuous_loop_001_001_length_0p015m,broad_continuous_loop_001_001_length_0p015m,materialized_run_field,inversion_workflow/runs/broad_continuous_loop_001_001_length_0p015m/bulk_w_projections.vtu,121.16896116540623,1.61071549171474,52.0,75,current_permeability_field/current_best,1.0,121.16896116540623,False,True,False
support_cell_weighted_mean_unit_gaussian,"Diagnostic: collapse rows sharing one model support cell to weighted mean observation, unit group weight.",current_permeability_field/current_best,current_permeability_field,current_accepted_field,inversion_workflow/current_permeability_field/current_best_bulk_w_projections.vtu,1.072850831100576e-28,1.3371928501532455e-15,52.0,75,current_permeability_field/current_best,1.0,1.072850831100576e-28,True,True,False
support_cell_weighted_median_unit_gaussian,"Diagnostic: collapse rows sharing one model support cell to weighted median observation, unit group weight.",local_anisotropy_sampler_plan/local_anis_perpendicular_all_l0p0015_s1_r12,local_anisotropy_sampler_plan,materialized_run_field,inversion_workflow/runs/local_anisotropy_sampler_plan/local_anis_perpendicular_all_l0p0015_s1_r12/bulk_w_projections.vtu,81.82840410875852,1.1678213626860812,52.0,75,current_permeability_field/current_best,228.0,134.72779043641358,True,False,True
configured_scalar_inside_only_gaussian,Diagnostic: score only rows whose current-field audit marked them inside configured scalar bounds.,lower_support_continuous_candidate_plan/length_0p007m_shift_0p946,lower_support_continuous_candidate_plan,materialized_run_field,inversion_workflow/runs/lower_support_continuous_candidate_plan/length_0p007m_shift_0p946/bulk_w_projections.vtu,244.31792014948041,1.547667188692611,52.0,75,current_permeability_field/current_best,110.0,245.67481647284035,True,False,True
