run_id,run_kind,scenario_count,scenario_ids,candidate_dir,packaged_mesh,active_objective_rank,nmr_trend_anomaly_rank,ert_mae_rank,taupe_mae_rank,mean_rank_all_streams,worst_rank_all_streams,current_combined_objective,direct_permeability_objective,raw_nmr_state_objective,nmr_trend_anomaly_combined_objective,ert_residual_mae_log10,taupe_trend_mae,triangle6_cell_count,positive_definite_cell_count,log10_k_eigen_min_p50,log10_k_eigen_max_p50,anisotropy_ratio_p50,theta_deg_p50,porosity_p50
broad_continuous_001_003_length_0p021m,broad_continuous,1,S02_promoted_nmr_trend_anomaly,inversion_workflow/conditional_field_candidates/broad_continuous_001_003_length_0p021m,inversion_workflow/conditional_field_candidates/broad_continuous_001_003_length_0p021m/bulk_w_projections.vtu,56.0,1.0,60.0,62.0,36.0,62.0,3169.3095993832085,269.8300319778216,2899.479567405387,505.614305828437,0.2551414513252906,1.8661605527210643,10239,10239,-19.38786842483681,-18.989928416164773,2.4999999999999996,144.0,0.105
local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,local_basis,1,S01_current_active_raw_nmr,inversion_workflow/conditional_field_candidates/local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000,inversion_workflow/conditional_field_candidates/local_basis_sampler_002_basis_024_det_l_0p0075_s_1p000/bulk_w_projections.vtu,1.0,14.0,8.0,29.0,13.2,29.0,3156.353066948979,269.8180571059851,2886.535009842994,505.6374423059367,0.2541796182834413,1.863211058631399,10239,10239,-19.385282356749467,-18.98734234807743,2.4999999999999996,144.0,0.105
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,local_basis,2,S03_active_plus_ert_screen;S08_rank_consensus_all_streams,inversion_workflow/conditional_field_candidates/local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,inversion_workflow/conditional_field_candidates/local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000/bulk_w_projections.vtu,2.0,13.0,6.0,18.0,10.4,18.0,3156.3542661780352,269.8180571059851,2886.53620907205,505.63743722410754,0.2541793946766635,1.8632029805911825,10239,10239,-19.385282356749467,-18.98734234807743,2.4999999999999996,144.0,0.105
local_bracketed_003_length_0p031m,local_smooth,2,S04_active_plus_taupe_screen;S07_diagnostics_only_nmr_ert_taupe,inversion_workflow/conditional_field_candidates/local_bracketed_003_length_0p031m,inversion_workflow/conditional_field_candidates/local_bracketed_003_length_0p031m/bulk_w_projections.vtu,62.0,41.0,63.0,3.0,42.0,63.0,3219.345218679995,271.3861777595394,2947.959040920456,506.58405849034006,0.2634362231147517,1.8320808005603844,10239,10239,-19.38825828927663,-18.99031828060459,2.4999999999999996,144.0,0.105
production_sampler_round3_002_length_0p028m_shift_1p050,production_sampler_round,2,S05_active_plus_ert_taupe_screen;S06_active_plus_promoted_nmr_ert_taupe,inversion_workflow/conditional_field_candidates/production_sampler_round3_002_length_0p028m_shift_1p050,inversion_workflow/conditional_field_candidates/production_sampler_round3_002_length_0p028m_shift_1p050/bulk_w_projections.vtu,53.0,48.0,49.0,4.0,40.4,53.0,3167.879479569597,271.09126073611066,2896.7882188334866,506.8737557705009,0.2547140189867687,1.8506463001555136,10239,10239,-19.388003708394287,-18.99006369972225,2.4999999999999996,144.0,0.105
