run_id,rank,cell_id,centroid_x_m,centroid_y_m,cell_area_m2,reference_log10_k_geom,candidate_log10_k_geom,delta_log10_k_geom,abs_delta_log10_k_geom,reference_log10_k_min,candidate_log10_k_min,reference_log10_k_max,candidate_log10_k_max,relative_tensor_frobenius
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,14,10220,1.0332545502609634,1.0229343981951426,0.0008077087206543591,-19.338670495170643,-19.338670495170643,0.0,0.0,-19.53764049950666,-19.53764049950666,-19.139700490834624,-19.139700490834624,0.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,15,10219,0.6636314059112817,-1.2278184992759869,0.000639777458956913,-18.969200014340696,-18.969200014340696,0.0,0.0,-19.168170018676715,-19.168170018676715,-18.770230010004678,-18.770230010004678,0.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,16,10218,1.0080078376494521,1.0230828082797827,0.0008046584900618817,-19.341872115905787,-19.341872115905787,0.0,0.0,-19.540842120241805,-19.540842120241805,-19.142902111569768,-19.142902111569768,0.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,17,10217,-1.22781851403995,-0.6636313788343543,0.0006397774604118604,-19.030285969624963,-19.030285969624963,0.0,0.0,-19.22925597396098,-19.22925597396098,-18.831315965288944,-18.831315965288944,0.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,18,10216,1.04004157786894,1.05010529982397,0.0007867063697244917,-19.327876151104988,-19.327876151104988,0.0,0.0,-19.526846155441007,-19.526846155441007,-19.12890614676897,-19.12890614676897,0.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,19,10215,-0.6636313517574671,1.2278185288038765,0.0006397774618661959,-19.435332386531947,-19.435332386531947,0.0,0.0,-19.634302390867965,-19.634302390867965,-19.236362382195928,-19.236362382195928,0.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,20,10214,-1.0229344196270576,1.03325452873165,0.0008077087119633168,-19.36820554532095,-19.36820554532095,0.0,0.0,-19.56717554965697,-19.56717554965697,-19.169235540984932,-19.169235540984932,0.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,21,10213,1.22781852325363,0.6636310544478167,0.0006397787407745417,-19.491921259745645,-19.491921259745645,0.0,0.0,-19.690891264081664,-19.690891264081664,-19.292951255409626,-19.292951255409626,0.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,22,10212,1.3184675890610935,-0.3301304450676473,0.0005860850424552933,-19.42989064456516,-19.42989064456516,0.0,0.0,-19.628860648901178,-19.628860648901178,-19.23092064022914,-19.23092064022914,0.0
local_basis_sampler_003_basis_029_det_l_0p0100_s_1p000,23,10211,1.3579624204601632,-0.327342931928272,0.0007397240877240765,-19.43792835157964,-19.43792835157964,0.0,0.0,-19.63689835591566,-19.63689835591566,-19.23895834724362,-19.23895834724362,0.0
